main_id,ra,dec,otype,framework_id
[RRB2014] RM J163100.6+430201.2,247.7520833333333,43.03361111111111,ClG,2106629105384474878
[KMA2007] 116.57035+22.03431,116.57,22.034166666666668,ClG,8364037351102245245
[RRB2014] RM J232320.0+305131.1,350.8329166666667,30.858611111111117,ClG,-4829964530131563194
[RRB2014] RM J005313.4+210218.8,13.305416666666666,21.03833333333333,ClG,-9141784326700858651
[RRB2014] RM J100424.4+200431.9,151.10166666666666,20.075277777777774,ClG,1672709980173039876
[KMA2007] 153.10111+23.83639,153.1008333333333,23.83611111111111,ClG,5862106041672311763
[RRB2014] RM J125929.4+092149.4,194.8725,9.36361111111111,ClG,3747211726729837734
[RRB2014] RM J123056.5+195913.6,187.73541666666668,19.986944444444447,ClG,-7221440538370870617
[RRB2014] RM J082340.6+035153.4,125.91916666666664,3.8647222222222224,ClG,-5355515213776284833
[KMA2007] 213.86403+01.85057,213.86375,1.850555555555556,ClG,3760576635852252968
[RRB2014] RM J224902.6+014434.9,342.26041666666663,1.7427777777777778,ClG,4401332832544496889
[RRB2014] RM J075844.4+314134.9,119.685,31.692777777777778,ClG,7011985076695864148
[RRB2014] RM J115418.8+365723.4,178.57833333333335,36.95638888888889,ClG,-1767520660695104820
[RRB2014] RM J003818.0+245946.3,9.574583333333331,24.996111111111112,ClG,-2968916954736035872
[RRB2014] RM J125248.2+040120.4,193.20083333333332,4.022222222222222,ClG,-2941892765107997591
[RRB2014] RM J110240.9+641335.1,165.67,64.22638888888889,ClG,135719202299709881
[RRB2014] RM J162047.1+554739.8,245.19583333333333,55.79416666666666,ClG,6343436656866206435
[RRB2014] RM J121509.5+472926.0,183.78916666666663,47.49027777777778,ClG,-5549142257751182082
[RRB2014] RM J122207.0+561704.3,185.52916666666667,56.28444444444444,ClG,-5509811245556887590
[RRB2014] RM J000024.2+152526.2,0.1008333333333333,15.423888888888888,ClG,3729326641739012766
[RRB2014] RM J232031.1+070958.1,350.1295833333333,7.166111111111111,ClG,-5165359626682444385
[RRB2014] RM J124902.1+200405.8,192.25875,20.06805555555556,ClG,8833578158500349569
[KMA2007] 247.46874+50.25096,247.4683333333333,50.25083333333333,ClG,59505721256241629
[KMA2007] 127.57583+18.42763,127.57833333333336,18.42944444444445,ClG,8857341078786192147
[KMA2007] 195.82230+26.64026,195.83791666666667,26.640277777777776,ClG,5639387291468307841
[KMA2007] 221.13935+54.98461,221.13916666666668,54.98444444444444,ClG,874194140411671947
[RRB2014] RM J231245.7+113346.4,348.18999999999994,11.56277777777778,ClG,-4984732271448556694
[RRB2014] RM J132307.4+153902.1,200.78041666666664,15.650555555555556,ClG,1469117463163222930
[RRB2014] RM J125149.2-021848.0,192.955,-2.313055555555555,ClG,-7741349517535178657
[RRB2014] RM J081758.2+313338.3,124.49208333333334,31.56055555555556,ClG,866978549754729877
[RRB2014] RM J132023.5+083903.2,200.09750000000005,8.650833333333333,ClG,-6954529216558237596
ACT-CL J1620.9+0938,245.24458333333337,9.646388888888888,ClG,-2597807468081333527
[RRB2014] RM J161915.0+395031.2,244.8125,39.84194444444445,ClG,-5588054345736849653
[KMA2007] 136.96225+06.47294,136.96208333333334,6.472777777777778,ClG,-1373719751611860466
[KMA2007] 216.19779+01.33627,216.1975,1.336111111111111,ClG,5061694048199963043
[KMA2007] 232.41751+28.34352,232.4175,28.343333333333334,ClG,-3223338559372992837
[RRB2014] RM J011307.6-080106.8,18.281250000000004,-8.018333333333334,ClG,134592342223214224
[RRB2014] RM J232602.7+014639.3,351.51083333333327,1.7775,ClG,2802745656701064479
[RRB2014] RM J225527.1+074422.9,343.8625,7.739444444444445,ClG,-8311823683130950685
[RRB2014] RM J081654.2+373247.2,124.22583333333334,37.546388888888885,ClG,4796394264839317951
[RRB2014] RM J154718.2+253944.8,236.8258333333333,25.66222222222222,ClG,7835344993501172611
[RRB2014] RM J112700.8+241900.6,171.75291666666666,24.316666666666663,ClG,-2977487807683295510
[RRB2014] RM J161422.3+232027.9,243.5925,23.34083333333333,ClG,-1679951900223022355
[RRB2014] RM J094518.7+251335.0,146.3275,25.22611111111111,ClG,-1653156953482953367
[RRB2014] RM J151948.2+164616.4,229.9508333333333,16.77111111111111,ClG,-1498813696144966130
[RRB2014] RM J221523.4-014646.6,333.84708333333333,-1.7794444444444444,ClG,-1332014356211782508
[RRB2014] RM J112023.2+455220.7,170.09625,45.87222222222222,ClG,989001281687972116
[RRB2014] RM J112120.8+434747.3,170.33666666666667,43.796388888888885,ClG,-5296579706221793922
[RRB2014] RM J010701.3+112349.3,16.755,11.396944444444443,ClG,6774598031703390329
[RRB2014] RM J140942.1+344056.1,212.425,34.68222222222222,ClG,-1099142971581516269
[RRB2014] RM J080746.1+191648.6,121.94208333333334,19.28,ClG,7200573551786666300
[RRB2014] RM J133058.9+401826.1,202.74541666666667,40.30722222222222,ClG,2637198772027114406
[KMA2007] 229.28640+23.20932,229.28625,23.209166666666665,ClG,-4569556353715434218
[RRB2014] RM J012021.6-055011.3,20.09,-5.836388888888888,ClG,-1193620303658382919
[KMA2007] 235.00625+39.09517,235.00625,39.095,ClG,432480193218969685
[RRB2014] RM J004842.8+345148.9,12.177916666666668,34.86333333333334,ClG,3697219850146358548
[RRB2014] RM J125849.4+250958.2,194.70583333333332,25.16611111111111,ClG,-2797109761746892177
[RRB2014] RM J013728.2+071833.1,24.367083333333333,7.309166666666666,ClG,-8259343188751019371
[KMA2007] 235.07218+43.00681,235.0720833333333,43.00666666666667,ClG,-4687539959235039065
[RRB2014] RM J120545.8+444257.8,181.44041666666664,44.715833333333336,ClG,-6755946791609195865
[KMA2007] 217.17827+22.07408,217.17791666666668,22.073888888888888,ClG,-4641883319910735476
[KMA2007] 225.78285+16.25492,225.7825,16.254722222222224,ClG,6138233155450585615
[RRB2014] RM J011203.4+082248.5,18.013749999999998,8.38,ClG,1017600437803423149
[RRB2014] RM J105511.6+191146.3,163.79833333333332,19.19611111111111,ClG,-4019675818846618309
[RRB2014] RM J012854.2+153722.3,22.22583333333333,15.622777777777776,ClG,-5094920735475299719
[RRB2014] RM J150327.8+455340.4,225.86541666666668,45.894444444444446,ClG,2201048966478008978
[RRB2014] RM J095646.4+342146.0,149.19291666666666,34.362500000000004,ClG,-2539871551128494172
[RRB2014] RM J110631.4+263953.4,166.63083333333336,26.66472222222222,ClG,2232055156615144782
[RRB2014] RM J021115.7+290549.4,32.815416666666664,29.096944444444443,ClG,8003704633511596053
[RRB2014] RM J010535.3+121330.7,16.397083333333335,12.225,ClG,4824440375271118588
[RRB2014] RM J085227.1+220303.6,133.11291666666668,22.050833333333333,ClG,-4301504602245760311
[RRB2014] RM J230546.8-051325.2,346.445,-5.223611111111111,ClG,7138089190822970269
[KMA2007] 149.87848+54.22013,149.88125,54.21655555555556,ClG,2526104178211829376
[RRB2014] RM J161911.7+580555.0,244.7983333333333,58.09861111111111,ClG,-2227847872793155225
[RRB2014] RM J214015.0-063556.1,325.06208333333336,-6.598888888888888,ClG,2142148443131010115
[RRB2014] RM J104217.1+544150.1,160.57125,54.697222222222216,ClG,3403535899180287172
[RRB2014] RM J135821.9+070131.7,209.5908333333333,7.025277777777777,ClG,6986651008547939010
[RRB2014] RM J090452.5+504503.3,136.21833333333336,50.75083333333333,ClG,3902985014689187986
[RRB2014] RM J100545.5+045902.0,151.4391666666667,4.983888888888889,ClG,8796087532706640103
[RRB2014] RM J134125.0+200102.2,205.35416666666669,20.01722222222222,ClG,5660708941488863164
[RRB2014] RM J152221.6+423402.5,230.5895833333333,42.56722222222223,ClG,-534356264768348903
[RRB2014] RM J142150.3+032207.6,215.4595833333333,3.368611111111111,ClG,3001729382322155483
[RRB2014] RM J090849.5+315652.0,137.2063435,31.9477664,ClG,-6782249114836302368
[RRB2014] RM J234610.7+043448.5,356.5441666666666,4.58,ClG,8287288399439355067
[RRB2014] RM J115104.7+601835.9,177.76916666666668,60.30972222222222,ClG,536071676005405863
[RRB2014] RM J104014.9+043809.7,160.06208333333333,4.635833333333333,ClG,-2002960465202419831
[RRB2014] RM J211453.9+065805.5,318.7245833333334,6.968055555555556,ClG,6869958897857522825
[RRB2014] RM J112122.5+473930.7,170.34375,47.65833333333333,ClG,-7355438050449426761
[KMA2007] 147.00473+02.68081,147.00458333333333,2.680555555555556,ClG,-1195033505021418315
[RRB2014] RM J120111.5+440756.4,180.2980443,44.1323386,ClG,-5415415044077367277
[RRB2014] RM J235112.3+301424.6,357.80083333333334,30.24,ClG,4999551970913647126
[KMA2007] 143.91930+51.03439,143.91916666666668,51.03444444444444,ClG,6810061365746766500
[RRB2014] RM J004552.7+211213.0,11.469166666666666,21.203611111111112,ClG,7508524317234720449
[RRB2014] RM J003128.0+012356.7,7.866249999999998,1.3988888888888888,ClG,-8062174250989922671
[RRB2014] RM J140602.7+585732.8,211.51083333333327,58.95888888888889,ClG,7258810543617854399
[RRB2014] RM J121419.2+325006.7,183.58,32.835,ClG,1188188319688425825
[RRB2014] RM J124435.8+153030.1,191.14875,15.508333333333333,ClG,-7399103867061256441
[RRB2014] RM J224054.1+155235.3,340.22541666666666,15.87638888888889,ClG,-337683168139240936
[KMA2007] 197.18790+48.65360,197.18791666666664,48.65361111111111,ClG,-5369877831966029908
[RRB2014] RM J005045.1+051143.1,12.6875,5.195277777777778,ClG,-8184491030388246274
[RRB2014] RM J121812.5+510324.4,184.55208333333337,51.056666666666665,ClG,4991845756856828284
[RRB2014] RM J160024.1+183919.4,240.1,18.655277777777776,ClG,3331971762860030691
[RRB2014] RM J113232.4+042716.7,173.13458333333332,4.454444444444444,ClG,-7563899268197953769
[KMA2007] 141.75482+28.65950,141.7545833333333,28.659444444444443,ClG,64831814858987665
[RRB2014] RM J162516.0+262414.7,246.31625000000005,26.403888888888886,ClG,-6807289594923769421
