WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,ra,dec,_RA.icrs,_DE.icrs,framework_id,frame_hash
00145+5917,STI1306,0,1910,2015,44,43,13.1,12.3,12.3,12.7,0,0,0,00 14 28.89,+59 17 20.3,00 14 28.89,+59 17 20.3,-6239443990770775024,-8208465538296270675
00145+2409,POU  12,0,1898,2015,239,245,13.9,13.1,15.51,16.95,0,0,0,00 14 30.77,+24 10 24.4,00 14 30.77,+24 10 24.4,-4220947883820530918,2339825307404456351
00145+2118,LDS3141,0,1960,2016,27,26,11.0,10.7,15.3,18.2,0,V,0,00 14 30.34,+21 18 53.1,00 14 30.34,+21 18 53.1,1219556068193300669,-2575456954412497577
00145+1638,YSC  78,0,2010,2014,45,45,0.6,0.7,8.3,12.1,+15   16,0,0,00 14 27.11,+16 38 27.0,00 14 27.11,+16 38 27.0,-1507535447298577549,6639348768808540161
00145-0747,BU  486,0,1878,2015,5,2,3.1,2.8,5.33,11.4,-08   26,N,0,00 14 27.59,-07 46 49.9,00 14 27.59,-07 46 49.9,6745998382148239996,2009845571016087129
00146+5350,HLD   1,0,1881,2021,13,13,2.6,2.4,8.32,11.2,+53   25,S,0,00 14 35.67,+53 49 39.2,00 14 35.67,+53 49 39.2,6549711782324259288,2318020037906191906
00146+4452,A   646,"Aa,Ab",2015,2015,37,38,0.4,0.3,8.7,0.0,+44   44,0,0,00 14 35.11,+44 51 53.6,00 14 35.11,+44 51 53.6,7416822368099730398,3678209324902367796
00146+4452,A   646,AB,1904,2016,44,46,2.4,2.4,8.7,11.4,+44   44,T,0,00 14 35.11,+44 51 53.6,00 14 35.11,+44 51 53.6,2178329623407627850,-4888406647142316551
00146+2508,POU  13,0,1898,2015,235,230,7.4,8.0,13.2,13.4,0,0,0,00 14 37.70,+25 08 29.6,00 14 37.70,+25 08 29.6,-381858403941190674,-1922106726745069127
00146-3604,HJ 3354,0,1879,2015,329,335,17.2,16.7,10.48,11.05,-36   64,0,0,00 14 41.99,-36 03 48.5,00 14 41.99,-36 03 48.5,-3141281456804036924,248074754817732262
00147+4925,TDS1354,0,1991,1991,110,110,0.8,0.8,11.41,11.8,0,X,0,00 14 44.35,+49 24 34.9,00 14 44.35,+49 24 34.9,-6138326415610168408,7034973921966834049
00147+3016,GRV  16,0,1895,2016,8,5,18.3,19.2,9.4,11.2,+29   27,0,0,00 14 46.58,+30 16 46.3,00 14 46.58,+30 16 46.3,2042005236450605838,7568942505355205597
00147+0708,CVR 311,0,2000,2015,160,159,17.8,17.8,18.4,18.4,0,V R,0,00 14 40.13,+07 07 51.2,00 14 40.13,+07 07 51.2,1051825440302235934,6331172063283717587
00147-0046,GRV1159,0,1951,2016,355,354,6.5,6.5,18.5,19.0,0,0,0,00 14 42.00,-00 46 07.0,00 14 42.00,-00 46 07.0,5740654486237131933,8417004946412520794
00147-0759,NSN  56,0,2011,2016,101,101,3.8,3.8,19.48,19.7,0,T,0,00 14 40.69,-07 58 57.0,00 14 40.69,-07 58 57.0,4460171090249598326,7621608045860559597
00147-1245,HDO   7,0,1867,2015,8,6,7.1,6.5,8.11,11.15,-13   31,0,0,00 14 40.96,-12 44 53.6,00 14 40.96,-12 44 53.6,-7204669869752233429,-7164765614533909679
00147-3609,DAW 113,0,1922,2016,276,289,1.0,1.3,11.2,11.38,-36   63,0,0,00 14 42.59,-36 09 00.9,00 14 42.59,-36 09 00.9,-5582510892938084901,-4137770888229168528
00147-6206,LDS   6,0,1920,2015,135,131,6.0,6.1,12.23,15.7,0,0,0,00 14 43.91,-62 05 56.5,00 14 43.91,-62 05 56.5,4732803987932096214,-6248233476276989189
00148+6250,STF  10,AB,1789,2022,180,176,20.0,17.6,8.04,8.55,+62   29,0,0,00 14 49.33,+62 50 25.5,00 14 49.33,+62 50 25.5,7041229148755207372,8360150753382910446
00148+6250,STF  10,AC,1991,2015,102,103,56.0,55.4,8.04,11.1,0,0,0,00 14 49.33,+62 50 25.5,00 14 49.33,+62 50 25.5,2626274592728854344,-5412270509238327347
00148+5415,TDS1355,0,1991,1991,312,312,0.4,0.4,11.08,11.12,0,X,0,00 14 47.36,+54 14 44.9,00 14 47.36,+54 14 44.9,-7930254089906925971,-3821137906091479591
00148+4648,LDS3142,0,1902,2015,126,119,86.6,84.2,8.72,11.48,+45   38,0,0,00 14 54.26,+46 48 12.6,00 14 54.26,+46 48 12.6,8813107978774008081,6593801358044834663
00148+2640,MLB 592,0,1929,2016,238,242,2.6,2.6,10.95,11.24,+25   21,0,0,00 14 45.49,+26 39 36.5,00 14 45.49,+26 39 36.5,-242232707933466551,1572548357754264226
00148+2432,TDS1356,0,1991,2019,282,281,0.5,0.6,10.68,10.81,+23   22,0,0,00 14 47.25,+24 32 16.3,00 14 47.25,+24 32 16.3,-3646643169745428502,-8976443809331750189
00148-0018,BAL 642,0,1898,2016,59,59,6.3,6.9,8.17,11.81,-01   14,0,0,00 14 50.16,-00 18 10.7,00 14 50.16,-00 18 10.7,-4576455320721072904,-8256481594889280074
00148-1411,RDR   1,0,2007,2015,311,311,7.2,7.1,6.25,12.0,-14   29,K,0,00 14 48.20,-14 10 39.7,00 14 48.20,-14 10 39.7,5921951782728032726,-1310281519104727765
00148-2859,RSS   1,0,1913,2015,331,321,54.8,55.5,10.23,10.31,-29   48,NY,0,00 14 49.83,-28 59 14.5,00 14 49.83,-28 59 14.5,-2358596358142688724,9171043094431446643
00148-3737,HJ 3355,0,1834,2015,31,22,2.5,4.3,10.17,11.46,-38   49,0,0,00 14 49.19,-37 36 32.7,00 14 49.19,-37 36 32.7,3163150491566110510,-7130754651090932702
00148-4224,NSN 228,0,2015,2016,171,171,1.4,1.4,13.03,17.35,0,T,0,00 14 45.83,-42 23 34.7,00 14 45.83,-42 23 34.7,1646021294884437976,-1277701632483510388
00149+6534,AZC 135,0,1999,2015,183,183,21.9,21.9,12.99,16.38,0,V,0,00 14 55.93,+65 34 07.2,00 14 55.93,+65 34 07.2,2005520282112870825,-1170234511474016973
00149+5315,A   903,0,1905,2017,119,135,0.7,0.9,9.45,10.09,+52   28,0,0,00 14 52.33,+53 15 02.9,00 14 52.33,+53 15 02.9,-5325591004628919463,7512110736892805566
00149+4610,BRT  66,0,1903,1903,215,215,1.1,1.1,10.6,10.7,0,X,0,00 14 53.00,+46 10 02.0,00 14 53.00,+46 10 02.0,-536134695525270992,1160701029423921960
00149+3315,LDS3143,0,1954,2015,116,116,15.3,15.1,11.45,17.0,0,0,0,00 14 59.05,+33 15 41.5,00 14 59.05,+33 15 41.5,-4851400763849597248,-7290311869675081726
00149+2133,BU 1027,0,1888,2015,187,192,1.6,1.7,7.28,10.54,+20   15,0,0,00 14 56.33,+21 32 31.6,00 14 56.33,+21 32 31.6,-3537153193643482985,-3978943004613433906
00149-1913,ARA 513,0,1916,2015,267,253,5.5,1.8,12.75,13.36,0,U B,0,00 14 51.48,-19 12 06.5,00 14 51.48,-19 12 06.5,-7777540358454162167,-7354249800173763627
00149-3209,B  1024,0,1927,2021,144,60,0.2,0.3,8.66,8.9,-32   66,O,0,00 14 53.43,-32 09 10.0,00 14 53.43,-32 09 10.0,875933890519207377,-8080920224047785501
00150+6607,HDS  34,0,1991,1991,194,194,0.1,0.1,8.66,9.49,+65   25,X,0,00 15 01.08,+66 06 50.3,00 15 01.08,+66 06 50.3,-1973868557543329124,4700196557783451058
00150+5601,STI1307,0,1917,2015,357,4,9.6,10.3,11.65,13.4,0,0,0,00 15 00.09,+56 01 40.8,00 15 00.09,+56 01 40.8,-6580681275096145770,-4940248471634708368
00150+5542,KR    3,0,1890,2020,224,222,3.4,3.4,9.75,9.86,+54   19,U,0,00 15 02.05,+55 42 25.1,00 15 02.05,+55 42 25.1,-7702585681372000520,-4155567347777833786
00150+5243,TDS1357,0,1991,2015,50,81,1.0,1.2,11.74,11.87,0,0,0,00 15 02.79,+52 42 40.5,00 15 02.79,+52 42 40.5,7229203221696634078,5895600687005433009
00150+3851,UC  342,0,1998,2015,245,246,43.9,43.7,12.98,13.63,0,V,0,00 15 02.96,+38 51 28.2,00 15 02.96,+38 51 28.2,5311031588684185257,-701445514595197773
00150+0849,STF  12,0,1782,2021,149,149,12.5,11.7,6.06,7.51,+08   19,NV,0,00 14 58.84,+08 49 15.5,00 14 58.84,+08 49 15.5,-8383465145635912785,7886575091126144356
00150-1913,LDS5266,0,1951,2015,293,291,119.3,120.8,18.2,19.4,0,U,0,00 14 58.15,-19 13 33.4,00 14 58.15,-19 13 33.4,134439382947291038,1161622768853525765
00150-7251,BRG   1,0,2008,2010,69,52,0.3,0.3,13.0,14.5,0,NV,0,00 15 02.40,-72 50 32.6,00 15 02.40,-72 50 32.6,5159969094163309581,-1370629244376110362
00151+7854,MLR 301,0,1971,2023,229,228,1.3,1.6,9.7,10.4,+78    3,T,0,00 15 04.41,+78 54 05.8,00 15 04.41,+78 54 05.8,-8676089236448234656,-8037687971673304175
00151+5414,TDS1358,0,1991,1991,325,325,0.4,0.4,10.92,11.06,+53   28,X,0,00 15 06.89,+54 13 31.9,00 15 06.89,+54 13 31.9,78568688146943593,-4534623434064387764
00151+5407,TDS1359,0,2016,2016,157,157,4.5,4.5,10.6,17.7,0,0,0,00 15 07.17,+54 07 05.7,00 15 07.17,+54 07 05.7,8747770124606471610,-1969447129188477217
00151+4251,WIS   5,0,1998,2016,171,171,690.4,690.0,16.7,19.5,0,V,0,00 15 05.16,+42 50 49.6,00 15 05.16,+42 50 49.6,-311954372648615020,-2736948170464175564
00151+2956,DEA  94,0,1998,2013,349,348,236.2,237.6,10.22,14.48,0,V K,0,00 15 05.68,+29 55 40.8,00 15 05.68,+29 55 40.8,6623879184418229572,3779358516255785486
00151+1907,A  2202,0,1910,2016,150,154,0.5,0.6,9.88,10.06,+18   18,0,0,00 15 07.77,+19 06 52.2,00 15 07.77,+19 06 52.2,7943133643182334377,5057080690593505955
00151+1358,LDS1075,AB,1962,2015,170,170,9.0,8.7,12.4,16.5,0,0,0,00 14 56.50,+13 57 59.6,00 14 56.50,+13 57 59.6,-1542655706744682998,-8167150482350046221
00151-0015,SLW  13,0,1951,2015,356,356,72.3,72.3,19.3,19.3,0,V R,0,00 15 03.54,-00 15 18.1,00 15 03.54,-00 15 18.1,-7503298066461535466,-9132034303808192113
00151-0044,SLE 250,0,1975,2015,238,232,13.2,14.1,12.0,14.0,0,0,0,00 15 06.10,-00 43 41.9,00 15 06.10,-00 43 41.9,4265692606216464952,7741166989604883216
00151-0338,CVR1031,0,1999,2016,348,348,3.5,3.5,16.8,17.1,0,R,0,00 15 03.30,-03 38 29.6,00 15 03.30,-03 38 29.6,4827452896665836888,6567352144840641069
00151-1014,GWP  29,0,1996,2015,32,32,10.6,10.7,16.2,17.9,0,V,0,00 15 06.47,-10 14 07.6,00 15 06.47,-10 14 07.6,-8366778933911350424,1430572816163563376
00152+7801,STF  11,0,1831,2020,192,194,8.0,8.0,8.48,10.14,+77    4,0,0,00 15 11.16,+78 01 02.3,00 15 11.16,+78 01 02.3,-3685802420192767433,4792641035892834758
00152+5947,HJ 1008,AB,1828,2015,126,125,15.0,21.8,8.12,11.31,+58   18,N,0,00 15 12.86,+59 46 45.3,00 15 12.86,+59 46 45.3,7469486072528122954,-5455339828618819970
00152+5947,ES    1,AC,1999,2015,152,152,22.0,22.0,8.12,13.6,0,N,0,00 15 12.86,+59 46 45.3,00 15 12.86,+59 46 45.3,-2399963346024627509,2754303299851698625
00152+5947,ABH   2,AD,1903,2015,148,147,77.6,78.8,8.12,13.2,0,NU,0,00 15 12.86,+59 46 45.3,00 15 12.86,+59 46 45.3,-4339723697578710102,-8450818158940241987
00152+5947,ABH   2,AE,1987,2016,59,58,106.8,106.4,8.12,14.02,0,NU,0,00 15 12.86,+59 46 45.3,00 15 12.86,+59 46 45.3,-7878170539248365854,2079649508478288883
00152+5947,ABH   2,AF,1987,2015,341,341,59.0,58.7,8.12,14.1,0,NU,0,00 15 12.86,+59 46 45.3,00 15 12.86,+59 46 45.3,-5448076253174341153,-1461068148027321987
00152+5947,FYM 153,AG,1999,2015,59,59,77.9,77.9,8.12,13.7,0,N,0,00 15 12.86,+59 46 45.3,00 15 12.86,+59 46 45.3,7351726804181419462,-1285834079045334130
00152+5947,FYM 153,AH,1999,2015,101,101,112.8,112.7,8.12,14.0,0,N,0,00 15 12.86,+59 46 45.3,00 15 12.86,+59 46 45.3,3390104439065064318,-3145527836884956642
00152+5947,FYM 153,AI,1999,2016,186,186,104.4,104.5,8.12,11.87,0,N,0,00 15 12.86,+59 46 45.3,00 15 12.86,+59 46 45.3,5415103692741968351,4945445657674485055
00152+5947,ES    1,BC,1900,2015,227,227,10.3,10.2,11.31,13.6,0,NU,0,00 15 15.22,+59 46 32.9,00 15 15.22,+59 46 32.9,9199906077645165684,195438225137612399
00152+4723,TDS1360,AB,1991,2019,109,107,2.2,2.2,11.71,12.8,0,W,0,00 15 11.32,+47 22 47.3,00 15 11.32,+47 22 47.3,-448516355923163515,-8059110769960163669
00152+3642,LDS3144,0,1960,2016,275,269,1.5,2.5,15.2,15.3,0,N,0,00 15 10.99,+36 42 05.0,00 15 10.99,+36 42 05.0,-4740519491242324749,5677831079302377325
00152+2722,J   868,0,1907,2020,187,232,2.1,6.4,11.3,11.5,0,NL,0,00 15 09.94,+27 23 46.7,00 15 09.94,+27 23 46.7,723684821517812526,-809095940732519771
00152+2717,KUI   2,0,1958,2015,130,142,29.2,29.0,6.35,12.9,+26   23,N,0,00 15 10.55,+27 17 00.5,00 15 10.55,+27 17 00.5,-2603004400354207692,3464075026919987532
00152+2454,GIC   4,0,1961,2001,146,146,999.9,999.9,14.45,13.83,0,NU,0,00 15 11.83,+24 54 51.5,00 15 11.83,+24 54 51.5,-8756619305663377183,1673626070361532769
00152-4206,B  1407,0,1928,2016,80,75,1.4,1.2,9.0,12.5,-42   52,T,0,00 15 13.52,-42 06 12.2,00 15 13.52,-42 06 12.2,-2213152835515664473,684396362365230796
00152-6224,UC  343,0,1998,2016,303,303,69.6,69.7,10.5,16.1,0,V,0,00 15 11.79,-62 24 01.7,00 15 11.79,-62 24 01.7,3879884218152121775,209601372437717979
00153+5528,TDS1361,0,1991,1991,15,15,0.7,0.7,11.59,12.11,0,X,0,00 15 16.54,+55 28 21.0,00 15 16.54,+55 28 21.0,-3140246241959557679,-5294997149398706123
00153+5304,GIC   5,0,1952,2016,355,354,18.1,18.8,10.41,14.56,0,NV,0,00 15 14.76,+53 04 26.9,00 15 14.76,+53 04 26.9,-6303736116943532705,-6529120589523229272
00153+5103,TDS1362,0,1991,1991,171,171,0.7,0.7,11.65,11.81,0,X,0,00 15 18.52,+51 03 15.6,00 15 18.52,+51 03 15.6,-2761691401415762245,-3120210572821256922
00153+4412,A  1256,AB,1906,1999,4,223,0.1,0.0,7.3,7.5,+43   33,NO,0,00 15 17.83,+44 12 12.2,00 15 17.83,+44 12 12.2,218491411212313509,-5306873612505679924
00153+4412,A  1256,"AB,C",1906,2016,345,342,18.7,19.2,6.76,13.0,0,NU,0,00 15 17.83,+44 12 12.2,00 15 17.83,+44 12 12.2,-6283749749581162422,1774889602179232170
00153+4412,A  1256,"AB,D",1906,2016,134,136,27.6,26.0,6.76,14.5,0,NU,0,00 15 17.83,+44 12 12.2,00 15 17.83,+44 12 12.2,-1269723741015588637,6775460182034666983
00153+3031,TDS1363,0,1991,1991,168,168,0.5,0.5,10.73,10.85,0,X,0,00 15 17.29,+30 31 07.8,00 15 17.29,+30 31 07.8,696189831593490585,-6584246488375050549
00153+1753,LDS3145,0,1960,2016,272,273,25.0,25.2,17.47,18.51,0,V,0,00 15 19.60,+17 53 54.3,00 15 19.60,+17 53 54.3,-7684751640312469133,-2833893416770262327
00153+1630,BPM   7,0,1996,2015,158,158,116.6,116.5,15.03,15.75,0,NV,0,00 15 16.76,+16 29 42.2,00 15 16.76,+16 29 42.2,-6848866499530862495,-7784897903316407573
00153+0936,GWP  30,0,1991,2015,30,30,104.4,103.6,16.8,17.6,0,N,0,00 15 16.02,+09 35 54.5,00 15 16.02,+09 35 54.5,5872154031115992172,-8280317952756411433
00153+0248,SKF1876,0,2008,2015,240,242,1.3,1.4,12.8,12.8,0,0,0,00 15 15.62,+02 47 37.4,00 15 15.62,+02 47 37.4,-1207605173793353383,6537138952094762245
00153+0022,LDS3013,0,1951,2016,249,252,6.0,5.5,15.0,17.4,0,0,0,00 15 14.32,+00 22 04.0,00 15 14.32,+00 22 04.0,-5181811748259925058,7869022937550280797
00153-1645,SKF2139,0,1977,2015,309,308,32.6,33.7,7.72,14.5,-17   24,0,0,00 15 16.40,-16 45 22.5,00 15 16.40,-16 45 22.5,8693249193862089566,3542226493533156232
00153-2259,HDO   6,AB,1880,2023,270,264,5.0,7.1,11.74,12.03,-23   59,Y,0,00 15 13.77,-22 58 08.6,00 15 13.77,-22 58 08.6,621874401646482362,-5905944132443021057
00153-2259,HDO   6,AC,1994,2023,216,215,24.6,24.4,11.74,13.46,0,S,0,00 15 13.77,-22 58 08.6,00 15 13.77,-22 58 08.6,-1848738942183816454,-3848390039771742428
00153-2259,HDO   6,BC,1880,2023,200,200,10.0,20.5,12.03,13.46,0,U,0,00 15 13.26,-22 58 09.4,00 15 13.26,-22 58 09.4,529890900291392185,8580730451469485152
00153-4006,WG    2,0,1876,2015,3,2,14.7,13.9,7.61,9.69,-40   40,N,0,00 15 15.09,-40 05 45.5,00 15 15.09,-40 05 45.5,5431061802153191961,1430062227231641136
00153-4230,RST3344,0,1936,2022,159,351,0.2,0.1,10.5,10.5,-43   45,O,0,00 15 17.65,-42 29 47.5,00 15 17.65,-42 29 47.5,7754271366948582683,6985161253242546935
00154+6659,MLB 323,0,1924,2015,146,141,2.1,1.7,9.5,10.0,0,0,0,00 15 22.44,+66 59 24.1,00 15 22.44,+66 59 24.1,-2512338356173337450,5815469869434152370
00154+5849,CRB 156,0,1999,2016,111,111,7.3,7.3,17.87,18.45,0,V,0,00 15 22.98,+58 48 40.8,00 15 22.98,+58 48 40.8,2472904783644678170,-3026285949850387975
00154+4443,DAM 829,AB,1998,2016,190,190,6.7,6.7,10.1,13.9,+43   34,0,0,00 15 25.22,+44 42 37.6,00 15 25.22,+44 42 37.6,-5470872512929866572,5777947223598868385
00154+4443,DAM 829,AC,1998,2020,161,160,10.7,10.5,10.1,13.1,0,0,0,00 15 25.22,+44 42 37.6,00 15 25.22,+44 42 37.6,9036246998849788442,-4251957921626849682
00154+4443,DAM 829,BC,1998,2015,127,125,5.8,5.6,13.9,13.1,0,0,0,00 15 25.12,+44 42 30.7,00 15 25.12,+44 42 30.7,-8628127088059824798,-7030160397481252251
00154+0806,HDO   8,0,1868,2015,320,327,29.0,27.1,9.86,12.7,+07   20,0,0,00 15 21.41,+08 06 18.4,00 15 21.41,+08 06 18.4,-2444772343670368703,43292112479606230
00154-1134,GAL 297,0,1900,2015,192,194,20.8,21.1,10.22,13.18,-12   27,N,0,00 15 15.29,-11 33 22.6,00 15 15.29,-11 33 22.6,114848658815591054,1169400968557930462
00154-3219,LDS   7,0,1920,2017,135,144,13.0,13.1,12.9,14.4,-33   62,0,0,00 15 28.22,-32 19 45.8,00 15 28.22,-32 19 45.8,-4446832807229665606,-2605769514392264836
00154-4113,RST1182,0,1931,2016,150,147,0.6,0.9,11.44,12.12,-41   54,0,0,00 15 24.23,-41 13 13.0,00 15 24.23,-41 13 13.0,5620541389634695913,-8917118554342811678
00155+8450,LOC 130,0,1999,2016,202,202,8.8,8.8,12.0,17.6,0,T,0,00 15 31.47,+84 50 17.5,00 15 31.47,+84 50 17.5,-3155351994861523751,-5313585710681982415
00155+5202,HDS  35,0,1991,2016,268,268,2.9,2.9,9.17,12.72,+51   31,0,0,00 15 30.58,+52 02 10.1,00 15 30.58,+52 02 10.1,7600027488700561675,5607256754274600043
00155+3755,GRV  17,0,1998,2015,215,215,43.7,43.7,12.62,13.92,0,0,0,00 15 33.01,+37 55 29.0,00 15 33.01,+37 55 29.0,-5249999095362376025,-823021782638387136
00155+0519,CVR1032,0,1998,2016,74,73,3.1,3.1,16.2,16.3,0,R,0,00 15 27.43,+05 19 28.0,00 15 27.43,+05 19 28.0,-7022195974035936138,-364325212300258761
00155-1537,HU  403,0,1901,1991,58,50,0.5,0.7,11.12,11.49,-16   38,0,0,00 15 26.46,-15 37 32.7,00 15 26.46,-15 37 32.7,2809632257855110749,-4016177895490036255
00155-1608,HEI 299,0,1985,2023,130,340,0.2,0.2,11.0,11.4,0,NO,0,00 15 27.99,-16 08 01.8,00 15 27.99,-16 08 01.8,368206306816975521,-2054199664248590169
00156+5910,STI1308,0,1910,2015,234,222,3.0,3.3,12.2,12.8,0,0,0,00 15 40.15,+59 10 15.5,00 15 40.15,+59 10 15.5,-7932220381615982348,6095406579645773115
00156+5534,TDS1364,AB,1991,1991,7,7,2.4,2.4,11.42,12.22,0,0,0,00 15 37.77,+55 33 50.3,00 15 37.77,+55 33 50.3,5377105026548363274,8708654165296949816
00156+5534,DAM 830,AC,1999,2018,309,310,4.7,4.7,11.3,15.6,0,0,0,00 15 37.77,+55 33 50.3,00 15 37.77,+55 33 50.3,5607019974455098496,-3181630517527709305
00156+5534,DAM 830,AD,1917,2015,10,15,11.0,10.5,11.42,12.8,0,0,0,00 15 37.77,+55 33 50.3,00 15 37.77,+55 33 50.3,7192879139406967848,992632020018398578
00156+5530,TDS1365,0,1991,1991,303,303,0.6,0.6,10.71,11.19,+51   32,X,0,00 15 36.27,+55 29 59.2,00 15 36.27,+55 29 59.2,-7291784930773962350,6515609588360505566
00156+5229,POP 158,0,1980,2015,187,188,3.1,3.8,12.5,15.0,0,0,0,00 15 47.29,+52 27 52.1,00 15 47.29,+52 27 52.1,4263428060050597712,-6412837382438480592
00156+4426,SMA   4,0,1893,2016,161,159,10.3,9.5,10.69,10.75,+43   35,0,0,00 15 41.50,+44 25 56.8,00 15 41.50,+44 25 56.8,1034969654595318730,-8364392482569914218
00156+3751,COU 848,0,1972,2016,311,296,0.6,0.8,11.51,11.84,+37   31,0,0,00 15 41.39,+37 51 38.5,00 15 41.39,+37 51 38.5,-2466496655914870857,5152548076588632899
00156+3600,ALI  13,0,1932,2015,193,197,5.5,4.8,12.6,12.7,0,0,0,00 15 37.71,+36 00 01.1,00 15 37.71,+36 00 01.1,8806331386096920223,-374025904555727661
00156+3355,TDS1366,0,1991,1991,79,79,0.6,0.6,11.78,11.95,0,X,0,00 15 37.11,+33 54 45.4,00 15 37.11,+33 54 45.4,880721429542955458,980696639339946011
00156+2747,MLB 593,0,1929,2015,167,161,6.5,7.8,11.12,14.2,0,0,0,00 15 38.36,+27 47 17.9,00 15 38.36,+27 47 17.9,-5431106950612183145,-747535037652339340
00156+2305,TDS   8,0,1991,2002,282,358,1.4,2.1,9.77,11.28,+22   30,0,0,00 15 37.06,+23 04 38.3,00 15 37.06,+23 04 38.3,5085412291076588064,4567225564813707551
00156-1156,WSP  44,AB,2014,2016,356,356,11.7,11.8,12.83,18.3,0,R,0,00 15 36.76,-11 56 17.3,00 15 36.76,-11 56 17.3,-2771566997405789629,-3911273892783484153
00156-1156,WSP  44,AC,2014,2016,241,241,14.0,13.8,12.83,19.3,0,R,0,00 15 36.76,-11 56 17.3,00 15 36.76,-11 56 17.3,-4149542922974047422,3098740997866206278
00156-1255,SLW  14,0,1954,2015,111,111,104.5,104.5,13.8,19.4,0,V R,0,00 15 35.68,-12 54 40.5,00 15 35.68,-12 54 40.5,4258311508001587520,-8034599625195364640
00156-2421,B     4,0,1925,2016,208,220,0.7,0.8,9.9,10.08,-25   70,0,0,00 15 34.25,-24 20 47.2,00 15 34.25,-24 20 47.2,3880018683767420947,-2681901683400653491
00156-5019,HU 1552,0,1914,2016,67,63,2.0,2.2,10.61,10.96,-51   49,0,0,00 15 29.99,-50 18 22.3,00 15 29.99,-50 18 22.3,38902394708074669,-1790314595189199423
00157+8141,TDS1367,0,1991,1991,10,10,0.5,0.5,11.2,11.29,+80    2,X,0,00 15 40.63,+81 41 08.8,00 15 40.63,+81 41 08.8,-2482320074989739210,-2872319199090948061
00157+5035,DOO   1,0,1900,1900,240,240,1.2,1.2,11.0,12.0,0,0,0,00 15 36.36,+50 36 04.0,00 15 36.36,+50 36 04.0,7265532317555344861,6032432010722971346
00157+4730,KPP2491,0,1953,2016,16,16,22.3,22.3,12.6,14.6,0,V,0,00 15 43.76,+47 29 41.8,00 15 43.76,+47 29 41.8,2842184380886522114,1089117150934366014
00157+3516,ALP   2,0,2000,2000,109,109,28.9,28.9,11.79,16.74,0,NU K,0,00 15 44.76,+35 16 02.6,00 15 44.76,+35 16 02.6,-5366844058142099686,-3016040550436905601
00157-6800,LDS   8,0,1920,2016,315,289,48.0,47.9,10.91,12.53,0,0,0,00 15 51.56,-67 59 51.9,00 15 51.56,-67 59 51.9,-5257992506716806409,-7865073572451565511
00158+4543,TDS1368,0,1991,1991,337,337,0.7,0.7,12.08,12.2,0,X,0,00 15 48.45,+45 43 27.1,00 15 48.45,+45 43 27.1,3937248580168110569,5929365595943358132
00158+3718,TDS1369,0,1991,2013,248,282,0.5,0.8,11.17,11.29,+36   18,0,0,00 15 47.68,+37 18 10.6,00 15 47.68,+37 18 10.6,-7275188916124204494,-8129776331669383489
00158+3526,TDS1370,0,1991,2016,280,127,0.5,3.2,11.62,11.82,0,0,0,00 15 46.09,+35 26 09.0,00 15 46.09,+35 26 09.0,-747051882211523741,7644537913445835389
00158-1159,STF  14,0,1830,2016,236,237,15.2,14.5,8.9,10.85,-12   28,Y,0,00 15 48.93,-11 59 24.7,00 15 48.93,-11 59 24.7,3446465918294777660,-945256216121542036
00159+6125,STI  32,0,1903,2015,91,80,8.4,7.9,12.7,13.1,0,0,0,00 15 49.16,+61 25 22.4,00 15 49.16,+61 25 22.4,3376787290385834670,4146850254633466084
00159+5706,TDS1371,0,1991,1991,39,39,0.9,0.9,11.94,11.96,0,X,0,00 15 53.28,+57 05 48.6,00 15 53.28,+57 05 48.6,4167268414248930582,-8484681887125939503
00159+5233,ES  865,AB,1902,2020,304,105,5.4,5.0,10.94,11.17,+51   33,L,0,00 15 53.45,+52 34 48.0,00 15 53.45,+52 34 48.0,-5186248974445380356,721550230239101254
00159+5233,ES  865,AC,1903,2015,74,69,12.1,12.0,10.94,11.7,0,0,0,00 15 53.45,+52 34 48.0,00 15 53.45,+52 34 48.0,-8049893264636957101,1378694940821223201
00159+5233,ES  865,BC,2002,2015,59,51,9.2,8.7,11.17,11.7,0,0,0,00 15 53.68,+52 34 48.4,00 15 53.68,+52 34 48.4,2072080030018515680,-1985593275098342010
00159+3028,TDS1372,0,1991,2019,210,211,3.0,3.1,11.61,12.71,0,X,0,00 15 52.79,+30 27 48.0,00 15 52.79,+30 27 48.0,-6042114340273327287,6293578790184871206
00159+2526,POU  14,0,1895,2015,116,117,14.9,15.2,12.6,13.0,0,0,0,00 15 55.26,+25 26 39.6,00 15 55.26,+25 26 39.6,-2885149332468328672,3203876508624516628
00159+2103,TDS1373,0,1991,2015,238,243,0.8,0.7,11.07,11.21,0,0,0,00 15 53.92,+21 02 55.2,00 15 53.92,+21 02 55.2,5486153175448628955,-4198621339299896853
00159+1706,GRV  18,0,1897,2016,0,0,16.0,16.1,10.53,11.35,+16   15,V,0,00 15 59.05,+17 06 14.9,00 15 59.05,+17 06 14.9,-7974920964288031495,1181343072692147027
00159+1634,LDS3146,0,1960,2015,357,358,150.0,151.0,17.79,18.7,0,0,0,00 15 50.88,+16 34 09.9,00 15 50.88,+16 34 09.9,-2599115046030921024,2071469392368547709
