WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,ra,dec,_RA.icrs,_DE.icrs,framework_id,frame_hash
00231+0816,HDO  15,0,1869,2015,269,270,28.5,23.6,10.83,12.72,+07   43,0,0,00 23 04.81,+08 15 53.7,00 23 04.81,+08 15 53.7,4104381859587807349,5803273181525012626
00231+0403,CVR 317,0,2000,2016,214,214,26.7,26.8,14.2,19.8,0,V R,0,00 23 05.70,+04 03 43.3,00 23 05.70,+04 03 43.3,4163306107277540956,4308781905207871925
00231-2106,CVR 316,0,1999,2015,338,338,8.5,8.3,17.0,17.8,0,V R,0,00 23 04.79,-21 06 16.1,00 23 04.79,-21 06 16.1,5029631628049902092,-5622719196017698527
00231-6315,NSN 208,0,1998,2016,18,16,3.8,4.0,15.39,15.53,0,T,0,00 23 03.40,-63 15 28.5,00 23 03.40,-63 15 28.5,-2400498831370037054,4926712369970553439
00232+5504,STI1338,0,1912,2016,319,322,12.7,12.3,10.98,12.6,+54   47,0,0,00 23 13.07,+55 04 31.2,00 23 13.07,+55 04 31.2,-3870519202184398067,-8647064020469587791
00232+5146,HJ 1022,0,1828,2020,16,41,3.5,6.3,8.46,10.5,+50   60,0,0,00 23 12.14,+51 46 06.4,00 23 12.14,+51 46 06.4,-1951046282002536785,4364491154464892872
00232+5145,TDS1429,0,1991,1991,224,224,1.0,1.0,11.5,11.85,0,X,0,00 23 14.73,+51 45 19.2,00 23 14.73,+51 45 19.2,-8146733477314307970,-4457463145444154363
00232+4716,A   804,AB,1904,2017,323,322,1.5,1.7,9.01,11.2,+46   67,0,0,00 23 13.27,+47 16 05.5,00 23 13.27,+47 16 05.5,1258756935599884108,9135563132115949024
00232+4716,HJ 1960,AC,1832,2015,204,198,20.0,23.5,9.01,10.97,0,0,0,00 23 13.27,+47 16 05.5,00 23 13.27,+47 16 05.5,-660763760897067690,-6574000865069351558
00232+2710,CHE  16,0,1907,2015,266,264,20.1,18.8,14.32,14.75,0,0,0,00 23 15.86,+27 10 15.7,00 23 15.86,+27 10 15.7,-4835453618473635228,-9084155109937555049
00232+1233,NSN 505,0,2015,2016,2,2,1.2,1.2,13.25,13.72,0,T,0,00 23 11.19,+12 33 17.2,00 23 11.19,+12 33 17.2,4526713171296575330,-7080786474884024238
00232-0434,HJ 3431,0,1893,2016,89,91,9.9,10.2,9.88,11.9,-05   53,0,0,00 23 13.66,-04 34 07.2,00 23 13.66,-04 34 07.2,7918611547883388544,-8645696450115498617
00232-1206,LDS5269,0,1960,2015,87,89,83.0,80.6,16.6,18.5,0,0,0,00 23 11.03,-12 05 55.4,00 23 11.03,-12 05 55.4,869947335806772141,-5404287920141404948
00233+6113,HDS  52,0,1991,2016,355,354,2.4,2.7,11.49,13.21,0,0,0,00 23 20.51,+61 12 56.1,00 23 20.51,+61 12 56.1,9126239150722207708,-2749175736946713784
00233+6016,TDS1430,0,1991,1991,12,12,2.3,2.3,11.21,12.14,0,X,0,00 23 18.62,+60 15 40.0,00 23 18.62,+60 15 40.0,5421984000227160875,-8177214766527294892
00233+5756,TDS  17,0,1991,2015,152,151,1.6,1.4,11.32,12.3,0,0,0,00 23 19.46,+57 55 32.2,00 23 19.46,+57 55 32.2,8182090010038740959,7340092690121129213
00233+5132,TDS1431,0,1991,2016,110,117,0.5,0.2,10.89,11.05,0,0,0,00 23 17.68,+51 32 23.3,00 23 17.68,+51 32 23.3,-3234554668310557430,8767146726469203246
00233+1645,HEI  16,0,1978,2015,22,25,0.3,0.3,9.5,10.9,+15   54,0,0,00 23 16.62,+16 45 28.6,00 23 16.62,+16 45 28.6,2093703244412775411,3711320458554395093
00233+0556,HDS  53,0,1991,2016,344,346,0.6,0.6,10.67,10.75,+05   47,0,0,00 23 20.20,+05 55 30.9,00 23 20.20,+05 55 30.9,4349248979450490612,914187137475094089
00233-5410,RST2243,0,1936,2016,149,140,0.8,1.0,10.74,11.31,-54   82,0,0,00 23 17.13,-54 09 46.3,00 23 17.13,-54 09 46.3,-4172403339156146112,-5432413790437338127
00233-7643,I   436,0,1909,1991,310,336,0.5,0.6,8.56,9.05,-77   15,0,0,00 23 16.16,-76 43 27.3,00 23 16.16,-76 43 27.3,-6701348107452576651,-669099448441493108
00234+6009,STI  45,0,1903,2015,27,28,10.7,8.9,11.14,13.2,0,0,0,00 23 21.06,+60 09 28.1,00 23 21.06,+60 09 28.1,8355863316639323564,-2107990210814831162
00234+5719,TDS1432,0,1991,1991,325,325,0.5,0.5,11.44,11.62,0,X,0,00 23 24.71,+57 18 49.0,00 23 24.71,+57 18 49.0,5224780982601188048,-3650832329707083772
00234+5610,TDS1433,0,1991,1991,277,277,1.2,1.2,11.45,12.1,0,X,0,00 23 23.87,+56 09 54.2,00 23 23.87,+56 09 54.2,4140185810436212252,-3255955141826661407
00234+4932,TDS1434,0,1991,1991,195,195,0.4,0.4,10.81,10.92,+48  101,X,0,00 23 24.69,+49 32 16.6,00 23 24.69,+49 32 16.6,306328370802017161,3507352757778981315
00234+4633,ES 1200,AB,1913,2015,325,326,47.8,46.9,9.16,14.0,+45   76,0,0,00 23 22.71,+46 33 13.9,00 23 22.71,+46 33 13.9,-8109919622225080960,-4051142494428573253
00234+4633,ES 1200,BC,1913,2016,55,45,1.8,2.0,14.0,14.3,0,0,0,00 23 20.20,+46 33 53.0,00 23 20.20,+46 33 53.0,-4015746794389918859,-3151728870169489760
00234+2624,CHE  17,AB,1907,2015,214,222,12.6,12.7,12.9,13.3,0,N,0,00 23 27.48,+26 23 51.3,00 23 27.48,+26 23 51.3,6005143339047937085,1286484455899334424
00234+2624,CHE  17,AC,1907,2015,216,221,20.7,20.7,12.87,14.8,0,N,0,00 23 27.48,+26 23 51.3,00 23 27.48,+26 23 51.3,1400179980040646630,8298015510288754550
00234+2624,CHE  17,BC,1997,2016,218,218,8.0,8.0,13.34,14.46,0,NV,0,00 23 26.86,+26 23 41.8,00 23 26.86,+26 23 41.8,-4207799374768263839,-7035153360847793677
00234-0121,HJ 1961,0,1831,2016,97,96,6.0,9.8,11.6,12.2,-02   46,N,0,00 23 24.43,-01 21 27.8,00 23 24.43,-01 21 27.8,1607913330912179608,7614447696573880002
00234-1831,LDS3161,0,1960,2016,146,148,9.0,9.0,18.7,19.3,0,0,0,00 23 22.05,-18 30 52.6,00 23 22.05,-18 30 52.6,5742371448998052415,5782498965395404172
00235+7319,DAM 763,0,1895,2015,14,17,6.8,6.6,9.9,11.2,+72   20,0,0,00 23 31.10,+73 18 38.3,00 23 31.10,+73 18 38.3,5049264493256998532,-2603671235130457261
00235+6030,FOX   2,0,1910,2019,166,155,4.0,4.2,11.68,11.9,0,0,0,00 23 25.77,+60 30 44.8,00 23 25.77,+60 30 44.8,7035359398587855533,-6109922300583133663
00235+5257,TDS1435,0,1991,2015,116,108,1.1,0.8,11.87,12.21,0,0,0,00 23 32.86,+52 57 01.9,00 23 32.86,+52 57 01.9,2740216376288466431,4238711035420900866
00235+3835,BLL   1,0,1878,2015,4,3,63.7,63.2,10.04,11.62,+37   57,0,0,00 23 32.51,+38 34 49.7,00 23 32.51,+38 34 49.7,-5745081030925668249,3235700622313705343
00235+3301,ES  313,0,1906,2016,16,24,4.0,4.4,9.68,13.7,+32   58,0,0,00 23 29.98,+33 00 32.2,00 23 29.98,+33 00 32.2,5608210174546344671,2702166680994798818
00235+2709,CHE  18,0,1907,2015,12,13,7.6,7.5,11.5,13.4,0,0,0,00 23 31.14,+27 09 36.9,00 23 31.14,+27 09 36.9,5148557703661739119,8576480729850277062
00235+2418,CRC   1,0,2011,2016,257,234,2.4,1.7,9.8,0.0,0,U K,0,00 23 28.03,+24 18 24.4,00 23 28.03,+24 18 24.4,-3118201822688520004,-6608045996755104389
00235-0343,LDS3160,AB,1960,2015,255,249,4.5,4.6,14.0,14.3,0,NV,0,00 23 32.49,-03 42 27.1,00 23 32.49,-03 42 27.1,-8483930783188180541,-1157000762823623274
00235-0343,LDS3160,AC,1960,2015,289,288,25.0,23.4,14.0,20.6,0,NV,0,00 23 32.49,-03 42 27.1,00 23 32.49,-03 42 27.1,-1443001718068826948,492067229100482812
00235-2100,LDS2118,0,1954,2015,125,132,4.5,4.6,16.0,19.3,0,0,0,00 23 32.77,-21 00 21.6,00 23 32.77,-21 00 21.6,8295852618681099706,-2916146691379126416
00235-4537,B   637,0,1927,1937,138,138,0.5,0.4,10.9,11.6,-46   90,0,0,00 23 29.45,-45 37 20.8,00 23 29.45,-45 37 20.8,-7016132735289596506,6632658022430317610
00236+6225,HJ 1024,0,1901,2015,199,198,14.9,14.3,11.9,12.9,0,0,0,00 23 36.33,+62 25 36.4,00 23 36.33,+62 25 36.4,-1843456830519727330,3415722142997346342
00236+5201,ES  750,0,1909,2015,266,270,2.7,3.0,10.79,13.23,0,0,0,00 23 39.71,+52 00 52.2,00 23 39.71,+52 00 52.2,6139468824316400277,750376150115025770
00236+2621,CHE  19,0,1907,2015,348,355,6.7,7.8,11.7,13.6,0,0,0,00 23 41.38,+26 20 56.6,00 23 41.38,+26 20 56.6,5164172410209369568,-1234097941071410630
00236+2014,SKF2457,0,2009,2016,143,140,1.6,1.7,10.7,13.0,0,0,0,00 23 34.67,+20 14 28.6,00 23 34.67,+20 14 28.6,8306279014297897587,8519869178006310945
00236+1229,J   583,0,1911,2016,241,251,3.6,3.6,11.2,12.2,+11   52,0,0,00 23 38.80,+12 28 32.5,00 23 38.80,+12 28 32.5,-1047201110328621719,-6816388417303138706
00236+0947,KUI   3,0,1943,2017,148,136,4.0,3.6,12.9,14.0,0,N,0,00 23 33.67,+09 47 38.6,00 23 33.67,+09 47 38.6,-3342279875092023682,7433048469416397627
00237+6023,SKF2034,0,2000,2015,239,239,18.0,18.0,9.0,15.5,0,0,0,00 23 44.62,+60 22 39.4,00 23 44.62,+60 22 39.4,7981882418778415407,2099317643215278163
00237+5302,TDS1436,0,1991,1991,259,259,0.7,0.7,11.49,11.71,0,X,0,00 23 40.66,+53 02 15.7,00 23 40.66,+53 02 15.7,-3992085550583836982,3740969236531312247
00237+4455,TDS1437,0,1991,1991,3,3,1.4,1.4,12.03,12.3,0,X,0,00 23 39.69,+44 54 55.4,00 23 39.69,+44 54 55.4,4000082762831585198,1102085497646082930
00237+2702,CHE  20,0,1907,2015,203,210,17.0,17.4,10.54,15.2,0,0,0,00 23 51.97,+27 03 10.3,00 23 51.97,+27 03 10.3,254981748042787402,5896300554624079358
00237+0357,PLQ   5,0,1900,2016,272,273,5.8,5.9,11.3,11.8,+03   38,0,0,00 23 39.87,+03 56 33.1,00 23 39.87,+03 56 33.1,1909498253717863428,-709855232043506150
00237-5643,RST   8,0,1929,2016,207,218,0.9,1.3,11.26,11.5,-57   80,0,0,00 23 40.96,-56 43 14.6,00 23 40.96,-56 43 14.6,2832027581895784657,7945366141267573131
00237-6226,HDS  54,0,1991,2014,261,244,0.6,0.7,7.78,11.61,-63   35,0,0,00 23 42.75,-62 25 30.2,00 23 42.75,-62 25 30.2,-155614289379738764,-1347743875076026969
00237-6742,VOU  16,0,1917,1917,315,315,2.0,2.0,9.29,0.0,-68   10,0,0,00 23 41.43,-67 42 49.6,00 23 41.43,-67 42 49.6,2905828433984155239,-8382676567457080652
00238+6056,FOX 106,AB,1901,2015,205,200,96.0,81.6,6.61,10.88,+60   45,0,0,00 23 53.19,+60 57 40.7,00 23 53.19,+60 57 40.7,-232640697729028218,1171429118655505036
00238+6056,STI  48,BC,1901,2015,346,353,9.5,9.8,10.88,11.9,0,0,0,00 23 49.04,+60 56 23.4,00 23 49.04,+60 56 23.4,-8463242222765772394,3862198021225461658
00238+6050,ES 1707,0,1901,2015,101,109,7.2,9.5,9.58,12.8,+60   44,0,0,00 23 49.90,+60 50 16.0,00 23 49.90,+60 50 16.0,-5846058027062540312,-8840088520342142652
00238+4635,ES 1201,0,1914,2015,76,62,7.1,5.6,9.34,13.6,+45   80,0,0,00 23 46.25,+46 34 39.7,00 23 46.25,+46 34 39.7,8564155316647205534,-5670746507230746565
00238+3145,COU 546,0,1970,2016,296,292,1.5,1.9,9.59,13.6,+30   51,0,0,00 23 50.72,+31 44 35.5,00 23 50.72,+31 44 35.5,-1979431085998432103,6400933986741795291
00238-3845,UC  357,0,1998,2016,94,94,13.8,13.9,12.3,16.5,0,V,0,00 23 47.59,-38 44 39.9,00 23 47.59,-38 44 39.9,-3567672724531813985,6900020967245432743
00238-5919,UC  358,0,1998,2015,23,23,28.1,28.1,12.9,14.42,0,V,0,00 23 49.52,-59 18 57.4,00 23 49.52,-59 18 57.4,5871760554418274394,3820557117494265215
00239+6058,CTI5503,0,2016,2016,165,165,4.2,4.2,6.5,12.3,+60   45,0,0,00 23 53.19,+60 57 41.0,00 23 53.19,+60 57 41.0,-1958761700503134023,7369917199943281699
00239+5531,STI1340,0,1903,2015,208,12,14.9,13.9,11.85,12.05,0,0,0,00 23 55.69,+55 31 13.2,00 23 55.69,+55 31 13.2,-8209231524846806365,-1994265195837690064
00239+5322,TDS1438,0,1991,2016,17,335,0.8,1.1,11.11,11.63,0,0,0,00 23 55.29,+53 21 45.5,00 23 55.29,+53 21 45.5,-5267067415005267897,4596143861564993694
00239+3503,GRV  20,0,1982,2016,131,132,16.7,16.6,11.6,13.3,0,0,0,00 23 55.49,+35 03 59.9,00 23 55.49,+35 03 59.9,-4253903286910237685,-5491974234499736149
00239+2930,STF  28,AB,1832,2021,223,224,32.9,33.0,8.32,8.55,+28   56,NY V,0,00 23 53.23,+29 30 09.1,00 23 53.23,+29 30 09.1,-5500950530238361596,-5026226028955489842
00239+2930,FYM  12,AC,1991,2016,136,137,147.7,145.9,8.32,8.92,0,N,0,00 23 53.23,+29 30 09.1,00 23 53.23,+29 30 09.1,4870911304914140181,-5892915010806378054
00239+1647,FMR  30,0,1953,2015,57,57,173.1,173.9,16.4,16.6,0,V,0,00 23 55.55,+16 46 45.9,00 23 55.55,+16 46 45.9,-508931665285860797,369009883372182524
00239-2116,LDS  15,0,1920,2015,315,316,80.0,84.5,13.27,13.98,0,0,0,00 23 53.49,-21 16 39.4,00 23 53.49,-21 16 39.4,-6286179621300199769,-4365598436649810096
00239-5620,LDS  16,"Aa,Ab",2015,2015,281,281,2.9,2.9,11.7,14.5,0,T,0,00 24 00.50,-56 20 25.6,00 24 00.50,-56 20 25.6,8043886748558345616,4039603847910063417
00239-5620,LDS  16,AB,1920,2015,45,57,92.0,91.8,11.94,12.04,0,0,0,00 24 00.50,-56 20 25.6,00 24 00.50,-56 20 25.6,-5470171184448199447,6408894800043300375
00240+4912,HDS  55,0,1991,2014,254,314,0.2,0.1,8.76,10.83,+48  106,X,0,00 23 58.66,+49 12 05.2,00 23 58.66,+49 12 05.2,3003798367758572132,-8539289545177793356
00240+3835,BUP   7,0,1909,2016,144,142,84.6,83.5,12.04,12.37,+37   58,NU,0,00 24 01.94,+38 34 37.5,00 24 01.94,+38 34 37.5,3361638549476523570,3135120931706754083
00240+1807,GKM9009,"Aa,Ab",2021,2021,169,169,0.1,0.1,9.6,10.6,+17   44,WR,0,00 23 58.76,+18 07 13.5,00 23 58.76,+18 07 13.5,-8588524383648692228,2725171744166084936
00240+0955,A  1805,0,1908,2016,314,316,4.5,4.7,9.91,13.0,+09   39,0,0,00 23 58.63,+09 55 24.1,00 23 58.63,+09 55 24.1,3303132855985348532,7058237629903495696
00240+0346,OCC 951,"Aa,Ab",1995,1995,-1,-1,0.1,0.1,8.8,8.8,0,0,0,00 23 57.04,+03 45 39.7,00 23 57.04,+03 45 39.7,-547508194821787151,-1556557421648811355
00240+0346,HDO  16,AB,1869,2015,289,290,60.7,50.7,8.87,13.03,+02   44,0,0,00 23 57.04,+03 45 39.7,00 23 57.04,+03 45 39.7,-7138922094702406366,-7038689248017792584
00240-0329,BU  488,AB,1878,2016,348,340,3.3,3.3,7.41,10.28,-04   40,N W,0,00 23 59.82,-03 28 31.0,00 23 59.82,-03 28 31.0,1701740673774027442,-447300862126247847
00240-0329,BU  488,AC,1914,2015,59,58,40.5,40.3,7.41,12.4,0,N W,0,00 23 59.82,-03 28 31.0,00 23 59.82,-03 28 31.0,2820938810050172844,-9072101411417373748
00240-7215,B  1908,0,1931,1977,207,233,0.2,0.4,9.7,9.8,-72   34,0,0,00 24 01.78,-72 15 13.4,00 24 01.78,-72 15 13.4,-3776768943194194849,1352839474418721028
00240-7219,CTI5423,0,2015,2016,275,275,1.8,1.8,12.9,9.6,0,0,0,00 23 58.01,-72 18 58.0,00 23 58.01,-72 18 58.0,4268023517591978587,-436257951499798050
00240-7300,OGL   6,0,1996,2016,334,333,52.2,52.2,18.71,21.15,0,NV,0,00 24 03.51,-73 00 08.8,00 24 03.51,-73 00 08.8,-7491956683664214887,-3410038568026117926
00241+5302,TDS1439,0,1991,1991,184,184,0.8,0.8,11.72,12.16,0,X,0,00 24 03.00,+53 02 23.2,00 24 03.00,+53 02 23.2,-7578714626361868273,-7250262993226323586
00241+5002,TDS1440,0,1991,1991,261,261,1.8,1.8,12.03,12.98,0,X,0,00 24 08.70,+50 02 17.1,00 24 08.70,+50 02 17.1,-6308886753642011717,8910181327487663348
00241+2652,TDS1441,0,1991,2016,156,137,0.6,0.5,11.13,11.66,+26   49,0,0,00 24 05.89,+26 51 56.9,00 24 05.89,+26 51 56.9,886836110012410891,-4083021221010966708
00241+2430,TDS1442,0,1991,1991,313,313,0.5,0.5,11.13,11.31,+23   49,X,0,00 24 06.37,+24 29 33.6,00 24 06.37,+24 29 33.6,-8647638989366734763,-1447959026093528710
00241-0133,LDS5270,0,1960,2016,353,353,413.0,413.1,17.24,17.57,0,U,0,00 24 12.93,-01 33 30.1,00 24 12.93,-01 33 30.1,9203859894401145198,-3492659090926325769
00241-3941,RST1187,0,1931,1945,295,295,0.6,0.6,9.5,12.5,-40   73,0,0,00 24 08.36,-39 40 40.9,00 24 08.36,-39 40 40.9,1848810836720957126,-3463476006230995253
00241-4148,CBL 571,0,1996,2016,122,122,28.9,29.0,14.5,16.5,0,V,0,00 24 08.46,-41 47 46.6,00 24 08.46,-41 47 46.6,-2217492792585119295,-441310034723349358
00241-6211,CVN   1,0,2000,2022,50,104,0.7,0.4,7.9,9.6,0,K,0,00 24 08.98,-62 11 04.2,00 24 08.98,-62 11 04.2,-614001881190096705,6829369735646928676
00241-7300,OGL   7,0,2005,2015,174,174,12.0,11.6,18.29,20.93,0,NV,0,00 24 06.52,-72 59 33.1,00 24 06.52,-72 59 33.1,-3111424984267819585,-3726785744035949684
00242+1505,GWP  44,0,1988,2016,342,341,30.3,30.5,15.4,16.7,0,NV,0,00 24 12.13,+15 04 30.2,00 24 12.13,+15 04 30.2,-3703046399253290660,-509679666434428288
00242-1305,VOU  83,0,1942,1991,43,59,0.5,0.7,11.21,10.91,-13   64,N,0,00 24 08.89,-13 04 41.1,00 24 08.89,-13 04 41.1,-5880894538134033102,2365246476787891749
00242-7205,HJ 3363,0,1916,2015,251,253,6.2,7.4,11.0,11.7,-72   35,0,0,00 24 04.23,-72 05 38.6,00 24 04.23,-72 05 38.6,808150640031727498,-8790671202681358671
00242-7349,OGL   8,0,2005,2005,272,272,592.8,592.8,16.37,20.85,0,NV,0,00 24 15.00,-73 49 18.1,00 24 15.00,-73 49 18.1,8949973141029509074,4662646390613458438
00243+7711,LDS1506,0,1965,2016,64,62,11.0,11.3,10.9,13.9,0,V,0,00 23 27.86,+77 11 21.7,00 23 27.86,+77 11 21.7,7505465710531232741,-4436347116168264690
00243+5753,TOI1534,0,2015,2015,73,73,5.6,5.6,10.3,19.2,0,0,0,00 24 17.92,+57 52 54.4,00 24 17.92,+57 52 54.4,-4742624409539295988,22743557871670055
00243+5242,ES  931,0,1910,2015,321,322,2.5,2.2,11.13,11.81,0,0,0,00 24 20.90,+52 42 01.4,00 24 20.90,+52 42 01.4,8370120117076522205,-2138630456664250911
00243+5201,CIA  47,"Aa,Ab",2019,2021,135,160,0.0,0.0,5.84,0.0,+51   62,NO K,0,00 24 15.64,+52 01 11.7,00 24 15.64,+52 01 11.7,2815235844562707347,5669355324815507830
00243+5201,HU  506,AB,1902,2021,217,144,0.2,0.1,5.95,6.84,+51   62,NO,0,00 24 15.64,+52 01 11.7,00 24 15.64,+52 01 11.7,8337431042989701707,3595541838541752910
00243+3842,CBL   4,0,1998,2015,115,115,29.2,29.6,12.11,13.99,0,V,0,00 24 17.61,+38 42 23.1,00 24 17.61,+38 42 23.1,7124569936132952050,6187112487239975609
00243+2731,CHE  21,0,1907,2015,160,159,19.5,18.7,14.1,14.53,0,0,0,00 24 20.00,+27 28 05.0,00 24 20.00,+27 28 05.0,-7925468978942646760,1179212365510611059
00243+2634,CHE  22,0,1907,2016,260,261,22.7,22.6,13.13,14.92,0,0,0,00 24 18.06,+26 35 06.9,00 24 18.06,+26 35 06.9,-1324573005439349340,4217704168633970371
00243+0021,WAA   7,0,2000,2015,336,339,3.6,3.8,17.2,18.2,0,0,0,00 24 15.07,+00 20 53.5,00 24 15.07,+00 20 53.5,9083955926598752140,-4008843320405345451
00243-4032,KPP2853,0,2015,2016,15,16,1.8,1.8,16.45,17.07,0,T,0,00 24 19.94,-40 31 34.7,00 24 19.94,-40 31 34.7,688385523882142035,9113895722919221064
00243-5226,LDS  17,0,1920,2015,45,7,141.0,144.2,12.07,13.28,0,0,0,00 24 23.22,-52 25 09.7,00 24 23.22,-52 25 09.7,3462040798363206817,1290429484342423194
00244+7909,SKF2749,0,1897,2016,122,122,4.4,4.7,10.4,12.0,+78   10,0,0,00 24 22.83,+79 09 28.5,00 24 22.83,+79 09 28.5,546098747806886346,463544429438637337
00244+5802,TDS1443,0,1991,1991,185,185,2.6,2.6,12.03,12.73,0,X,0,00 24 23.02,+58 02 24.4,00 24 23.02,+58 02 24.4,6215767632851231873,3551368225835343898
00244+4342,TDS1444,0,1991,2016,349,359,0.8,1.1,11.43,11.62,0,0,0,00 24 21.82,+43 42 09.9,00 24 21.82,+43 42 09.9,8550715292641408839,-6598529394760893194
00244+3629,HO  491,0,1896,2016,24,26,1.0,1.2,10.96,11.6,+35   64,0,0,00 24 19.29,+36 29 26.4,00 24 19.29,+36 29 26.4,2320925746620891847,8934203479855394788
00244+2058,AZC   3,0,1997,2016,324,324,31.7,31.7,15.7,18.5,0,V,0,00 24 23.99,+20 58 21.9,00 24 23.99,+20 58 21.9,-3970320333535218145,-625529644688756330
00244+1322,BPM  11,0,1986,2015,41,41,117.4,117.7,12.87,14.95,0,NV,0,00 24 26.33,+13 21 30.6,00 24 26.33,+13 21 30.6,-6303502465932123736,-875169657609390570
00244+1115,UC  359,0,2000,2015,151,151,9.2,9.2,14.1,16.2,0,V,0,00 24 24.93,+11 15 20.5,00 24 24.93,+11 15 20.5,-3071752339162679069,929398388845210608
00244-0158,FSM   3,0,2006,2006,33,33,0.2,0.2,11.2,13.3,0,N  K,0,00 24 24.63,-01 58 20.0,00 24 24.63,-01 58 20.0,-481395044348424281,-7436259317745114522
00244-2940,DAM1268,"Aa,Ab",2015,2016,25,25,2.7,2.7,12.2,12.8,0,0,0,00 24 23.83,-29 39 44.3,00 24 23.83,-29 39 44.3,-6271597045127120284,752055998371693088
00244-2940,SKF 204,AB,1998,2015,45,27,5.9,8.0,12.63,14.5,0,0,0,00 24 23.83,-29 39 44.3,00 24 23.83,-29 39 44.3,-1770579524078621646,-3795185481206544209
00244-2940,UC  360,BC,1998,2015,222,222,121.9,120.2,13.3,15.9,0,V,0,00 24 24.18,-29 39 40.2,00 24 24.18,-29 39 40.2,-6942391505532047785,9112848204707556416
00244-4235,ALD  97,0,1929,2016,56,54,2.1,2.2,11.38,10.78,0,T,0,00 25 38.90,-42 29 08.3,00 25 38.90,-42 29 08.3,6031345298861505164,3576725337704012645
00245+8052,TDS1445,0,1991,2016,38,37,2.2,2.1,11.35,11.42,0,0,0,00 24 30.70,+80 51 46.3,00 24 30.70,+80 51 46.3,9137151407081753765,15533340461207871
00245+6131,STI  50,0,1903,2015,110,107,13.0,16.8,11.5,13.1,0,0,0,00 24 31.32,+61 31 43.2,00 24 31.32,+61 31 43.2,7587217553696413852,-7589094935584863059
00245+5744,STI1341,0,1911,2016,248,223,2.3,3.7,11.87,11.99,0,0,0,00 24 27.45,+57 43 56.4,00 24 27.45,+57 43 56.4,1413481677567301748,-7472567265854982171
00245+5632,A   908,0,1905,2021,249,247,0.4,0.3,10.4,10.19,+55   65,0,0,00 24 31.54,+56 32 19.5,00 24 31.54,+56 32 19.5,7826319837322776184,-1898763348418677954
00245+5000,TDS1446,0,1991,1991,36,36,0.5,0.5,11.1,11.11,+49   69,X,0,00 24 30.53,+50 00 10.6,00 24 30.53,+50 00 10.6,-5213713831925787333,-2079569263210414053
00245+4022,MLB 913,0,1934,2015,87,84,7.8,7.0,10.4,15.5,+39   78,0,0,00 24 30.83,+40 22 06.2,00 24 30.83,+40 22 06.2,6776600037492657832,-3514712816291213808
00245+3633,CRB  27,AB,1998,2016,71,71,30.3,30.0,16.9,19.6,0,T,0,00 24 30.40,+36 33 20.7,00 24 30.40,+36 33 20.7,3014767527059710723,-8310310679162960823
00245+3633,CRB  27,AC,2016,2016,27,27,1.8,1.8,15.5,17.6,0,Z,0,00 24 30.40,+36 33 20.7,00 24 30.40,+36 33 20.7,-8134488906157889176,-582204921911362270
00245+3216,UC  361,0,1997,2016,175,175,9.3,9.2,12.4,16.0,0,V,0,00 24 28.86,+32 15 34.6,00 24 28.86,+32 15 34.6,5918710451287206020,-7320872331867200338
00245+2511,POU  24,0,1899,2016,307,304,3.7,4.0,11.7,12.3,0,0,0,00 24 30.95,+25 10 43.6,00 24 30.95,+25 10 43.6,-4712888784037911520,4308839036310670945
00245-0950,SLW  17,0,1954,2015,353,352,17.8,18.2,16.3,19.3,0,V R,0,00 24 29.91,-09 49 50.3,00 24 29.91,-09 49 50.3,629334335511030428,-2058987818995703673
00245-1025,SKF1658,0,2000,2016,54,54,4.0,4.0,18.8,17.2,0,0,0,00 24 28.45,-10 24 43.6,00 24 28.45,-10 24 43.6,4228262977043860142,-8221141606406505783
00245-1217,GIC   7,0,1954,2016,72,72,15.3,15.3,12.5,15.23,0,NV,0,00 24 25.22,-12 17 24.5,00 24 25.22,-12 17 24.5,-2273934805093455389,-4101966961098063425
00246+8006,SKF2035,AB,1954,2015,255,264,13.1,11.9,9.3,16.0,+79    8,0,0,00 24 36.30,+80 06 03.1,00 24 36.30,+80 06 03.1,-8715384958865068851,-1494505918805807868
00246+8006,SKF2035,AC,1954,2015,4,2,21.6,22.0,9.3,14.0,0,0,0,00 24 36.30,+80 06 03.1,00 24 36.30,+80 06 03.1,6937722873154955176,4039318844041228836
00246+5946,MLB  38,0,1903,2015,82,80,5.5,5.1,11.37,13.4,+58   42,0,0,00 24 35.33,+59 46 23.4,00 24 35.33,+59 46 23.4,-5580123812903047464,4060392447195088571
00246+5600,TDS1447,0,1991,1991,87,87,0.6,0.6,11.24,11.85,0,X,0,00 24 34.00,+56 00 05.8,00 24 34.00,+56 00 05.8,-1162292585302279219,-7142536117542445031
00246+1659,YSC  80,0,2010,2016,209,208,0.9,0.9,8.5,12.7,+16   31,0,0,00 24 36.35,+16 58 47.3,00 24 36.35,+16 58 47.3,-10301655960718227,-5913311987304431498
00246+1205,CVR 318,0,1998,2015,100,101,7.5,7.5,17.9,19.6,0,V R,0,00 24 32.58,+12 05 06.5,00 24 32.58,+12 05 06.5,2659937526954178158,-2809905229372368806
00246-1255,HU    4,0,1899,1963,55,53,0.6,0.5,12.3,12.3,-13   65,0,0,00 24 35.14,-12 54 33.0,00 24 35.14,-12 54 33.0,8825456159652556940,3753778035534227865
