PGC,RAJ2000,DEJ2000,OType,MType,logD25,logR25,PA,ANames
1246939,00 03 16.9,+03 11 00,G,,0.54,0.29,165.0,
535254,00 03 17.0,-44 37 47,G,,0.85,0.53,172.0,
939655,00 03 17.0,-13 18 56,G,,0.36,0.06,68.0,
736045,00 03 17.1,-28 53 55,G,,0.42,0.3,74.0,
546894,00 03 17.2,-43 35 56,G,,0.57,0.35,75.0,
2415108,00 03 17.2,+52 26 34,G,,0.75,0.09,160.0,
216,00 03 17.3,+03 37 18,G,Sb,0.94,0.34,140.0,MCG0-01-022           CGCG382-22            UM17
883134,00 03 17.3,-17 26 47,G,,0.46,0.08,95.0,
615830,00 03 17.4,-37 54 17,G,,0.49,0.4,70.0,
2399799,00 03 17.4,+51 46 16,G,,0.61,0.52,152.0,
1208216,00 03 17.6,+01 51 29,G,,0.56,0.31,110.0,
859433,00 03 17.6,-19 07 42,G,,0.52,0.15,156.0,
931329,00 03 17.6,-13 55 40,G,,0.6,0.26,126.0,
2736309,00 03 17.6,+70 28 16,G,,0.66,0.47,36.0,
1239784,00 03 17.8,+02 52 37,G,,0.51,0.23,171.0,IRAS00007+0235
522394,00 03 17.8,-45 49 18,G,,0.91,0.57,80.0,
303317,00 03 17.9,-66 37 08,G,,0.5,0.38,163.0,
909918,00 03 17.9,-15 32 02,G,,0.37,0.04,,
562161,00 03 18.0,-42 32 29,G,,0.53,0.28,20.0,
770643,00 03 18.0,-26 10 45,G,,0.33,0.09,114.0,
756828,00 03 18.1,-27 18 53,G,,0.41,0.26,78.0,
124335,00 03 18.1,-42 22 45,G,,0.44,0.26,62.0,LCRSB000044.9-423927
1854868,00 03 18.1,+29 04 26,G,,0.54,0.15,88.0,
746531,00 03 18.1,-28 02 43,G,,0.45,0.25,2.0,
2210761,00 03 18.1,+43 00 02,G,,0.68,0.28,84.0,NPM1G+42.0001
228,00 03 18.1,+04 37 43,G,,1.0,0.15,141.0,UGC9
143228,00 03 18.1,-13 16 19,G,,0.9,0.4,81.0,
212454,00 03 18.2,+08 36 42,G,,0.82,0.34,74.0,
2096438,00 03 18.2,+37 15 29,G,,0.54,0.1,108.0,
780554,00 03 18.2,-25 17 41,G,,0.57,0.2,108.0,
782610,00 03 18.2,-25 06 21,G,,0.55,0.13,107.0,
1176136,00 03 18.3,+00 48 45,G,,0.35,0.08,21.0,
462482,00 03 18.3,-50 50 19,G,,0.42,0.21,42.0,
570275,00 03 18.3,-41 56 09,G,,0.39,0.19,150.0,
544728,00 03 18.4,-43 46 51,G,,0.6,0.18,29.0,
107747,00 03 18.4,-45 16 17,G,,0.58,0.41,60.0,LCRSB000045.0-453300
222,00 03 18.5,+22 38 32,G,Sc,0.77,0.34,9.0,KUG0000+223.0-453300
1953626,00 03 18.5,+31 34 18,G,,0.44,0.13,170.0,
544058,00 03 18.5,-43 49 58,G,,0.52,0.14,24.0,
974137,00 03 18.6,-10 45 23,G,,0.37,0.07,33.0,
588281,00 03 18.6,-40 16 16,G,,0.55,0.29,68.0,
1206574,00 03 18.6,+01 48 38,G,,0.45,0.22,28.0,
763846,00 03 18.6,-26 47 23,G,,0.45,0.32,40.0,
704997,00 03 18.7,-31 27 03,G,,0.47,0.37,72.0,
461997,00 03 18.9,-50 53 14,G,,0.44,0.27,49.0,
199882,00 03 18.9,-42 01 47,G,,0.66,0.14,98.0,DUKST293-18
125016,00 03 19.0,-44 13 06,G,,0.44,0.1,70.0,LCRSB000045.6-442948
1616130,00 03 19.0,+20 05 37,G,,0.55,0.22,144.0,
504531,00 03 19.0,-47 14 09,G,,0.64,0.46,91.0,
615897,00 03 19.0,-37 54 02,G,,0.45,0.09,12.0,
1819666,00 03 19.1,+27 51 02,G,,0.66,0.5,68.0,
1972834,00 03 19.2,+31 57 18,G,,0.51,0.19,2.0,
1219223,00 03 19.3,+02 11 59,G,,0.54,0.38,121.0,
2227442,00 03 19.4,+43 42 58,G,,0.52,0.11,139.0,
1215749,00 03 19.4,+02 05 38,G,,0.43,0.14,37.0,
425093,00 03 19.5,-53 53 17,G,,0.62,0.4,57.0,
1002776,00 03 19.6,-08 30 40,G,,0.37,0.14,115.0,
621355,00 03 19.7,-37 33 13,G,,0.42,0.26,143.0,
711028,00 03 19.7,-30 56 56,G,,0.63,0.34,113.0,
542992,00 03 19.8,-43 54 51,G,,0.49,0.42,90.0,
266576,00 03 19.8,-71 54 26,G,,0.32,0.06,79.0,
942527,00 03 20.1,-13 07 31,G,,0.58,0.43,165.0,
223,00 03 20.4,+29 47 50,G,SBc,0.86,0.15,94.0,UGC12                 MCG5-01-028           CGCG499-41            CGCG498-69            KIG2
581083,00 03 20.4,-40 54 49,G,,0.4,0.16,110.0,
143229,00 03 20.4,-39 48 23,G,,0.74,0.64,130.0,
662139,00 03 20.4,-34 27 01,G,,0.48,0.15,37.0,
226,00 03 20.5,+08 37 10,M,,1.06,0.06,16.0,UGC10                 MCG1-01-015           CGCG408-15            IRAS00007+0820
2204394,00 03 20.7,+42 42 17,G,,0.58,0.11,166.0,
1464132,00 03 20.8,+14 40 24,G,,0.41,0.05,,NPM1G+14.0001
617449,00 03 20.8,-37 47 59,G,,0.32,0.08,124.0,
1065364,00 03 20.8,-03 54 31,G,,0.35,0.07,66.0,
107492,00 03 20.9,-41 16 19,G,,0.51,0.41,20.0,LCRSB000047.7-413301
569270,00 03 21.0,-42 01 22,G,,0.31,0.03,,
1832490,00 03 21.0,+28 19 19,G,,0.79,0.38,43.0,
225,00 03 21.0,+22 29 36,M,,0.52,0.23,121.0,KUG0000+222.7-413301
1011609,00 03 21.0,-07 52 45,G,,0.48,0.22,89.0,
630411,00 03 21.1,-36 57 25,G,,0.43,0.11,110.0,
560280,00 03 21.1,-42 39 05,G,,0.45,0.17,149.0,
138072,00 03 21.1,-35 56 26,G,,,,,
1854942,00 03 21.1,+29 04 35,G,,0.61,0.3,170.0,
548063,00 03 21.2,-43 29 50,G,,0.44,0.06,109.0,
107748,00 03 21.2,-44 04 19,G,,0.34,0.09,57.0,LCRSB000047.9-442101
224,00 03 21.2,-50 04 49,G,SO-a,0.86,0.4,109.0,FAIRALL627            DRCG39-68
2396029,00 03 21.3,+51 33 25,G,,0.48,0.22,69.0,
689245,00 03 21.3,-32 35 51,G,,0.42,0.12,126.0,
1048663,00 03 21.3,-05 08 59,G,,0.42,0.07,152.0,
2391486,00 03 21.3,+51 16 52,G,,0.51,0.19,134.0,
2448604,00 03 21.4,+53 42 29,G,,0.4,0.14,108.0,
569684,00 03 21.4,-41 59 07,G,,0.46,0.33,162.0,
227,00 03 21.5,+22 06 12,G,Sc,0.95,0.14,55.0,UGC11                 MCG4-01-014           CGCG478-18            CGCG477-46
73217,00 03 21.5,-54 33 37,G,Sc,0.93,0.05,115.0,
220,00 03 21.6,-09 59 00,G,Sb,0.73,0.16,5.0,MCG-2-01-011          NPM1G-10.0001
143230,00 03 21.6,-19 06 04,G,,0.72,0.36,134.0,
2130462,00 03 21.6,+38 33 45,G,,0.43,0.07,174.0,
761142,00 03 21.7,-26 59 55,G,,0.59,0.48,167.0,
125017,00 03 21.7,-44 36 24,G,,0.43,0.28,85.0,LCRSB000048.3-445306
789696,00 03 21.7,-24 27 52,G,,0.57,0.09,20.0,
2453243,00 03 21.7,+53 52 17,G,,0.63,0.23,135.0,
107493,00 03 21.8,-41 05 19,G,,0.38,0.11,160.0,LCRSB000048.6-412201
847050,00 03 21.9,-20 02 30,G,,0.46,0.16,23.0,
230,00 03 21.9,+30 46 56,G,Sc,0.61,0.22,165.0,CGCG499-42            CGCG498-70            KIG3
2822028,00 03 22.0,-17 27 11,G,,,,,MRC0000-177
143232,00 03 22.1,-43 46 15,G,,,,,
820998,00 03 22.2,-21 58 39,G,,0.5,0.21,140.0,
713899,00 03 22.2,-30 42 37,G,,0.59,0.46,137.0,
443692,00 03 22.2,-52 27 21,G,,0.44,0.22,141.0,
2799424,00 03 22.3,-34 38 11,G,,,,,
1010295,00 03 22.3,-07 57 48,G,,0.41,0.06,56.0,
219,00 03 22.3,-10 46 13,G,Sbc,0.94,0.57,,MCG-2-01-012
578008,00 03 22.4,-41 12 17,G,,0.42,0.09,92.0,
198780,00 03 22.4,-30 49 49,G,,0.68,0.27,162.0,DUKST409-51
596690,00 03 22.4,-39 34 02,G,,0.57,0.38,,
747582,00 03 22.4,-27 57 35,G,,0.4,0.09,100.0,
459056,00 03 22.4,-51 10 15,G,,0.56,0.26,167.0,
143233,00 03 22.4,+01 03 28,G,,0.73,0.25,16.0,NPM1G+00.0001
1799729,00 03 22.5,+27 09 59,G,,0.38,0.15,98.0,
1048046,00 03 22.6,-05 11 31,G,,0.41,0.2,1.0,
403600,00 03 22.6,-56 03 00,G,,0.44,0.08,88.0,
544112,00 03 22.7,-43 49 43,G,,0.3,0.05,59.0,
232,00 03 22.8,+34 53 59,G,,0.49,0.1,84.0,IVZw3
124336,00 03 22.8,-41 54 32,G,,0.36,0.09,147.0,LCRSB000049.7-421114
229,00 03 23.0,+05 42 17,G,SBc,0.89,0.02,,MCG1-01-016           CGCG408-16            KUG0000+054
143234,00 03 23.0,-54 25 08,G,,0.71,0.54,138.0,
736550,00 03 23.0,-28 51 27,G,,0.56,0.08,136.0,
2255562,00 03 23.1,+44 56 36,G,,0.61,0.07,125.0,
963606,00 03 23.1,-11 37 26,G,,0.34,0.06,77.0,
1042716,00 03 23.2,-05 35 48,G,,0.37,0.13,46.0,
130935,00 03 23.2,-40 56 30,G,SO-a,0.85,0.17,80.0,
1318173,00 03 23.3,+07 17 17,G,,0.61,0.36,103.0,
867620,00 03 23.3,-18 28 48,G,,0.38,0.15,111.0,
749144,00 03 23.5,-27 50 22,G,,0.66,0.41,156.0,
361409,00 03 23.5,-60 40 31,G,,0.49,0.21,61.0,
748375,00 03 23.5,-27 53 52,G,,0.55,0.29,147.0,
794857,00 03 23.6,-23 59 08,G,,0.63,0.55,48.0,
655253,00 03 23.8,-34 57 19,G,,0.34,0.13,117.0,
2799425,00 03 23.8,-34 36 33,G,,,,,
840890,00 03 23.8,-20 29 59,G,,0.54,0.05,124.0,
911978,00 03 23.9,-15 22 51,G,,0.43,0.2,66.0,
233,00 03 24.0,-49 47 30,G,SO,1.16,0.33,146.0,ESO193-11             ESO-LV1930110         FAIRALL361
107749,00 03 24.0,-44 56 28,G,,,,,LCRSB000050.8-451309
420919,00 03 24.1,-54 17 20,G,,0.43,0.09,6.0,
142546,00 03 24.1,-24 46 42,G,SO-a,0.66,0.04,,
577116,00 03 24.1,-41 17 27,G,,0.52,0.48,120.0,
588944,00 03 24.1,-40 12 35,G,,0.42,0.1,174.0,
1551663,00 03 24.1,+18 09 16,G,,0.47,0.12,49.0,
1660359,00 03 24.1,+21 56 28,G,,0.38,0.09,68.0,
946505,00 03 24.1,-12 51 45,G,,0.43,0.07,136.0,
766876,00 03 24.2,-26 31 39,G,,0.64,0.16,4.0,
483701,00 03 24.2,-48 47 19,G,,0.39,0.1,71.0,
1210990,00 03 24.2,+01 56 36,G,,0.42,0.18,111.0,
143236,00 03 24.2,-54 35 09,G,,0.77,0.57,85.0,
2007167,00 03 24.3,+32 39 53,G,,0.73,0.4,97.0,
415426,00 03 24.3,-54 49 33,G,,0.7,0.39,34.0,
672522,00 03 24.3,-33 42 52,G,,0.31,0.03,,
2794867,00 03 24.4,-40 13 51,G,,,,,
745393,00 03 24.4,-28 08 15,G,,0.42,0.16,77.0,
1663156,00 03 24.5,+22 04 57,G,,0.42,0.11,6.0,
593102,00 03 24.6,-39 52 08,G,,0.37,0.11,129.0,
331752,00 03 24.7,-63 30 49,G,,0.33,0.06,92.0,
403452,00 03 24.7,-56 03 55,G,,0.37,0.09,63.0,
143237,00 03 24.9,-48 57 32,G,,,,,
714306,00 03 25.0,-30 40 40,G,,0.52,0.04,,
1814656,00 03 25.0,+27 39 58,G,,0.37,0.08,86.0,
689644,00 03 25.0,-32 34 27,G,,0.57,0.45,67.0,
565591,00 03 25.1,-42 18 21,G,,0.39,0.2,179.0,
265937,00 03 25.2,-72 01 55,G,,0.36,0.15,164.0,
376654,00 03 25.2,-58 45 02,G,,0.74,0.5,75.0,
664276,00 03 25.2,-34 18 04,G,,0.34,0.06,119.0,
107494,00 03 25.3,-41 04 18,G,,0.43,0.28,180.0,LCRSB000052.0-412100
1229980,00 03 25.3,+02 32 10,G,,0.44,0.09,101.0,
234,00 03 25.3,+27 24 11,G,Sc,0.54,0.13,18.0,KUG0000+271.0-412100
2799435,00 03 25.3,-36 01 14,G,,,,,
507500,00 03 25.4,-47 01 54,G,,0.34,0.06,55.0,
653896,00 03 25.4,-35 03 18,G,,0.41,0.07,137.0,
436235,00 03 25.7,-52 57 11,G,,0.56,0.09,14.0,
580507,00 03 25.7,-40 57 54,G,,0.42,0.05,,
235,00 03 25.8,-53 19 50,M,,0.99,0.19,9.0,ESO149-15             ESO-LV1490150
425232,00 03 25.9,-53 52 31,G,,0.41,0.14,17.0,
758716,00 03 25.9,-27 10 47,G,,0.54,0.22,80.0,
138073,00 03 26.0,-35 53 24,G,,0.51,0.09,82.0,
143238,00 03 26.0,-01 27 58,G,,0.6,0.31,56.0,
808904,00 03 26.1,-22 47 12,G,,0.64,0.26,111.0,
236,00 03 26.2,-65 11 47,G,Sc,0.92,0.04,,IC5382                ESO78-13              ESO-LV780130
402105,00 03 26.2,-56 12 40,G,,0.42,0.14,66.0,
409120,00 03 26.2,-55 27 58,G,,0.56,0.45,108.0,
643801,00 03 26.2,-35 51 16,G,,0.49,0.31,96.0,
143239,00 03 26.2,-43 01 43,G,,0.67,0.22,90.0,
1708763,00 03 26.2,+24 29 56,G,,0.34,0.09,14.0,
2014095,00 03 26.3,+32 50 05,G,,0.49,0.09,143.0,
1909516,00 03 26.3,+30 34 59,G,,0.64,0.21,151.0,NPM1G+30.0002
462347,00 03 26.3,-50 51 03,G,,0.46,0.29,95.0,
622847,00 03 26.3,-37 27 31,G,,0.39,0.16,70.0,
1022786,00 03 26.4,-07 12 27,G,,0.39,0.22,142.0,
699925,00 03 26.5,-31 52 37,G,,0.43,0.11,25.0,
544447,00 03 26.5,-43 48 08,G,,0.34,0.08,49.0,
2136430,00 03 26.5,+38 47 02,G,,0.38,0.1,78.0,
143240,00 03 26.6,-28 44 12,G,,0.55,0.21,161.0,
1179444,00 03 26.7,+00 55 53,G,,0.56,0.27,44.0,
804077,00 03 26.7,-23 09 41,G,,0.55,0.3,104.0,
1220460,00 03 26.8,+02 14 14,G,,0.53,0.09,169.0,
959176,00 03 26.8,-11 59 17,G,,0.66,0.48,96.0,
427155,00 03 26.9,-53 41 47,G,,0.65,0.48,65.0,
2231094,00 03 27.0,+43 52 03,G,,0.61,0.05,143.0,
413901,00 03 27.0,-54 59 05,G,,0.33,0.02,,
657862,00 03 27.0,-34 45 52,G,,0.38,0.16,173.0,
1819700,00 03 27.2,+27 51 06,G,,0.36,0.09,19.0,
453161,00 03 27.3,-51 44 12,G,,0.5,0.17,56.0,
1847205,00 03 27.3,+28 49 43,G,,0.81,0.24,47.0,
237,00 03 27.4,+35 09 31,G,,0.05,0.0,,KUG0000+34802
1340421,00 03 27.5,+08 09 30,G,,0.6,0.17,103.0,
2005104,00 03 27.5,+32 37 09,G,,0.72,0.18,110.0,
975225,00 03 27.5,-10 40 35,G,,0.57,0.22,46.0,
1814347,00 03 27.5,+27 39 17,G,,0.49,0.19,9.0,
682630,00 03 27.6,-32 59 57,G,,0.33,0.07,148.0,
929585,00 03 27.7,-14 03 22,G,,0.55,0.25,81.0,
1216482,00 03 27.7,+02 07 02,G,,0.62,0.13,154.0,
877862,00 03 27.8,-17 46 00,G,,0.64,0.38,18.0,
1276128,00 03 27.8,+04 58 19,G,,0.61,0.19,97.0,
107750,00 03 27.9,-44 47 44,G,,0.55,0.43,64.0,LCRSB000054.5-450426
107751,00 03 27.9,-45 27 22,G,,0.66,0.22,110.0,LCRSB000054.6-454406
1549909,00 03 28.0,+18 05 27,G,,0.55,0.18,32.0,
960292,00 03 28.0,-11 54 16,G,,0.49,0.21,54.0,
472503,00 03 28.0,-49 51 23,G,,0.68,0.19,62.0,
1433952,00 03 28.1,+13 32 59,G,,0.39,0.16,99.0,
1502345,00 03 28.1,+16 10 01,G,,0.36,0.17,155.0,
1040608,00 03 28.1,-05 46 13,G,,0.41,0.19,113.0,
1909494,00 03 28.1,+30 34 58,G,,0.42,0.17,76.0,
766056,00 03 28.1,-26 36 17,G,,0.41,0.04,,
238,00 03 28.2,+16 44 10,G,Sc,0.6,0.15,77.0,CGCG456-25
2794868,00 03 28.2,-40 19 59,G,,,,,
657978,00 03 28.3,-34 45 19,G,,0.5,0.13,35.0,
777771,00 03 28.3,-25 32 31,G,,0.51,0.15,152.0,
571211,00 03 28.4,-41 51 31,G,,0.92,0.62,102.0,
1178449,00 03 28.4,+00 53 44,G,,0.46,0.11,23.0,
737794,00 03 28.5,-28 45 33,G,,0.42,0.2,110.0,
759455,00 03 28.5,-27 07 34,G,,0.37,0.11,51.0,
468468,00 03 28.6,-50 14 37,G,,0.67,0.55,80.0,
2227735,00 03 28.6,+43 43 42,G,,0.38,0.04,,
2017642,00 03 28.6,+32 55 40,G,,0.64,0.16,11.0,NPM1G+32.0002
1983262,00 03 28.7,+32 09 36,G,,0.74,0.55,101.0,
241,00 03 28.7,+21 38 52,G,,0.6,0.07,99.0,KUG0000+21302
756977,00 03 28.9,-27 18 15,G,,0.41,0.13,105.0,
352069,00 03 28.9,-61 49 24,G,,0.52,0.23,179.0,
107752,00 03 28.9,-45 12 21,G,,0.66,0.18,62.0,LCRSB000055.7-452904
529829,00 03 28.9,-45 09 23,G,,0.36,0.16,21.0,
569996,00 03 29.0,-41 57 31,G,,0.36,0.12,29.0,
212457,00 03 29.1,+04 17 47,G,,0.48,0.15,,
2076969,00 03 29.2,+36 13 20,G,,0.67,0.14,163.0,
549109,00 03 29.2,-43 24 35,G,,0.37,0.07,38.0,
240,00 03 29.2,+27 21 06,G,SO-a,0.94,0.13,110.0,UGC13                 MCG4-01-015           CGCG478-17            CGCG477-45            NPM1G+27.0002
2045873,00 03 29.2,+34 13 41,G,,0.7,0.37,21.0,
2751592,00 03 29.3,+72 47 26,G,,0.55,0.44,25.0,
1618528,00 03 29.3,+20 09 48,G,,0.49,0.06,175.0,
274687,00 03 29.3,-70 14 48,G,,0.41,0.11,132.0,
129168,00 03 29.4,-49 00 52,G,Sc,0.86,0.4,29.0,
555300,00 03 29.5,-42 57 12,G,,0.35,0.13,17.0,
1446713,00 03 29.5,+14 00 29,G,,0.37,0.06,50.0,
1663142,00 03 29.5,+22 04 55,G,,0.32,0.05,,
3098009,00 03 29.6,-51 21 06,G,,0.83,0.6,3.0,
1211284,00 03 29.7,+01 57 10,G,,0.33,0.03,,
416978,00 03 29.7,-54 40 58,G,,0.32,0.04,,
693792,00 03 29.7,-32 18 55,G,,0.44,0.29,66.0,
265932,00 03 29.8,-72 01 57,G,,0.41,0.11,74.0,
693457,00 03 29.9,-32 20 06,G,,0.58,0.08,49.0,
124337,00 03 30.1,-41 50 41,G,,0.47,0.09,3.0,LCRSB000056.9-420723
1215957,00 03 30.1,+02 06 02,G,,0.49,0.3,177.0,
1076530,00 03 30.1,-03 05 59,G,,0.34,0.1,15.0,
133588,00 03 30.2,-22 27 34,G,,0.68,0.1,135.0,NPM1G-22.0001
198125,00 03 30.3,-22 56 37,G,,0.7,0.06,27.0,DUKST472-8
142547,00 03 30.3,-26 37 44,G,Sc,0.63,0.11,136.0,
450374,00 03 30.4,-51 58 29,G,,0.53,0.39,34.0,
568658,00 03 30.4,-42 04 25,G,,0.51,0.43,130.0,
2212443,00 03 30.4,+43 04 35,G,,0.69,0.05,22.0,
143241,00 03 30.5,-56 02 40,G,,0.59,0.09,71.0,
632644,00 03 30.6,-36 47 12,G,,0.48,0.36,125.0,
124338,00 03 30.6,-41 54 39,G,,0.41,0.23,2.0,LCRSB000057.5-421121
758505,00 03 30.6,-27 11 41,G,,0.41,0.1,47.0,
897349,00 03 30.7,-16 30 01,G,,0.76,0.53,148.0,
587639,00 03 30.7,-40 19 44,G,,0.42,0.14,51.0,
616809,00 03 30.7,-37 50 34,G,,0.41,0.07,134.0,
1223773,00 03 30.7,+02 20 24,G,,0.65,0.26,109.0,
1787265,00 03 30.7,+26 45 09,G,,0.38,0.08,88.0,
94918,00 03 30.7,-53 34 48,G,Sab,0.69,0.34,146.0,
1166628,00 03 30.7,+00 27 56,G,,0.37,0.14,76.0,
1140221,00 03 30.8,-00 33 57,G,,0.52,0.39,171.0,
1980236,00 03 30.9,+32 06 02,G,,0.57,0.38,96.0,
963965,00 03 30.9,-11 35 33,G,,0.53,0.08,169.0,
691550,00 03 31.0,-32 27 23,G,,0.33,0.04,,
710698,00 03 31.0,-30 58 38,G,,0.47,0.22,101.0,
459525,00 03 31.1,-51 07 28,G,,0.34,0.09,63.0,
242,00 03 31.2,-50 56 11,G,Sb,0.91,0.51,30.0,ESO193-12             ESO-LV1930120         DRCG39-11
143242,00 03 31.2,-19 47 15,G,,0.69,0.22,127.0,NPM1G-20.0001
229189,00 03 31.2,-79 50 25,G,,0.77,0.69,26.0,
1042107,00 03 31.3,-05 38 49,G,,0.32,0.07,120.0,
1432878,00 03 31.4,+13 30 46,G,,0.54,0.15,107.0,NPM1G+13.0001
525968,00 03 31.4,-45 30 41,G,,0.44,0.08,130.0,
1035807,00 03 31.4,-06 11 09,G,,0.49,0.18,128.0,
143243,00 03 31.4,-45 38 21,G,,0.64,0.41,56.0,
965668,00 03 31.4,-11 26 51,G,,0.47,0.2,117.0,
693502,00 03 31.5,-32 19 57,G,,0.31,0.08,45.0,
808090,00 03 31.5,-22 50 45,G,,0.49,0.35,78.0,
2262163,00 03 31.5,+45 16 38,G,,0.59,0.38,67.0,
1259650,00 03 31.6,+03 51 16,G,,0.61,0.24,130.0,
2098094,00 03 31.6,+37 19 38,G,,0.63,0.3,132.0,
786825,00 03 31.7,-24 43 12,G,,0.56,0.17,176.0,
575732,00 03 31.7,-41 25 54,G,,0.36,0.11,66.0,
2304036,00 03 31.7,+47 46 02,G,,0.83,0.48,19.0,
2019225,00 03 31.9,+32 58 26,G,,0.52,0.23,71.0,
107753,00 03 31.9,-44 12 28,G,,0.62,0.27,55.0,LCRSB000058.6-442910
2441200,00 03 32.0,+53 26 31,G,,0.55,0.26,95.0,
125018,00 03 32.0,-44 32 59,G,,0.59,0.31,14.0,LCRSB000058.7-444942
689937,00 03 32.1,-32 33 26,G,,0.33,0.05,108.0,
243,00 03 32.1,-10 44 41,G,SO,1.05,0.04,,NGC7808               MCG-2-01-013          IRAS00009-1101        NPM1G-11.0001
87696,00 03 32.1,-35 57 44,G,,0.57,0.23,84.0,
569019,00 03 32.1,-42 02 38,G,,0.37,0.13,142.0,
780507,00 03 32.2,-25 17 57,G,,0.66,0.31,92.0,
1178089,00 03 32.2,+00 52 58,G,,0.5,0.18,147.0,
249,00 03 32.2,+37 20 17,G,Sb,0.83,0.33,167.0,MCG6-01-009
1058007,00 03 32.2,-04 27 10,G,,0.74,0.52,154.0,
370024,00 03 32.3,-59 37 12,G,,0.72,0.4,6.0,
239,00 03 32.4,+25 06 54,G,,0.84,0.3,134.0,MCG4-01-016           NPM1G+24.0003
399644,00 03 32.4,-56 29 51,G,,0.38,0.19,168.0,
87697,00 03 32.5,-36 01 59,G,,0.74,0.34,8.0,
1606485,00 03 32.6,+19 48 53,G,,0.68,0.28,159.0,NPM1G+19.0001
1062408,00 03 44.9,-04 08 01,G,,0.64,0.34,137.0,
244,00 03 32.6,-59 37 24,GM,,0.53,0.17,152.0,(ESO111-11)           ESO-LV1110110
219239,00 03 32.7,-84 36 30,G,,0.61,0.31,98.0,
143244,00 03 32.7,+01 04 50,G,,0.64,0.42,,
656121,00 03 32.8,-34 53 33,G,,0.4,0.13,136.0,
883004,00 03 32.8,-17 27 12,G,,0.49,0.39,112.0,
626609,00 03 32.9,-37 13 24,G,,0.35,0.13,39.0,
705196,00 03 32.9,-31 26 05,G,,0.46,0.36,131.0,
778846,00 03 33.0,-25 27 01,G,,0.72,0.51,100.0,
1271802,00 03 33.0,+04 41 25,G,,0.59,0.17,128.0,
2295878,00 03 33.2,+47 18 11,G,,0.56,0.19,98.0,
471390,00 03 33.3,-49 57 55,G,,0.54,0.22,104.0,
3092239,00 03 33.5,+03 36 47,G,,,,,NPM1G+03.0001
427499,00 03 33.5,-53 39 46,G,,0.56,0.38,20.0,
2045132,00 03 33.5,+34 10 47,G,,0.48,0.2,100.0,
392149,00 03 33.5,-57 15 36,G,,0.52,0.3,144.0,
653765,00 03 33.6,-35 04 01,G,,0.33,0.11,162.0,
504434,00 03 33.7,-47 14 36,G,,0.42,0.22,112.0,
1039515,00 03 33.7,-05 51 49,G,,0.66,0.15,42.0,
1217232,00 03 33.7,+02 08 26,G,,0.6,0.16,38.0,
2134738,00 03 33.8,+38 43 12,G,,0.46,0.11,56.0,
1224204,00 03 33.8,+02 21 09,G,,0.46,0.33,7.0,
661016,00 03 33.9,-34 31 47,G,,0.48,0.09,10.0,
226165,00 03 33.9,-81 07 35,G,,0.5,0.14,156.0,
1783841,00 03 34.0,+26 39 00,G,,0.66,0.29,77.0,NPM1G+26.0001
2794869,00 03 34.0,-40 20 41,G,,,,,
1016569,00 03 34.0,-07 34 50,G,,0.44,0.19,161.0,
284017,00 03 34.1,-68 42 31,G,,0.76,0.55,67.0,
124339,00 03 34.1,-41 09 03,G,,,,,LCRSB000101.8-412550
691215,00 03 34.3,-32 28 33,G,,0.43,0.17,112.0,
675163,00 03 34.4,-33 31 31,G,,0.46,0.29,180.0,
238382,00 03 34.4,-76 54 16,G,,0.42,0.01,,
370376,00 03 34.5,-59 34 27,G,,0.45,0.33,75.0,
928908,00 03 34.5,-14 06 26,G,,0.74,0.5,172.0,NPM1G-14.0001
1702310,00 03 34.5,+24 13 02,G,,0.79,0.68,166.0,
1030197,00 03 34.6,-06 40 07,G,,0.37,0.07,167.0,
944947,00 03 34.6,-12 58 20,G,,0.64,0.26,112.0,
212455,00 03 34.6,+22 04 54,G,,0.79,0.23,78.0,
1447233,00 03 34.7,+14 01 40,G,,0.57,0.27,70.0,
581341,00 03 34.7,-40 53 31,G,,0.47,0.12,93.0,
556892,00 03 34.7,-42 51 23,G,,0.62,0.19,180.0,
1369334,00 03 34.8,+09 44 20,G,,0.39,0.08,11.0,NPM1G+09.0001
2794870,00 03 34.9,-39 53 07,G,,,,,
250,00 03 35.0,+23 12 04,G,Sc,1.14,0.25,19.0,UGC14                 MCG4-01-017           CGCG478-19            CGCG477-47            KUG0001+229           KAZ8                  IRAS00010+2255
1182864,00 03 35.1,+01 02 45,G,,0.44,0.07,14.0,
504796,00 03 35.1,-47 13 06,G,,0.72,0.17,102.0,
129179,00 03 35.1,-51 21 11,G,Sc,0.83,0.34,10.0,
248,00 03 35.2,+17 00 15,G,Sc,0.63,0.21,80.0,CGCG456-26            KUG0001+167           NPM1G+16.0003
648817,00 03 35.3,-35 26 47,G,,0.61,0.26,176.0,
2799436,00 03 35.3,-35 58 25,G,,,,,
1211025,00 03 35.3,+01 56 41,G,,0.41,0.1,111.0,
2169911,00 03 35.4,+40 43 03,G,,0.5,0.23,59.0,
1057130,00 03 35.4,-04 31 04,G,,0.41,0.12,99.0,
603659,00 03 35.4,-38 55 46,G,,0.84,0.28,57.0,
650985,00 03 35.4,-35 16 31,G,,0.5,0.22,110.0,
241659,00 03 35.4,-76 04 12,G,,0.56,0.48,0.0,
829921,00 03 35.5,-21 18 39,G,,0.56,0.08,124.0,
603634,00 03 35.5,-38 55 52,G,,0.78,0.18,65.0,
2284898,00 03 35.6,+46 39 24,G,,0.69,0.5,20.0,
