main_id,ra,dec,otype,frame_hash
KMHK 1488,88.22600000000001,-69.7857361111111,OpC,838887299108064609
[FSC2019] UFMG 61,185.4940833333333,-63.60925,OpC,-8791629407171766129
C 1814-191,273.575,-19.1,OpC,541060520997657990
KMHK  728,79.57929166666666,-65.69204722222223,OpC,3454071262959426365
[FSR2007] 0195,304.229,33.637,OpC,5404637295670297573
Cl* Trumpler   14     HG   10041,161.074625,-59.42241666666667,OpC,-6958373177539556684
[KPS2012] MWSC 1771,152.002,-59.195,OpC,8796312938637458079
[HS66] 283,81.37916666666666,-69.36666666666666,OpC,7635425442269780733
[GKK2003] O137,85.7,-70.06666666666666,OpC,-203727521939259836
[FSC2019] UFMG 11,243.495,-52.96336111111112,OpC,5932786075868423849
KMHK  780,80.04404166666667,-66.4551,OpC,-5486013074737967501
[FSC2019] UFMG 4,272.99300000000005,-22.981,OpC,-4630161599032802035
[FSC2019] UFMG 27,287.0999166666667,10.177444444444443,OpC,-3252210858656242540
[FSC2019] UFMG 35,231.15145833333332,-53.9731111111111,OpC,5288456701110458543
[FSC2019] UFMG 54,210.6942916666667,-61.95369444444445,OpC,2412229375354866272
C 1026-579,157.1,-58.13333333333333,OpC,313747916127115337
NAME Carraro 1,159.233,-58.75,OpC,228500039784663288
C 1405-594,212.34,-59.725,OpC,6395265987094140742
ESO 429-2,113.34583333333336,-28.20472222222222,OpC,-5615617412106852584
[HS66] 220,79.600625,-69.87824166666665,OpC,1005698085801453204
BMG 254,92.72041666666668,-67.45972222222223,OpC,7364693191600673096
BMG 213,90.7375,-67.53805555555556,OpC,-3075867858013213727
BMG 223,91.02708333333332,-67.91388888888889,OpC,-903987685972690946
BMG 113,87.64791666666665,-68.18333333333334,OpC,2224141573831171890
BMG 120,87.73416666666667,-68.41722222222222,OpC,6829323744129439040
BMG 135,88.07750000000001,-68.6111111111111,OpC,-9171696733647299204
BMG  52,86.48625,-67.79805555555555,OpC,655883224635516658
BMG  57,86.51583333333333,-68.11194444444443,OpC,-1614962613237800348
BMG 107,87.44041666666666,-68.04833333333333,OpC,4013971596413803705
BMG 180,89.34666666666668,-67.51333333333334,OpC,-1100932759127115609
BMG 171,88.94541666666667,-67.81444444444445,OpC,5505929540771381509
BMG 209,90.53041666666668,-67.45472222222223,OpC,2805018280529994042
BMG 127,88.00250000000001,-67.40416666666667,OpC,-8730979721141628587
BMG 145,88.27833333333332,-67.41861111111112,OpC,-4526802457456413369
KMHK 1181,84.704,-70.71375,OpC,2367464969001361839
NAME SH 2-106 IR Cluster,306.8458333333333,37.38,OpC,-6368123536208420997
KMHK  314,74.09525000000001,-68.9678638888889,OpC,-6560942338974984460
[GKK2003] O161,85.37500000000001,-69.56666666666666,OpC,-7380567018278503063
C 1832+051,278.725,5.15,OpC,325072968340029140
NAME IRAS 02054+6011 Stellar Group,32.25416666666666,60.42166666666667,OpC,2032142833993102204
NAME IRAS 02497+6217 Stellar Group,43.43333333333334,62.49,OpC,3683153268818269927
C 1806-240,272.4625,-23.828333333333333,OpC,7936999005619828309
