PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,framework_id
918165,00 01 34.2,-14 55 26,G,0,0.56,0.21,138.0,0,397918326985630370
586903,00 01 34.3,-40 23 37,G,0,0.43,0.06,149.0,0,-8013430902699870257
510251,00 01 34.3,-46 49 18,G,0,0.33,0.05,116.0,0,9034387184364836925
1094354,00 01 34.3,-02 21 23,G,0,0.47,0.19,23.0,0,-1048626105865406680
111,00 01 34.6,+31 26 34,GM,Sb,0.81,0.41,158.0,MCG5-01-026           (ARP112)              (VV226),-3934280129089357933
1161641,00 01 34.6,+00 16 27,G,0,0.55,0.03,0.0,0,-7421485952917614232
642648,00 01 34.7,-35 56 47,G,0,0.53,0.39,129.0,0,585778910994142378
2766937,00 01 34.8,+75 13 31,G,0,0.52,0.33,78.0,0,-3449095474961608918
2112309,00 01 34.9,+37 53 37,G,0,0.56,0.04,0.0,0,1246802624558019465
749130,00 01 35.0,-27 50 27,G,0,0.39,0.17,97.0,0,948291548072657450
892216,00 01 35.1,-16 52 45,G,0,0.46,0.28,10.0,0,2145294592235921875
558987,00 01 35.1,-42 43 35,G,0,0.36,0.08,30.0,0,9162930636827683191
856958,00 01 35.2,-19 18 49,G,0,0.85,0.59,103.0,0,-8843346800950815047
448051,00 01 35.2,-52 09 06,G,0,0.58,0.14,174.0,0,-434584992287885586
578000,00 01 35.3,-41 12 21,G,0,0.31,0.08,141.0,0,-7739957333699898544
124315,00 01 35.3,-41 50 22,G,0,0.62,0.35,48.0,LCRSB235901.6-420704,3332792240176767936
882796,00 01 35.3,-17 27 53,G,0,0.65,0.33,148.0,0,-6778712977503771738
1080099,00 01 35.4,-02 54 38,G,0,0.54,0.21,149.0,0,2828677183042496867
617426,00 01 35.4,-37 48 05,G,0,0.42,0.22,48.0,0,4694765052691524439
269801,00 01 35.4,-71 15 21,G,0,0.38,0.19,54.0,0,-5583715481202561862
478448,00 01 35.4,-49 17 32,G,0,0.38,0.16,133.0,0,-2338065180872136952
2272849,00 01 35.5,+45 56 37,G,0,0.51,0.13,138.0,0,3135918456906920198
707662,00 01 35.5,-31 13 42,G,0,0.53,0.19,130.0,0,4136190835076291464
426213,00 01 35.5,-53 46 53,G,0,0.38,0.15,116.0,0,-7898296060167565821
1076138,00 01 35.6,-03 07 13,G,0,0.4,0.2,64.0,0,-5436161703325726304
519446,00 01 35.6,-46 03 40,G,0,0.46,0.14,87.0,0,867206601732323440
1695187,00 01 35.7,+23 52 06,G,0,0.52,0.25,94.0,0,3951488547372407053
1845420,00 01 35.7,+28 46 11,G,0,0.41,0.16,80.0,0,-3558379320902786709
1665637,00 01 35.8,+22 12 36,G,0,0.36,0.18,77.0,0,3503214074268267352
882025,00 01 35.8,-17 30 41,G,0,0.36,0.12,150.0,0,7987435145836977897
1144408,00 01 35.8,-00 23 43,G,0,0.68,0.43,148.0,0,9092632313681948632
198753,00 01 35.9,-29 36 55,G,0,0.0,0.0,0.0,DUKST409-10,3848083989831288699
370894,00 01 35.9,-59 30 33,G,0,0.43,0.29,105.0,0,-5913550785723955540
95281,00 01 35.9,-27 34 35,G,E-SO,0.85,0.13,56.0,0,-8594729110359373578
823951,00 01 36.0,-21 46 15,G,0,0.75,0.65,53.0,0,-2878982478272686037
543678,00 01 36.0,-43 51 39,G,0,0.45,0.13,81.0,0,8478017054609814973
1953909,00 01 36.0,+31 34 36,G,0,0.41,0.12,29.0,0,-6168279230481818759
739747,00 01 36.0,-28 35 50,G,0,0.43,0.29,98.0,0,2811742739327322304
123,00 01 36.0,-14 44 56,G,SBc,0.97,0.09,56.0,MCG-3-01-014          NPM1G-15.0667,-2077539903205888566
2397947,00 01 36.1,+51 39 57,G,0,0.42,0.05,0.0,NPM1G+51.0392,-4848493815084447754
355070,00 01 36.1,-61 28 00,G,0,0.35,0.13,95.0,0,3114071310183897153
548166,00 01 36.1,-43 29 20,G,0,0.34,0.09,176.0,0,-6292220589215715178
119,00 01 36.1,+33 33 47,G,0,0.68,0.1,13.0,CGCG498-66            CGCG499-38            KUG2359+332           KAZ241                IRAS23590+3316,-9207455358220495727
1628967,00 01 36.3,+20 29 46,G,0,0.38,0.03,0.0,0,-4154447981979208844
420567,00 01 36.3,-54 19 28,G,0,0.51,0.42,154.0,0,-316199081990150506
130887,00 01 36.3,-38 01 56,G,Sbc,0.88,0.2,47.0,0,7967969425267486370
672854,00 01 36.3,-33 41 25,G,0,0.55,0.24,25.0,0,6095240164535997483
1827132,00 01 36.4,+28 07 46,G,0,0.47,0.14,104.0,0,8671389653476722261
304317,00 01 36.4,-66 29 40,G,0,0.48,0.29,38.0,0,285367458135192998
515342,00 01 36.5,-46 24 38,G,0,0.43,0.02,0.0,0,59642898300669568
2255533,00 01 36.6,+44 56 32,G,0,0.62,0.08,27.0,0,-1509186868716303502
976148,00 01 36.6,-10 36 18,G,0,0.34,0.04,0.0,0,-813460050849217152
1903524,00 01 36.7,+30 25 52,G,0,0.55,0.36,42.0,0,-4501979063414814679
2794843,00 01 36.7,-39 38 21,G,0,0.0,0.0,0.0,0,-24256216522264413
124,00 01 36.7,+03 30 17,G,Sc,1.06,0.83,4.0,UGC12913              MCG0-01-018           FGC2567,-8088446148190895023
1633677,00 01 36.8,+20 41 15,G,0,0.77,0.11,65.0,0,-7695140743853291518
