main_id,ra,dec,otype
[AFR2020] NGC5907 GC192,229.1416,56.34123,GlC
[AFR2020] NGC5907 GC193,229.28304999999997,56.345806,GlC
[AFR2020] NGC5907 GC194,229.26788,56.34992,GlC
[AFR2020] NGC5907 GC195,228.80127,56.351634999999995,GlC
[AFR2020] NGC5907 GC196,228.60042,56.351555,GlC
[AFR2020] NGC5907 GC197,228.91289999999998,56.352833,GlC
[AFR2020] NGC5907 GC198,229.0381,56.353565,GlC
[AFR2020] NGC5907 GC199,228.69860999999997,56.35403,GlC
KAZF 5907-3,228.94542999999996,56.353825,GlC
[AFR2020] NGC5907 GC201,228.73235,56.35446,GlC
[AFR2020] NGC5907 GC202,228.67197,56.35495,GlC
[AFR2020] NGC5907 GC203,228.95777999999999,56.357723,GlC
[AFR2020] NGC5907 GC204,228.63965999999996,56.35721,GlC
[AFR2020] NGC5907 GC205,229.08785999999998,56.361298,GlC
[AFR2020] NGC5907 GC206,228.95025999999996,56.36327,GlC
[AFR2020] NGC5907 GC207,229.02538,56.365166,GlC
[AFR2020] NGC5907 GC208,228.99422,56.536625,GlC
[AFR2020] NGC5907 GC209,228.93791,56.535553,GlC
[AFR2020] NGC5907 GC210,229.18134,56.439873,GlC
[AFR2020] NGC5907 GC211,228.73565999999997,56.438404,GlC
[AFR2020] NGC5907 GC212,228.85286999999997,56.438374,GlC
[AFR2020] NGC5907 GC213,228.63695999999996,56.420223,GlC
[AFR2020] NGC5907 GC214,229.27001999999996,56.419823,GlC
[AFR2020] NGC5907 GC215,228.78745999999998,56.413166,GlC
[AFR2020] NGC5907 GC216,229.06855999999996,56.41427,GlC
[AFR2020] NGC5907 GC217,228.70098999999996,56.41162,GlC
[AFR2020] NGC5907 GC218,229.03621999999996,56.40844299999999,GlC
[AFR2020] NGC5907 GC219,228.84769999999997,56.40405299999999,GlC
[AFR2020] NGC5907 GC220,228.65811,56.40371,GlC
[AFR2020] NGC5907 GC221,229.10986,56.402832,GlC
[AFR2020] NGC5907 GC222,229.27784999999997,56.39135,GlC
[AFR2020] NGC5907 GC223,228.71141,56.39322299999999,GlC
[AFR2020] NGC5907 GC224,228.63423,56.392677,GlC
