WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,ra,dec,_RA.icrs,_DE.icrs,framework_id,frame_hash
00193-0204,CVR1036,0,1998,2016,287,286,3.2,3.1,16.4,16.5,0,R,0,00 19 15.26,-02 04 23.7,00 19 15.26,-02 04 23.7,-1200174479509228823,1996267376747350889
00193-3219,LDS2114,0,1954,2015,116,102,12.0,12.4,18.0,19.3,0,I,0,00 19 23.28,-32 17 32.2,00 19 23.28,-32 17 32.2,6856118920841955141,-1404280070112919347
00193-3355,RST2239,0,1933,2016,39,48,1.1,1.4,8.84,12.49,-34   93,0,0,00 19 15.18,-33 54 32.4,00 19 15.18,-33 54 32.4,7456926542258329696,-1512099450022571140
00193-5040,RST   5,0,1928,2016,20,19,1.3,1.6,11.88,13.1,-51   64,0,0,00 19 19.57,-50 39 55.4,00 19 19.57,-50 39 55.4,-4504228057262171885,3940553320979315299
00194+7136,MLR 284,0,1971,2021,116,122,2.2,2.5,9.84,13.9,+70    6,0,0,00 19 22.04,+71 35 43.1,00 19 22.04,+71 35 43.1,5612891390991791413,1785185890981561867
00194+5609,TDS1400,0,1991,1991,32,32,2.3,2.3,11.08,12.21,0,X,0,00 19 22.05,+56 08 38.2,00 19 22.05,+56 08 38.2,7571941712839750257,2861059507797006683
00194+3108,HJ  620,0,1827,2016,180,192,8.0,14.2,10.39,13.4,+30   37,S,0,00 19 27.56,+31 08 11.4,00 19 27.56,+31 08 11.4,-2191373582109578995,-534439836423307361
00194+2846,MLB 511,AB,1927,2016,52,49,3.9,4.3,12.8,13.8,0,T,0,00 19 27.94,+28 48 05.5,00 19 27.94,+28 48 05.5,-8986862087508682503,8922472600816287213
00194+2846,MLB 511,CD,1997,2016,274,273,5.7,5.7,11.0,12.0,0,T,0,00 19 22.27,+28 46 17.7,00 19 22.27,+28 46 17.7,-6584507799445649933,6941654402055745009
00194-0034,WAA   4,0,1952,2016,279,280,6.1,6.7,16.6,17.5,0,0,0,00 19 24.77,-00 33 32.8,00 19 24.77,-00 33 32.8,9176163399385118424,4561166230867040344
00194-0849,HJ 1953,AB,1830,2008,14,18,45.0,68.4,3.67,12.87,-09   48,N,0,00 19 25.67,-08 49 26.1,00 19 25.67,-08 49 26.1,-3970678770413422299,7632847430741012106
00194-0849,HJ 1953,AC,1892,2014,198,191,109.8,106.4,3.67,10.4,-09   47,NS,0,00 19 25.67,-08 49 26.1,00 19 25.67,-08 49 26.1,-4308227022239504432,-7739748278885494547
00194-3022,BRT2842,0,1913,2016,160,152,3.7,3.9,12.44,13.01,-31  105,B,0,00 19 28.35,-30 21 35.9,00 19 28.35,-30 21 35.9,-2863072067704873432,488909538408073028
00194-6450,GKM9006,"Aa,Ab",2022,2022,79,79,0.4,0.4,10.9,14.1,0,R,0,00 19 22.53,-64 50 05.4,00 19 22.53,-64 50 05.4,7802254944935629232,1366921704034486330
00195+5907,STI1325,0,1910,2015,173,197,8.4,9.0,9.1,13.7,+58   31,0,0,00 19 31.40,+59 06 33.7,00 19 31.40,+59 06 33.7,-6863698095344273054,1037079051992279476
00195+5030,HU 1005,0,1903,2016,180,191,0.6,0.7,10.1,10.31,+49   46,0,0,00 19 29.78,+50 30 18.8,00 19 29.78,+50 30 18.8,-6446282655287431138,9126018708767305715
00195+3544,POP  35,0,1970,2016,293,296,0.8,0.7,11.23,11.05,+34   33,0,0,00 19 35.94,+35 44 41.7,00 19 35.94,+35 44 41.7,7074122957840470363,-374559208001012611
00195+2634,CHE   3,AB,1907,2015,63,62,15.3,16.5,13.94,14.2,0,0,0,00 19 32.62,+26 34 37.7,00 19 32.62,+26 34 37.7,4416823747294055849,-474471201769513301
00195+2634,CHE   3,AC,1907,2015,19,22,27.3,29.0,13.94,14.53,0,0,0,00 19 32.62,+26 34 37.7,00 19 32.62,+26 34 37.7,-7075101948407022750,4473750624776584176
00195-8505,TDS1401,0,1991,2016,5,7,0.7,0.8,10.1,10.19,-85    3,0,0,00 19 28.62,-85 04 56.0,00 19 28.62,-85 04 56.0,-7285256525682853729,7331659061093752996
00196+6457,CBL 568,0,2000,2016,13,12,24.7,24.7,12.5,13.1,0,V,0,00 19 38.96,+64 56 59.1,00 19 38.96,+64 56 59.1,-2627696308453140569,5290772771461299410
00196+4900,COU2001,0,1982,2015,355,26,1.3,1.4,11.53,12.31,0,0,0,00 19 36.59,+49 00 35.0,00 19 36.59,+49 00 35.0,-4576100344308205163,2491328830975903044
00196+4018,DEA  66,0,1954,2016,336,338,52.4,55.6,11.4,21.0,0,V,0,00 19 34.60,+40 18 06.0,00 19 34.60,+40 18 06.0,8465814758193583299,-5722914340589720896
00196+2512,POU  18,0,1898,2015,267,247,3.5,5.4,11.2,13.2,0,0,0,00 19 33.01,+25 12 34.8,00 19 33.01,+25 12 34.8,4376094851596061266,7610404764268670828
00196+1748,WIS   6,0,1998,2016,331,331,523.2,523.3,11.89,19.8,0,S,0,00 19 34.11,+17 47 50.9,00 19 34.11,+17 47 50.9,-3442482170092698165,4182633510286759723
00196-2057,HJ 1954,0,1830,2015,147,112,12.0,32.4,10.01,12.45,-21   37,S,0,00 19 30.84,-20 56 32.5,00 19 30.84,-20 56 32.5,-2897656704479107574,3686264728143936675
00196-2808,LDS  12,0,1920,2016,315,321,9.0,9.0,13.65,14.19,-28   85,NZ P,0,00 19 37.04,-28 09 44.4,00 19 37.04,-28 09 44.4,1043819220097927133,8745423593079458395
00197+6046,LDS9088,0,1903,2016,44,44,47.3,47.6,9.42,10.55,+59   32,N,0,00 19 41.36,+60 45 41.4,00 19 41.36,+60 45 41.4,7537589694778467119,-5213257622098707738
00197+5750,STI1326,0,1911,2015,328,355,5.7,4.8,12.5,13.0,0,0,0,00 19 38.13,+57 50 42.2,00 19 38.13,+57 50 42.2,-6307918209055282659,2442841065167511265
00197+5258,TDS1402,0,1991,2015,225,223,2.0,2.0,11.15,11.74,0,0,0,00 19 42.20,+52 58 26.9,00 19 42.20,+52 58 26.9,5220059929485444747,8634727153645208799
00197+4639,ES 1196,0,1913,2016,185,189,5.7,4.8,10.08,13.8,+45   61,0,0,00 19 50.44,+46 43 22.7,00 19 50.44,+46 43 22.7,3645540020739690742,8484127693290497120
00197+3501,POP  36,0,1970,2016,103,102,0.6,0.7,10.91,11.84,+34   34,0,0,00 19 42.98,+35 01 06.3,00 19 42.98,+35 01 06.3,5875186040569883836,4157960502384474603
00197+1951,GWP  40,0,1990,2016,262,263,52.7,53.1,14.9,15.0,0,NV,0,00 19 43.03,+19 51 12.0,00 19 43.03,+19 51 12.0,8203320260537759871,-8695381456908055232
00197+0624,ZUC   5,0,1988,2016,75,90,1.9,2.2,15.32,18.1,0,N,0,00 19 40.95,+06 24 07.8,00 19 40.95,+06 24 07.8,9097238878437900783,665102161452567148
00198+7518,HJ 1950,0,1831,2016,71,66,12.0,22.8,10.2,12.6,+74    6,U,0,00 19 46.61,+75 17 52.2,00 19 46.61,+75 17 52.2,977532033770186146,2961976864437456693
00198+6953,HJ 1952,0,1831,2015,101,98,14.0,23.9,9.14,12.8,+69   15,0,0,00 19 49.96,+69 53 13.3,00 19 49.96,+69 53 13.3,-8908522787912994660,5588676403578887454
00198+6752,MLR 285,0,1971,2016,194,189,0.9,1.3,9.95,14.2,+67   22,0,0,00 19 49.76,+67 51 52.8,00 19 49.76,+67 51 52.8,8281780754598472981,2303058141276494047
00198+3244,SEI   3,0,1898,2015,340,341,28.9,29.0,12.14,12.65,0,0,0,00 19 46.89,+32 44 09.1,00 19 46.89,+32 44 09.1,-5955472496456994328,4425074123304451528
00198-2334,LDS2116,0,1954,1954,34,34,37.0,37.0,15.7,20.0,0,X,!,00 19 48.00,-23 34 00.0,00 19 48.00,-23 34 00.0,6918163490804191952,-1654157702542945934
00198-8013,TDS1403,0,1991,1991,293,293,0.6,0.6,10.89,11.29,-80   11,X,0,00 19 47.72,-80 12 30.5,00 19 47.72,-80 12 30.5,-8963012276813268329,-229364018482953354
00199+7715,LOC 123,0,2015,2016,332,332,1.5,1.5,15.3,17.7,0,T,0,00 19 54.28,+77 14 39.8,00 19 54.28,+77 14 39.8,-5040510108040317060,-111653918101591406
00199+5427,CBL   2,0,2000,2015,112,112,22.0,22.0,13.6,14.73,0,V,0,00 19 54.91,+54 27 03.8,00 19 54.91,+54 27 03.8,-1238731627078493124,-6842706755702557652
00199+3436,GYL  76,0,1894,2018,41,299,13.2,8.1,10.3,12.3,+33   27,0,0,00 19 54.86,+34 36 08.5,00 19 54.86,+34 36 08.5,-3118003787445253162,8478881152965310966
00199+2633,CHE   4,0,1907,2016,205,203,4.1,4.1,12.8,14.1,0,N,0,00 19 56.81,+26 33 40.8,00 19 56.81,+26 33 40.8,-1418567741340881568,-9095155145008107447
00199+0317,BAL1607,0,1909,2017,191,189,3.7,3.1,11.3,11.4,0,0,0,00 19 52.52,+03 17 11.0,00 19 52.52,+03 17 11.0,7739410136460192830,-7070641368646797339
00199-2011,ARA 824,0,1920,2017,293,294,10.3,10.5,9.93,12.9,-20   44,0,0,00 19 52.30,-20 11 04.9,00 19 52.30,-20 11 04.9,-8530988151831118869,4041303223865703996
00199-2238,LDS2115,0,1952,2015,352,352,210.0,212.4,11.59,13.02,-23   94,0,0,00 19 47.60,-22 36 40.7,00 19 47.60,-22 36 40.7,1697144760989367664,-3241262092824801012
00199-2745,GKM9007,"Aa,Ab",2022,2023,38,67,0.0,0.0,0.0,0.0,0,R,0,00 19 52.22,-27 44 38.6,00 19 52.22,-27 44 38.6,-8984855842353879137,-7906723830863526357
00200+8000,HJL1002,0,1897,2015,203,203,95.3,94.9,10.31,10.75,0,0,0,00 20 02.03,+79 59 44.3,00 20 02.03,+79 59 44.3,-7811096969993642473,-5204984916073180792
00200+3814,S   384,AB,1782,2015,11,22,31.0,104.0,7.04,10.3,+37   42,NL U,0,00 20 00.41,+38 13 38.6,00 20 00.41,+38 13 38.6,-2917510875603380718,-6914752222082447992
00200+3814,S   384,AC,1902,2016,258,272,20.2,19.8,7.04,13.6,0,NS,0,00 20 00.41,+38 13 38.6,00 20 00.41,+38 13 38.6,-5767011510522227681,-3997291383684628524
00200+3814,FYM 147,AD,1998,2015,327,330,75.0,77.6,7.04,15.4,0,N,0,00 20 00.41,+38 13 38.6,00 20 00.41,+38 13 38.6,-7011216358800392640,-1123012026523833841
00200+3814,FYM 147,AE,1998,2015,218,219,43.9,38.9,7.04,14.8,0,N,0,00 20 00.41,+38 13 38.6,00 20 00.41,+38 13 38.6,-1270928418650069914,-1272264891589602077
00200+3814,FYM 147,AF,1998,2015,12,14,43.0,47.9,7.04,15.8,0,N,0,00 20 00.41,+38 13 38.6,00 20 00.41,+38 13 38.6,5609466207946757568,3515499647465673617
00200+3814,FYM 147,DG,2002,2016,290,291,5.6,5.5,15.4,15.4,0,N,0,00 19 56.91,+38 14 41.6,00 19 56.91,+38 14 41.6,5592478266194673161,-5623690197465244573
00200+2443,POU  19,0,1899,2016,16,351,4.1,2.5,12.5,13.5,0,0,0,00 20 00.45,+24 43 30.4,00 20 00.45,+24 43 30.4,1059570057047187371,-3576500819790445399
00200+1419,CHE   5,AB,1910,2017,206,205,5.4,6.5,9.69,11.2,+13   36,0,0,00 20 01.62,+14 19 29.0,00 20 01.62,+14 19 29.0,-7092748028051718728,914934410514524363
00200+1419,CHE   5,AC,1908,2017,105,100,40.6,46.1,9.69,13.0,0,0,0,00 20 01.62,+14 19 29.0,00 20 01.62,+14 19 29.0,7013410533033029342,-3511788054294806872
00200-1349,BU  256,AB,1876,2016,249,244,2.3,2.4,10.18,10.2,-14   48,0,0,00 19 59.43,-13 49 24.7,00 19 59.43,-13 49 24.7,4447704276138764973,-4761493156573471827
00200-1349,LV   12,AC,1901,2015,295,293,64.2,57.9,10.18,12.97,0,0,0,00 19 59.43,-13 49 24.7,00 19 59.43,-13 49 24.7,-5581158340822325373,7124922575611360940
00200-1729,B  1906,0,1932,2016,117,102,0.9,0.9,10.51,10.98,-18   40,0,0,00 20 02.50,-17 28 31.3,00 20 02.50,-17 28 31.3,-8855989133272204161,2358950218278613465
00200-3637,TDS1404,0,1991,1991,153,153,0.7,0.7,11.94,11.94,0,X,0,00 20 02.06,-36 37 07.3,00 20 02.06,-36 37 07.3,5323910922785257656,160305373445109316
00201+7054,HDS  43,0,1991,1991,53,53,0.2,0.2,10.03,10.47,+70    8,0,0,00 20 05.71,+70 53 56.9,00 20 05.71,+70 53 56.9,-4536294145823814524,2385399653620916978
00201+5809,STI6327,0,1911,2015,21,32,6.0,7.4,11.7,12.1,0,0,0,00 20 03.07,+58 09 47.1,00 20 03.07,+58 09 47.1,8710715095128322491,4272154275120690449
00201+5751,TDS1405,0,1991,1991,93,93,0.9,0.9,11.47,11.77,0,X,0,00 20 07.25,+57 51 02.3,00 20 07.25,+57 51 02.3,2622199475595332581,6227710871249261025
00201+4248,RAO 181,0,2016,2016,287,286,1.8,1.8,12.6,13.8,0,R,0,00 20 08.32,+42 48 04.3,00 20 08.32,+42 48 04.3,2569205581441355242,-283597927989120236
00201+4244,OSO   3,AB,1994,2015,7,347,8.7,12.4,13.29,17.2,0,N,0,00 20 03.86,+42 43 46.4,00 20 03.86,+42 43 46.4,1800174972392266851,9160827678725681263
00201+4244,LDS3151,AC,1960,2016,276,268,23.0,22.5,13.29,18.07,0,NV,0,00 20 03.86,+42 43 46.4,00 20 03.86,+42 43 46.4,-8138449274241389544,-3261319035322756268
00201+4244,OSO   3,AD,1954,2015,116,101,32.3,18.7,13.29,19.3,0,N,0,00 20 03.86,+42 43 46.4,00 20 03.86,+42 43 46.4,-5210142853574973794,389751348268684893
00201+4232,HJ 1017,0,1828,2015,275,255,6.0,21.3,11.42,12.64,0,L,0,00 20 10.42,+42 31 39.3,00 20 10.42,+42 31 39.3,-5280794331940780709,-5653145530346224740
00201+3824,ALI 475,0,1928,2015,89,88,15.4,15.7,10.61,13.09,+37   41,0,0,00 20 01.66,+38 24 08.0,00 20 01.66,+38 24 08.0,-1763281263268124450,-154642439363834073
00201+0618,HJ 1955,AB,1830,2015,0,60,60.0,41.9,6.97,12.94,0,0,0,00 20 05.06,+06 17 33.4,00 20 05.06,+06 17 33.4,-2756585288858598309,-5183972975290912803
00201+0618,HJ 1955,AC,1891,2015,9,10,61.2,60.8,6.97,13.66,+05   34,0,0,00 20 05.06,+06 17 33.4,00 20 05.06,+06 17 33.4,-6026714396455794689,-810363634980862663
00201+0618,HJ 1955,BC,1830,2016,281,326,2.0,46.9,12.94,13.66,0,0,0,00 20 07.39,+06 17 57.6,00 20 07.39,+06 17 57.6,5918098212808954373,-2723349986677391699
00201+0618,SKF1985,CD,2005,2015,216,214,1.2,1.2,13.7,15.0,0,0,0,00 20 05.76,+06 18 33.6,00 20 05.76,+06 18 33.6,-5671373334337807537,6327443569333504647
00201+0110,WAA   5,0,2001,2016,219,219,2.6,2.6,16.6,19.0,0,0,0,00 20 08.23,+01 10 14.2,00 20 08.23,+01 10 14.2,8123946348117393766,406361729639419267
00201-1120,BRT2623,0,1902,2015,41,33,3.5,3.7,11.3,11.6,-12   43,0,0,00 20 02.23,-11 19 52.2,00 20 02.23,-11 19 52.2,-3514069035041323543,-8625776461506113581
00202+6841,TDS1406,0,1991,2016,11,15,2.1,2.0,11.03,12.19,0,0,0,00 20 12.96,+68 41 08.5,00 20 12.96,+68 41 08.5,-6056742476546932824,8247186146419602831
00202+6408,STI  38,0,1908,2015,312,302,5.9,6.8,12.3,12.7,0,0,0,00 20 07.97,+64 08 19.9,00 20 07.97,+64 08 19.9,-1985528238696902572,264203083175427316
00202+4842,TDS1407,0,1991,1991,312,312,0.6,0.6,11.54,11.88,0,X,0,00 20 14.76,+48 41 39.2,00 20 14.76,+48 41 39.2,5395503127766124364,-3593455922014773611
00202+4443,LDS3152,0,1960,2015,229,229,13.0,13.0,16.1,16.4,0,0,0,00 20 10.74,+44 43 07.3,00 20 10.74,+44 43 07.3,3028358093434846999,-5004274155038792169
00202+3655,TOK 444,0,1980,2014,225,225,999.9,999.9,11.32,17.42,0,0,0,00 20 13.56,+36 55 15.9,00 20 13.56,+36 55 15.9,8941636500976030507,-6521422347676987673
00202+2129,J   630,0,1911,2016,108,114,1.9,2.8,10.1,10.8,+20   26,0,0,00 20 10.74,+21 29 33.7,00 20 10.74,+21 29 33.7,-1217625154851806074,-4294646780881412445
00202-0937,KPP1124,0,1996,2016,147,143,9.3,8.8,12.5,13.2,0,V,0,00 20 09.82,-09 37 04.7,00 20 09.82,-09 37 04.7,3617081327223868988,-5238356258447899100
00202-2437,RST2240,0,1933,2016,348,347,1.3,1.3,11.34,11.76,-25   98,0,0,00 20 15.09,-24 37 13.3,00 20 15.09,-24 37 13.3,-8159753601794023633,5231792947587745304
00202-3554,I   701,0,1910,2008,60,58,0.8,0.6,8.33,8.76,-36  100,0,0,00 20 09.75,-35 54 10.1,00 20 09.75,-35 54 10.1,3650181470330095364,961933159532361852
00203+5923,TDS1408,0,1991,1991,112,112,0.7,0.7,12.06,12.32,0,X,0,00 20 15.99,+59 23 14.1,00 20 15.99,+59 23 14.1,-7377228509473259513,4121025291006921288
00203+5912,STI1329,0,1910,2015,316,307,6.5,6.6,10.79,12.6,0,0,0,00 20 21.39,+59 12 09.4,00 20 21.39,+59 12 09.4,7395446869357461764,3431325227293623077
00203+5522,HJ 1016,0,1903,2015,0,359,12.3,13.3,11.21,11.4,+54   38,0,0,00 20 18.43,+55 23 28.5,00 20 18.43,+55 23 28.5,-8019619618762491914,1497868095344837415
00203+5412,HDS  44,0,1983,2019,30,39,12.2,12.2,8.95,10.34,+53   42,0,0,00 20 16.62,+54 12 03.6,00 20 16.62,+54 12 03.6,826504426444075446,4146136915313700749
00203+4650,COU1852,0,1981,2016,268,269,0.6,0.7,11.9,12.2,0,0,0,00 20 23.85,+46 50 29.7,00 20 23.85,+46 50 29.7,6281575070577456333,6822778648344099654
00203+3654,ALI 245,0,1929,2015,288,281,7.8,6.3,11.7,12.4,0,0,0,00 20 12.99,+36 54 24.1,00 20 12.99,+36 54 24.1,-1242259465647813666,2798746309586550010
00203-3246,B  1025,0,1928,2019,163,178,0.4,0.6,8.83,10.64,-33   95,NO,0,00 20 18.56,-32 46 09.5,00 20 18.56,-32 46 09.5,-7277602183864726274,3427049648016903533
00204+4802,LDS3153,0,1960,2015,131,131,221.0,220.0,14.76,18.2,0,0,0,00 20 24.68,+48 02 47.6,00 20 24.68,+48 02 47.6,1218813322852909893,-8778743130538924187
00204+4512,BRT  68,0,1903,2016,113,113,3.9,3.9,10.6,11.2,0,0,0,00 20 18.93,+45 12 15.3,00 20 18.93,+45 12 15.3,-8834170232270012122,-7490354850005553484
00204+2617,CHE   6,0,1907,2015,200,184,11.8,12.1,13.6,14.5,0,0,0,00 20 18.13,+26 16 43.2,00 20 18.13,+26 16 43.2,2442707697060651609,6760481497895764614
00204+1757,OSO   4,0,1994,2015,152,191,10.4,8.1,13.83,16.84,0,N,0,00 20 22.36,+17 57 05.7,00 20 22.36,+17 57 05.7,7247481034583596938,-5178250730013540222
00204+0921,HEI 422,0,1988,2015,211,216,1.7,2.1,11.0,11.4,0,0,0,00 20 23.61,+09 23 21.5,00 20 23.61,+09 23 21.5,-1523991738485802986,-9030039410311488584
00204-4707,LDS  13,0,1920,2015,315,296,79.0,38.3,13.69,14.97,0,0,0,00 20 29.57,-47 07 05.2,00 20 29.57,-47 07 05.2,3935177093538805197,6459028264554198111
00204-5457,GKM9008,AB,2015,2022,119,120,2.3,2.3,10.7,15.9,0,V,0,00 20 22.27,-54 56 34.2,00 20 22.27,-54 56 34.2,3317191372086188017,-6650435119392903274
00204-7750,JSP   3,0,1928,2016,214,210,2.6,2.6,10.17,10.69,-78    8,0,0,00 20 22.80,-77 50 11.9,00 20 22.80,-77 50 11.9,-5659335404224150542,8760877739280584465
00205+5930,SHN  48,0,1997,1997,-1,-1,0.0,0.0,13.6,13.8,0,0,0,00 20 30.98,+59 29 51.0,00 20 30.98,+59 29 51.0,5586072364469791379,-3511724187318655574
00205+5745,TDS1409,0,1991,1991,53,53,0.5,0.5,11.25,11.37,0,X,0,00 20 32.10,+57 45 03.1,00 20 32.10,+57 45 03.1,525586517925479127,1250722967130201473
00205+4911,ES 1197,0,1913,2020,107,107,6.3,5.6,8.43,11.4,+48   83,0,0,00 20 30.91,+49 11 28.8,00 20 30.91,+49 11 28.8,-174613151788654,5288058346592434214
00205+4531,A   647,0,1904,2021,216,91,0.7,0.7,7.17,9.56,+44   62,O,0,00 20 33.00,+45 30 32.2,00 20 33.00,+45 30 32.2,1919614173573822804,4741902178035496086
00205+3858,KPP2329,0,1951,2024,247,247,19.9,19.8,14.01,14.24,0,T,0,00 20 32.78,+38 58 25.1,00 20 32.78,+38 58 25.1,-3012116728653103947,2658240573902582910
00205-1535,WIS   7,0,2000,2010,17,17,999.9,999.9,15.2,14.9,0,V,0,00 20 29.56,-15 35 28.1,00 20 29.56,-15 35 28.1,5823948092536309921,5736151782965780734
00206+5914,STI1330,0,1910,2015,352,359,4.5,4.6,10.59,12.9,0,V,0,00 20 40.09,+59 14 30.9,00 20 40.09,+59 14 30.9,-7095777916413831841,8507419920006336923
00206+2712,LDS3154,0,1960,2018,300,320,4.0,1.9,16.1,17.3,0,0,0,00 20 39.43,+27 12 44.9,00 20 39.43,+27 12 44.9,-3922902005043748151,4396278602684661975
00206+1219,BU 1015,0,1888,2021,115,113,0.6,0.5,8.39,9.67,+11   41,NO,0,00 20 38.21,+12 18 39.8,00 20 38.21,+12 18 39.8,-3413420383481406998,6542094344663192400
00206-2356,WSP  20,0,2016,2022,177,217,0.3,0.3,9.8,10.6,-24  102,N,0,00 20 38.53,-23 56 08.6,00 20 38.53,-23 56 08.6,-1281847790047969052,-6189710100515554496
00206-3650,KPP2854,0,1999,2016,349,349,3.6,3.6,16.16,17.36,0,T,0,00 20 38.85,-36 50 26.6,00 20 38.85,-36 50 26.6,1162070314541739946,-8768454984421480813
00206-5449,TDS1410,0,1991,1991,310,310,0.5,0.5,11.42,11.7,-55   57,X,0,00 20 33.80,-54 48 39.6,00 20 33.80,-54 48 39.6,-3640261493970788923,-7535419718414122156
00207+3159,CCA   1,0,2006,2015,0,359,4.7,4.6,10.4,14.1,0,N  K,0,00 20 40.08,+31 59 23.8,00 20 40.08,+31 59 23.8,-4220460312491240700,-5728437948817050534
00207+0738,GWP  41,AB,1990,2016,232,233,25.8,25.8,11.3,17.2,0,N,0,00 20 42.23,+07 38 27.7,00 20 42.23,+07 38 27.7,-7934537554305383827,-4131137992198427178
00207+0738,GWP  42,AC,1990,2015,223,223,157.2,157.7,11.3,17.9,0,N,0,00 20 42.23,+07 38 27.7,00 20 42.23,+07 38 27.7,397918326985630370,-8902990671370436457
00207-0844,LDS3155,0,1960,1960,50,50,2.0,2.0,16.7,17.7,0,0,0,00 20 41.71,-08 43 35.6,00 20 41.71,-08 43 35.6,-8013430902699870257,-3999277483216124307
00207-2536,UC  352,0,1998,2015,107,107,14.9,14.8,14.9,15.6,0,V R,0,00 20 39.63,-25 35 43.5,00 20 39.63,-25 35 43.5,9034387184364836925,7009032855432109646
00207-6938,HUB   1,0,1999,2016,211,216,2.3,2.3,5.56,10.1,-70   12,K,0,00 20 39.04,-69 37 29.7,00 20 39.04,-69 37 29.7,-1048626105865406680,1671983932838680162
00207-7159,B  1907,0,1931,2016,44,44,5.0,5.3,8.3,13.0,-72   31,0,0,00 20 43.46,-71 58 40.9,00 20 43.46,-71 58 40.9,-3934280129089357933,-8705770713105575101
00208+6425,MLB 244,0,1923,2015,284,276,1.9,6.4,11.46,12.5,0,0,0,00 20 59.21,+64 25 11.4,00 20 59.21,+64 25 11.4,-7421485952917614232,-4670005593628747748
00208+6003,HJ 1019,0,1828,2015,93,261,3.0,1.2,10.2,11.1,+59   37,L,0,00 20 47.66,+60 03 39.4,00 20 47.66,+60 03 39.4,585778910994142378,5918527889884189753
00208+5933,STI  39,0,1910,2015,162,162,11.0,10.3,12.21,12.38,0,0,0,00 20 50.35,+59 32 47.4,00 20 50.35,+59 32 47.4,-3449095474961608918,9002886894818883829
00208+5339,FMR 178,0,1952,2015,199,199,131.7,130.8,17.4,18.1,0,V,0,00 20 53.94,+53 41 28.3,00 20 53.94,+53 41 28.3,1246802624558019465,-7503915082938543117
00208+2737,CHE   7,0,1896,2015,267,261,5.2,6.5,11.1,11.8,+26   35,N,0,00 20 51.89,+27 37 38.3,00 20 51.89,+27 37 38.3,948291548072657450,-8372022097855978822
00208+1219,UC  353,0,1998,2015,249,249,74.3,74.3,10.79,13.39,0,V,0,00 20 47.69,+12 18 39.4,00 20 47.69,+12 18 39.4,2145294592235921875,6876508183068253905
00209+6033,TDS1411,0,1991,2016,311,67,0.5,3.3,11.26,11.28,0,0,0,00 20 56.52,+60 32 54.6,00 20 56.52,+60 32 54.6,9162930636827683191,-3436937503122075266
00209+5759,TDS1412,0,1991,1991,235,235,0.6,0.6,11.22,11.26,0,X,0,00 20 54.07,+57 59 27.6,00 20 54.07,+57 59 27.6,-8843346800950815047,7107406801416530510
00209+4050,ES 1602,0,1892,2017,86,82,6.7,7.0,11.3,11.7,+40   60,R,0,00 20 44.21,+40 49 40.8,00 20 44.21,+40 49 40.8,-434584992287885586,-2973964263684736608
00209+3259,AC    1,0,1859,2020,278,289,0.4,1.9,7.27,8.26,+32   48,O,0,00 20 54.10,+32 58 40.9,00 20 54.10,+32 58 40.9,-7739957333699898544,-9154981884920972140
00209+2655,CHE   8,0,1907,2015,324,325,18.1,18.1,13.4,14.6,0,0,0,00 20 53.77,+26 55 11.6,00 20 53.77,+26 55 11.6,3332792240176767936,3313004156198998953
00209+1059,BU 1093,0,1889,2020,54,120,0.4,0.8,6.73,8.55,+10   32,O,0,00 20 54.59,+10 58 36.8,00 20 54.59,+10 58 36.8,-6778712977503771738,-4755735042195465277
00209+0626,HJ 1956,0,1830,2015,25,26,15.0,17.5,10.95,11.5,+05   37,0,0,00 20 57.93,+06 25 55.4,00 20 57.93,+06 25 55.4,2828677183042496867,-6003168827136777929
00209-2236,HJ 3359,0,1835,2016,110,82,18.0,17.9,11.24,11.5,-23  104,U,0,00 20 53.57,-22 35 30.6,00 20 53.57,-22 35 30.6,4694765052691524439,506072601914444546
00209-2746,KPP2669,0,1998,2016,110,111,6.9,6.9,14.6,20.6,0,T,0,00 20 55.00,-27 46 17.6,00 20 55.00,-27 46 17.6,-5583715481202561862,1247065015215835960
00209-3040,SKF1259,0,1978,2015,127,127,17.6,17.8,9.91,14.6,0,V,0,00 20 52.62,-30 39 53.5,00 20 52.62,-30 39 53.5,-2338065180872136952,-8658988851176014183
00209-3600,WSP  45,0,2014,2016,318,318,4.4,4.4,12.2,18.6,0,T R,0,00 20 56.99,-35 59 53.8,00 20 56.99,-35 59 53.8,3135918456906920198,-3872157293289899857
00209-5534,TDS1413,0,1991,2016,148,152,0.8,0.5,12.11,12.15,-56   65,0,0,00 20 52.96,-55 34 25.4,00 20 52.96,-55 34 25.4,4136190835076291464,-8312737184208835444
00209-6507,RST2241,0,1934,2016,328,320,3.4,4.1,8.51,13.5,-65   16,0,0,00 20 55.29,-65 06 48.7,00 20 55.29,-65 06 48.7,-7898296060167565821,-1195236642888230585
00210+8050,LOC 112,0,2015,2016,287,287,2.5,2.5,16.1,17.4,0,T,0,00 21 02.01,+80 50 15.6,00 21 02.01,+80 50 15.6,-5436161703325726304,5796381891534926248
00210+6740,HJ 1018,0,1828,2020,84,87,1.5,1.5,8.57,8.89,+66   19,NO,0,00 20 57.23,+67 40 03.0,00 20 57.23,+67 40 03.0,867206601732323440,2452771926356123097
