WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,ra,dec,_RA.icrs,_DE.icrs,framework_id,frame_hash
00110-1207,WZ    1,0,1900,2015,291,291,7.0,7.3,12.38,13.9,0,0,0,00 10 58.30,-12 06 17.0,00 10 58.30,-12 06 17.0,-788383276054602214,5933834170778549872
00110-6309,UC  331,0,1998,2015,311,311,35.1,35.1,11.59,13.26,0,V,0,00 10 59.50,-63 09 04.1,00 10 59.50,-63 09 04.1,2891957587976171684,-6115967961641081770
00111+7532,A   801,0,1904,2020,232,231,1.8,2.0,10.05,10.22,+74    3,0,0,00 11 04.78,+75 31 37.7,00 11 04.78,+75 31 37.7,-3493176191881579066,8740158356402725048
00111+6007,STI  15,0,1910,2015,50,55,5.1,4.7,13.2,13.2,0,0,0,00 11 01.05,+60 07 35.2,00 11 01.05,+60 07 35.2,-2722948228588969262,1698112808033730527
00111+5755,HJ 1003,0,1828,2015,35,33,9.0,11.4,9.46,12.5,+57   24,N,0,00 11 08.64,+57 55 06.0,00 11 08.64,+57 55 06.0,-697646361630624718,-7224941797936965000
00111+1402,DAM 828,0,1997,2016,123,123,10.0,9.9,12.5,13.2,0,0,0,00 11 03.84,+14 02 09.1,00 11 03.84,+14 02 09.1,4171127449766079427,-5986208173937522347
00111+0513,TOK 869,0,2019,2023,90,225,0.1,0.1,10.9,13.4,0,O R,0,00 11 04.61,+05 12 32.3,00 11 04.61,+05 12 32.3,4164631936309440180,-4738634030477109022
00111-0008,GKM9002,"Ba,Bb",2022,2022,306,306,0.4,0.4,11.9,14.4,0,WR,0,00 11 50.79,-35 32 50.3,00 11 50.79,-35 32 50.3,-1239612833792919765,-1176719936778082257
00111-1831,TDS1334,0,1991,1991,138,138,1.1,1.1,10.38,11.9,-19    8,X,0,00 11 06.92,-18 31 12.6,00 11 06.92,-18 31 12.6,8128035099307334680,8174122458860112907
00111-2239,HJ 3351,0,1835,2016,135,135,8.0,11.6,11.33,11.28,-23   32,0,0,00 11 05.98,-22 39 02.0,00 11 05.98,-22 39 02.0,-4558076054558329825,-7110466540709341871
00112+5247,TDS1335,"Aa,Ab",1991,1991,328,328,0.8,0.8,11.38,11.75,0,X,0,00 11 13.63,+52 47 04.4,00 11 13.63,+52 47 04.4,-8165708688981394544,8337860399871042866
00112+5247,GUR  39,AB,2018,2018,318,318,5.3,5.3,10.8,0.0,0,0,0,00 11 13.63,+52 47 04.4,00 11 13.63,+52 47 04.4,4136965333031747612,7924551189853229122
00112+5034,TDS   5,0,1991,2018,137,133,1.3,1.2,11.15,13.05,0,0,0,00 11 12.83,+50 33 43.6,00 11 12.83,+50 33 43.6,2956592895599548799,-2194243539145692886
00112+4933,ES 2577,0,1902,2021,311,311,66.6,66.1,8.24,8.99,+48   30,N,0,00 11 09.34,+49 32 48.0,00 11 09.34,+49 32 48.0,-5737297705662135108,991124720927598618
00112+4419,ES 1406,AB,1893,2020,334,331,9.6,9.8,9.31,11.29,+43   12,0,0,00 11 11.53,+44 18 57.0,00 11 11.53,+44 18 57.0,-8541232204004681433,5186520005516579333
00112+4419,ABH   1,AD,1893,2020,206,207,77.4,79.2,9.31,12.98,0,U,0,00 11 11.53,+44 18 57.0,00 11 11.53,+44 18 57.0,5349395694884581064,4958711990696838716
00112+4419,ES 1406,BC,1915,2020,349,349,4.9,5.4,11.29,16.1,0,U,0,00 11 11.11,+44 19 05.6,00 11 11.11,+44 19 05.6,4849038382667033296,-6962610093890421353
00112+3331,COU 648,0,1971,2016,141,132,0.5,0.3,11.0,11.3,+32   12,0,0,00 11 12.96,+33 32 03.1,00 11 12.96,+33 32 03.1,-8498644206841476602,-8577347578816983126
00112+0116,HJ  617,0,1901,2015,61,61,13.4,13.1,9.88,13.4,+00    9,0,0,00 11 12.35,+01 15 53.9,00 11 12.35,+01 15 53.9,-572120147101786262,2539609971841508829
00112-0531,GWP  25,0,1954,2016,108,107,14.0,14.2,14.7,17.3,0,V,0,00 11 14.56,-05 31 04.8,00 11 14.56,-05 31 04.8,2020154345977487627,-4457154639603973315
00112-0853,RST4140,0,1938,2016,119,143,1.0,0.9,10.89,11.09,-09   20,0,0,00 11 14.23,-08 52 33.4,00 11 14.23,-08 52 33.4,8120470608909415998,-4853728934938779375
00113+5958,A   901,0,1905,2017,97,100,0.9,0.9,9.09,10.48,+59    8,0,0,00 11 19.82,+59 57 44.4,00 11 19.82,+59 57 44.4,-8560547399092542917,-6059621993872342572
00113+5715,STI1292,0,1911,2015,10,5,10.6,8.1,10.12,13.0,0,0,0,00 11 15.90,+57 14 56.3,00 11 15.90,+57 14 56.3,2081840806767048845,-4587015581103955394
00113+2953,MLB 631,AB,1931,2015,279,270,6.9,8.3,12.0,12.1,0,0,0,00 11 15.40,+29 53 55.1,00 11 15.40,+29 53 55.1,-2765614355952323651,-6929115590640610691
00113+2953,MLB 631,AC,1931,2016,38,41,40.0,49.5,12.0,18.0,0,U,0,00 11 15.40,+29 53 55.1,00 11 15.40,+29 53 55.1,553508061667453369,7262901614743343855
00113+2953,MLB 631,AD,1982,1982,274,274,2.2,2.2,12.6,13.0,0,0,0,00 11 15.40,+29 53 55.1,00 11 15.40,+29 53 55.1,7665477080968078765,6606884281022885324
00113+1435,LDS1072,AB,1962,2015,277,272,5.0,4.7,12.84,14.61,0,N,0,00 11 14.40,+14 35 34.4,00 11 14.40,+14 35 34.4,-3098000179975871033,-5438323781079290594
00113+0905,PLQ   2,0,1891,2015,233,234,24.8,24.9,9.34,12.5,+08   12,0,0,00 11 18.55,+09 05 20.5,00 11 18.55,+09 05 20.5,5026098557690340442,-4070012162315691044
00113+0625,GWP  27,0,1955,2016,84,83,10.1,10.1,18.7,18.9,0,N,0,00 11 16.80,+06 25 17.0,00 11 16.80,+06 25 17.0,-1012428024512091050,4285139744004867471
00113+0404,BAL2074,0,1909,2015,293,303,3.2,2.9,11.3,11.4,0,0,0,00 11 17.66,+04 04 41.5,00 11 17.66,+04 04 41.5,101741095313344389,-1886488670561444380
00113-1850,GWP  26,0,1951,2015,71,71,82.8,82.9,13.74,15.39,0,V,0,00 11 16.47,-18 50 01.0,00 11 16.47,-18 50 01.0,936233723709857279,-6739450939522120603
00113-2045,LDS   1,0,1952,2016,168,170,9.0,8.6,11.8,14.35,0,NV,0,00 11 17.64,-20 43 30.7,00 11 17.64,-20 43 30.7,-238860967074204610,-724217673273031726
00113-4022,RST1180,0,1931,2016,50,56,1.0,1.3,7.82,11.61,-41   28,0,0,00 11 17.85,-40 22 21.7,00 11 17.85,-40 22 21.7,8783117126951339087,394759220740308764
00113-7558,KPP2793,0,2015,2016,152,152,2.8,2.8,15.41,16.78,0,T,0,00 11 17.79,-75 58 01.5,00 11 17.79,-75 58 01.5,4772937273001616154,-3095989016066037913
00114+6330,STI  16,0,1908,2016,280,280,14.9,15.3,10.24,12.36,+62   13,0,0,00 11 20.98,+63 30 23.9,00 11 20.98,+63 30 23.9,-7143885264305482206,2652045015235032486
00114+5850,SKW   1,"Aa,Ab",1996,2003,242,253,0.1,0.0,15.0,19.0,0,NO,0,00 11 25.83,+58 49 28.6,00 11 25.83,+58 49 28.6,-8890297291566008595,-1844357800435736255
00114+5850,LGG   1,AB,1991,1992,0,3,6.0,5.5,14.3,16.0,0,N  K,0,00 11 25.83,+58 49 28.6,00 11 25.83,+58 49 28.6,-4968483029727624579,-7718604097824665775
00114+5205,ES   40,AB,1901,2020,90,72,4.0,4.4,9.49,12.5,+51   18,0,0,00 11 24.89,+52 04 35.5,00 11 24.89,+52 04 35.5,2300220939392630986,4716152043841027974
00114+5205,HJ 1004,AC,1902,2019,317,315,23.5,25.4,9.49,10.49,0,0,0,00 11 24.89,+52 04 35.5,00 11 24.89,+52 04 35.5,-3956776595101460771,-3414280183806916704
00114+4710,TDS1336,0,1991,2019,18,18,0.5,0.6,10.77,11.01,+46   17,0,0,00 11 25.64,+47 09 31.2,00 11 25.64,+47 09 31.2,-4440562189051526999,-6979812948727620505
00114+3027,LAF  22,0,2005,2005,12,12,2.5,2.5,6.3,21.2,+29   14,K,0,00 11 22.44,+30 26 58.5,00 11 22.44,+30 26 58.5,9069044824371329311,4097691479998504197
00114-4049,BVD  63,AB,1898,2015,126,126,68.6,68.6,10.62,10.75,0,W,0,00 11 24.78,-40 48 39.3,00 11 24.78,-40 48 39.3,5608478456325402271,-7238324446766339784
00114-4701,RST   2,0,1928,2016,146,67,0.3,0.6,11.0,11.3,-47   31,0,0,00 11 22.00,-47 01 12.7,00 11 22.00,-47 01 12.7,5728330728916246946,4096684895476809114
00115+5521,STI1294,0,1917,2015,16,19,10.6,10.0,12.17,12.04,0,0,0,00 11 30.15,+55 21 19.5,00 11 30.15,+55 21 19.5,-7399742077845256286,-1096246834138961702
00115+3556,HDS  24,"Aa,Ab",2013,2013,122,122,0.1,0.1,10.3,10.3,0,0,0,00 11 29.42,+35 55 51.9,00 11 29.42,+35 55 51.9,-789661540942369811,4654147785180132688
00115+3556,HDS  24,AB,1991,2013,4,349,0.4,0.5,9.56,12.98,+35   18,0,0,00 11 29.42,+35 55 51.9,00 11 29.42,+35 55 51.9,7566332855159240230,-6341889590509695049
00115+3036,LDS3136,0,1960,2016,193,195,19.0,19.3,16.5,17.0,0,0,0,00 11 32.62,+30 36 46.7,00 11 32.62,+30 36 46.7,4758088662581371484,-5592126609640336826
00115+2949,MLB 441,AB,1895,2021,1,359,14.9,14.3,10.18,10.47,+29   15,0,0,00 11 27.88,+29 48 54.1,00 11 27.88,+29 48 54.1,-4195255663905487122,-8645915974695287692
00115+2949,MLB 441,AC,1997,2021,348,351,50.7,50.5,10.18,12.29,0,UW,0,00 11 27.88,+29 48 54.1,00 11 27.88,+29 48 54.1,-5444903332884125085,4836355823920155712
00115+2949,MLB 441,BC,1926,2021,351,348,38.5,36.1,10.47,12.29,0,UW,0,00 11 27.85,+29 49 08.2,00 11 27.85,+29 49 08.2,5089838044700244381,-338342599672707609
00115+2949,MLB 441,CD,1926,2021,141,139,5.3,6.4,11.4,12.9,0,UW,0,00 11 27.04,+29 49 43.5,00 11 27.04,+29 49 43.5,-6223041770068046318,-6702043850485523200
00115+2936,HO    1,0,1884,2016,169,158,1.0,1.3,9.83,10.27,+28   13,V,0,00 11 27.83,+29 36 08.5,00 11 27.83,+29 36 08.5,-6812616918061216748,1061030136238943268
00115+2521,KPP  50,0,1997,2015,177,177,3.9,3.9,13.5,15.4,0,V,0,00 11 30.92,+25 21 23.3,00 11 30.92,+25 21 23.3,4893212987697639702,7090604054688950438
00115+1940,COU 248,AB,1968,2016,325,319,1.5,2.0,9.78,12.8,+18    9,TW,0,00 11 30.76,+19 39 36.7,00 11 30.76,+19 39 36.7,2717997615352008332,5834632420940221575
00115+1648,LDS3137,0,1960,2015,352,352,158.0,158.1,13.63,17.97,0,0,0,00 11 36.26,+16 48 11.7,00 11 36.26,+16 48 11.7,-8852282977078493776,8664164197722144297
00115-2126,KPP2629,0,1981,2015,102,102,24.2,24.3,12.38,15.0,0,V,0,00 11 28.65,-21 26 19.6,00 11 28.65,-21 26 19.6,7238403257381416646,8488977653388454580
00115-4938,HJ 3352,0,1834,2016,308,302,3.0,6.6,9.24,10.75,-50   29,0,0,00 11 30.83,-49 37 45.5,00 11 30.83,-49 37 45.5,669637346606829833,-3329090361307302591
00115-5545,HDS  25,0,1991,2023,80,71,0.2,0.1,8.86,9.66,-56   29,0,0,00 11 31.43,-55 44 58.8,00 11 31.43,-55 44 58.8,-3054760376204521391,-7646818258462683587
00116+6356,MLB 183,0,1921,2016,95,96,2.9,3.0,10.11,12.1,+63    8,0,0,00 11 35.07,+63 56 03.9,00 11 35.07,+63 56 03.9,13240908716224233,-2077639134371142793
00116+5945,BU  254,AB,1875,2016,238,237,7.4,7.3,7.9,11.9,+58   12,0,0,00 11 33.36,+59 45 43.7,00 11 33.36,+59 45 43.7,-1941790278326027657,6316072849119519363
00116+5945,BU  254,AC,1893,2016,241,240,38.2,36.4,7.9,13.24,0,0,0,00 11 33.36,+59 45 43.7,00 11 33.36,+59 45 43.7,-7711500503614463216,9022622276297278773
00116+5813,ARY   9,0,1910,2016,82,83,136.7,138.8,7.11,8.61,+57   28,U,0,00 11 37.15,+58 12 42.6,00 11 37.15,+58 12 42.6,7403406763822629817,-6076151009224182604
00116+5628,STI1293,0,1917,2015,5,3,13.5,13.6,11.5,12.49,0,0,0,00 11 30.21,+56 28 51.4,00 11 30.21,+56 28 51.4,-3597177622788236206,4948541890299952142
00116+5558,STF   7,0,1831,2018,217,210,1.3,1.3,7.99,8.46,+55   15,0,0,00 11 38.91,+55 57 40.9,00 11 38.91,+55 57 40.9,-33944442080533829,-8405454265445621164
00116-0210,RST4141,0,1939,2018,355,7,0.6,0.8,10.71,10.86,-02   15,0,0,00 11 38.30,-02 09 05.1,00 11 38.30,-02 09 05.1,8842869230161619888,5311258492075570931
00116-0305,STF   8,0,1821,2020,289,292,9.0,8.0,7.84,9.26,-03   14,N,0,00 11 35.21,-03 04 40.9,00 11 35.21,-03 04 40.9,-4057055762793236976,7413595233378087641
00116-1749,B  2512,0,1932,2016,21,22,1.1,0.9,11.9,12.6,0,0,0,00 11 31.69,-17 48 26.1,00 11 31.69,-17 48 26.1,-1603145024900362302,-3150395469151752439
00116-2748,LDS2099,0,1954,2010,292,289,45.5,44.2,5.41,21.0,-28   26,N,0,00 11 34.42,-27 47 59.2,00 11 34.42,-27 47 59.2,5043533500560189338,8899916543394043890
00116-5855,KPP2836,0,1999,2016,327,327,11.9,12.0,8.97,17.93,0,T,0,00 11 33.08,-58 54 35.4,00 11 33.08,-58 54 35.4,-718815622370926990,-4982888361399050674
00116-8031,TDS1337,0,1991,2016,36,35,0.7,1.1,11.58,12.03,-81    3,0,0,00 11 35.68,-80 31 16.8,00 11 35.68,-80 31 16.8,600199473299500096,2902283556963062837
00117+6145,TDS1338,0,1991,2007,105,111,0.4,0.5,9.88,10.21,+60    4,0,0,00 11 39.34,+61 45 00.9,00 11 39.34,+61 45 00.9,6981396426530482371,6715555425659632284
00117+0412,HDO   3,0,1906,2015,109,111,25.0,23.4,9.97,13.8,+03   18,0,0,00 11 44.21,+04 12 26.6,00 11 44.21,+04 12 26.6,-1025667435696611757,9162792206099494817
00117+0323,FMR  29,0,1951,2016,9,9,6.9,6.8,16.5,16.5,0,NV,0,00 11 41.93,+03 23 10.9,00 11 41.93,+03 23 10.9,130760513473507938,1306922057333768229
00117-0942,HDS  26,0,1991,2021,84,76,0.6,0.7,8.7,11.84,-10   16,0,0,00 11 40.76,-09 42 10.0,00 11 40.76,-09 42 10.0,1579184407791351019,1019437024213510033
00117-3607,KPP2666,0,2015,2016,162,162,2.0,2.0,15.03,17.44,0,T,0,00 11 41.46,-36 06 57.0,00 11 41.46,-36 06 57.0,-8187083978939703153,1447955974915095323
00117-3914,TOK 942,0,2023,2023,289,289,0.6,0.6,9.6,13.8,-39   31,R,0,00 11 41.65,-39 13 47.8,00 11 41.65,-39 13 47.8,5603759087815969219,-7183748485050889164
00118+6608,STT   1,0,1846,2021,207,213,1.4,1.6,7.45,9.47,+65   13,T,0,00 11 50.44,+66 07 34.8,00 11 50.44,+66 07 34.8,-1612642304411518819,8177220700011996395
00118+5822,STI1295,0,1911,2016,75,58,2.2,3.1,12.6,13.2,0,0,0,00 11 45.86,+58 22 38.9,00 11 45.86,+58 22 38.9,-4805107936847268063,-1231353101392289526
00118+5429,HEI 417,AB,1984,2015,62,59,4.7,4.3,11.5,13.5,0,0,0,00 11 48.54,+54 28 49.7,00 11 48.54,+54 28 49.7,6477773284709799948,-8544819026946369098
00118+5429,HEI 417,AC,1984,2015,33,31,8.6,8.5,11.5,11.5,0,0,0,00 11 48.54,+54 28 49.7,00 11 48.54,+54 28 49.7,1165072464808143013,-1382755716937031152
00118+5140,HJ 1005,0,1828,2015,280,282,7.0,13.9,11.95,12.14,0,L,0,00 11 51.82,+51 40 20.1,00 11 51.82,+51 40 20.1,7950728876634401120,-8342477113401014867
00118+4343,UC  333,0,1998,2015,202,203,84.8,83.3,15.9,16.5,0,V,0,00 11 47.46,+43 42 45.4,00 11 47.46,+43 42 45.4,-7475361438204988964,4202365176683843789
00118+3919,LDS3138,0,1960,2017,270,270,45.0,45.7,12.86,14.39,0,V,0,00 11 50.18,+39 19 36.5,00 11 50.18,+39 19 36.5,8147529661437317731,-4150117124142865482
00118+3855,ALI 717,0,1928,2015,334,342,8.7,7.8,13.4,13.4,0,0,0,00 11 47.41,+38 55 48.4,00 11 47.41,+38 55 48.4,-2178963790945594571,3904943734256559654
00118+3608,BU 1340,0,1903,2016,235,232,4.6,5.0,10.1,12.8,+35   21,0,0,00 11 56.48,+36 08 55.2,00 11 56.48,+36 08 55.2,-8182580792526832810,-3268577861365719407
00118+2825,BU  255,0,1875,2020,99,64,0.4,0.4,7.88,8.97,+27   12,O,0,00 11 50.13,+28 25 24.0,00 11 50.13,+28 25 24.0,-6537858480507464013,-4547788747242474048
00118+1952,HJ 1943,AB,1830,2018,237,237,10.0,12.2,10.03,11.5,+19   15,0,0,00 11 47.41,+19 51 25.0,00 11 47.41,+19 51 25.0,319831864079310293,1887232839730953697
00118+1952,HJ 1943,AC,1912,2018,50,48,14.0,15.3,10.03,13.7,0,U,0,00 11 47.41,+19 51 25.0,00 11 47.41,+19 51 25.0,791052754099934991,6289364914150408527
00118+1952,HJ 1943,AD,1912,2018,248,248,56.0,55.6,10.03,13.89,0,U,0,00 11 47.41,+19 51 25.0,00 11 47.41,+19 51 25.0,4958059003763275364,-2345818452597876098
00118-2547,KPP  51,0,1998,2016,279,278,3.7,3.8,13.7,15.3,0,V,0,00 11 46.36,-25 47 29.5,00 11 46.36,-25 47 29.5,1022461445661906705,-2730058821593266770
00118-3603,UC  334,0,1998,2015,155,155,65.6,65.7,15.9,16.0,0,V R,0,00 11 47.89,-36 02 42.9,00 11 47.89,-36 02 42.9,8024523551982763440,9137177915094020370
00119+7855,TDS1339,0,1991,1991,290,290,0.5,0.5,10.9,11.06,0,X,0,00 11 56.26,+78 54 52.0,00 11 56.26,+78 54 52.0,-456691777242202443,-7444621950976751127
00119+6621,HJL   1,0,1894,2016,351,350,30.9,31.0,10.1,11.01,+65   14,V,0,00 11 54.91,+66 21 09.7,00 11 54.91,+66 21 09.7,-4929214381010703785,-7541850284716633150
00119+3850,FMR 176,0,1998,2016,331,331,5.9,5.9,14.2,15.6,0,V,0,00 11 51.45,+38 50 28.8,00 11 51.45,+38 50 28.8,-4905253489697005186,-3969513453839162078
00119+2531,POU   8,0,1891,2016,287,278,18.4,22.3,11.31,13.03,0,0,0,00 11 49.18,+25 31 08.3,00 11 49.18,+25 31 08.3,1173572750482036849,-1294406502147206462
00119+2524,KPP   2,0,1992,2016,52,56,6.5,5.3,19.6,20.1,0,V,0,00 11 54.93,+25 23 31.9,00 11 54.93,+25 23 31.9,-1632978278579513412,-7864436103354957624
00119-1212,BRT2621,0,1901,2016,247,247,3.0,3.2,11.36,12.07,-13   19,0,0,00 11 51.94,-12 11 38.6,00 11 51.94,-12 11 38.6,7373544690072553920,-3715367487452473975
00119-3533,GKM9003,"Aa,Ab",2022,2023,125,137,0.1,0.1,9.3,11.2,0,WR,0,00 11 50.97,-35 32 49.1,00 11 50.97,-35 32 49.1,-4647978291923607125,-1814427968538453554
00119-7529,JSP   2,0,1893,2016,289,295,4.8,4.9,7.69,11.49,-76   11,0,0,00 11 55.38,-75 28 36.6,00 11 55.38,-75 28 36.6,-1537507073591802552,1596322833832080182
00120+5756,STI1296,0,1911,2015,270,278,10.5,9.9,10.38,13.4,0,0,0,00 11 56.70,+57 56 17.5,00 11 56.70,+57 56 17.5,6430994813837604798,-5198255640058505495
00120-1600,ARA   8,0,1916,2016,136,133,10.7,10.7,11.5,12.1,0,0,0,00 12 02.66,-15 59 46.3,00 12 02.66,-15 59 46.3,-1309672613404943656,1217203469157908255
00120-2013,CVR 306,0,1998,2016,137,137,20.7,20.6,17.8,19.0,0,V R,0,00 11 56.85,-20 12 20.2,00 11 56.85,-20 12 20.2,6193511801857687429,-8497559073013511261
00121+6826,MLR 281,0,1971,2016,229,219,0.8,1.1,9.0,12.4,+67    5,0,0,00 12 04.19,+68 25 31.0,00 12 04.19,+68 25 31.0,-7831371924859366373,8000001308879361688
00121+6639,TOI1624,0,2015,2016,312,312,21.0,21.0,10.6,19.7,0,0,0,00 12 05.18,+66 39 02.0,00 12 05.18,+66 39 02.0,2124387204284912480,2359041699367513748
00121+5337,BU 1026,AB,1888,2021,330,324,0.5,0.3,7.25,8.46,0,NO,0,00 12 08.05,+53 37 26.1,00 12 08.05,+53 37 26.1,229304182067433971,-4363204472915486538
00121+5337,CHR   1,AC,1982,2001,0,298,0.4,0.3,7.25,0.0,+52   19,N,0,00 12 08.05,+53 37 26.1,00 12 08.05,+53 37 26.1,-2385686350846287690,-6566419265308427132
00121+4704,FMR 177,0,1953,2015,289,290,9.7,9.6,14.8,18.3,0,V,0,00 12 06.75,+47 04 10.3,00 12 06.75,+47 04 10.3,8446318484671474380,9000626378553693502
00121+3328,COU 649,AB,1971,2016,347,351,0.6,0.6,11.25,10.9,+32   14,0,0,00 12 07.71,+33 30 09.3,00 12 07.71,+33 30 09.3,484955321826170563,-6292377908831242304
00121+3328,COU 649,AC,1894,2015,269,272,24.9,26.5,11.25,12.11,0,U,0,00 12 07.71,+33 30 09.3,00 12 07.71,+33 30 09.3,-8412424691545131729,-8368379509641097896
00121+3327,GII  13,0,1954,2015,61,59,8.2,8.2,12.5,13.9,0,NV,0,00 12 04.41,+33 27 13.6,00 12 04.41,+33 27 13.6,-6890721440815780465,1175835101218214471
00121+1137,KPP3128,0,2008,2016,227,227,3.0,3.2,12.28,16.22,0,T,0,00 12 03.58,+11 36 43.4,00 12 03.58,+11 36 43.4,1611532134648952352,2412325845780087615
00121+0203,CVR 307,0,1998,2016,78,78,22.8,22.8,15.0,18.5,0,V R,0,00 12 02.77,+02 03 02.0,00 12 02.77,+02 03 02.0,-4147515085375316093,7748593312074830398
00121-4028,LDS   2,0,1964,2016,289,288,12.1,12.7,14.0,14.7,0,0,0,00 12 01.56,-40 28 41.4,00 12 01.56,-40 28 41.4,7072386746248834284,5979647168893481398
00121-5832,RST4739,0,1942,2023,283,240,0.3,0.2,8.44,8.61,-59   10,O,0,00 12 05.19,-58 31 29.3,00 12 05.19,-58 31 29.3,-8159838460604466800,568338706065331357
00122+5424,HEI 418,0,1984,2015,35,37,3.3,3.2,10.5,11.0,0,0,0,00 12 11.87,+54 24 20.6,00 12 11.87,+54 24 20.6,-5922926842164549872,1406874956651095378
00122+4647,A   802,0,1904,2016,338,134,0.2,0.1,9.7,10.35,+45   23,NO,0,00 12 10.31,+46 46 29.7,00 12 10.31,+46 46 29.7,-5998180565023873565,-7176546637211846728
00122+2936,CBL 563,0,1997,2016,151,151,12.5,12.5,12.2,16.2,0,V,0,00 12 09.10,+29 35 45.2,00 12 09.10,+29 35 45.2,7053413054395507091,-7430080501770004155
00122+1720,J   182,0,1910,2016,34,37,3.7,4.4,10.49,13.2,+16    9,0,0,00 12 08.05,+17 19 40.8,00 12 08.05,+17 19 40.8,-4793481193295027894,-7253463948773188969
00122-0854,KPP 596,0,1999,2015,133,133,5.5,5.5,13.2,13.4,0,V,0,00 12 14.24,-08 53 46.3,00 12 14.24,-08 53 46.3,3672520857918905038,-6668063270257184507
00122-7733,TDS1340,0,1991,1991,5,5,1.0,1.0,11.83,12.04,0,X,0,00 12 10.12,-77 33 13.2,00 12 10.12,-77 33 13.2,4506755943805188746,-7893719752817732019
00123+6143,KPP4410,0,2012,2016,276,280,2.0,2.0,14.4,14.5,0,T,0,00 12 18.41,+61 42 41.5,00 12 18.41,+61 42 41.5,-3218818234064457026,-6652310385824313529
00123+5702,NSN 503,0,2015,2016,190,190,1.5,1.5,17.43,17.0,0,T,0,00 12 18.74,+57 01 41.2,00 12 18.74,+57 01 41.2,-7784917728610007016,-4916405938342379118
00123-2416,VOU  22,0,1933,1991,231,215,0.8,0.7,10.92,11.24,-24   39,0,0,00 12 15.31,-24 16 02.8,00 12 15.31,-24 16 02.8,3292895402937410504,-6589055022475459213
00123-2502,LDS2100,0,1952,2016,103,102,56.7,60.0,16.2,18.3,0,U,0,00 12 14.46,-25 00 46.1,00 12 14.46,-25 00 46.1,-4159607443263431684,8714701940598519507
00123-2729,LDS2101,0,1954,2017,64,57,5.0,1.9,16.0,19.8,0,X,!,00 12 18.00,-27 29 00.0,00 12 18.00,-27 29 00.0,3384100103914706694,4295365142871112540
00123-3128,PRO   1,0,1910,2015,180,178,14.9,16.7,9.79,11.59,-32   41,0,0,00 12 20.24,-31 27 59.3,00 12 20.24,-31 27 59.3,3219365257494871500,-1832730289446999487
00124+8312,HJ 1942,0,1831,2015,340,326,18.0,25.5,8.92,12.7,+82    2,0,0,00 12 26.99,+83 11 44.0,00 12 26.99,+83 11 44.0,-6863984807669289496,-6789746181237238274
00124+4558,HDS  27,AB,1991,2014,91,132,0.1,0.2,8.66,9.89,+45   24,X,0,00 12 26.38,+45 57 34.6,00 12 26.38,+45 57 34.6,227109535760134031,-4935057701044185859
00124+4558,HDS  27,AC,2014,2014,121,121,2.0,2.0,8.66,0.0,0,0,0,00 12 26.38,+45 57 34.6,00 12 26.38,+45 57 34.6,-4169267329434301488,3803509119321298052
00124-2039,ARA1250,0,1923,2016,75,39,5.9,4.4,12.0,13.7,0,U,0,00 12 22.44,-20 39 09.1,00 12 22.44,-20 39 09.1,-8469852032479594975,-3163253217732192386
00124-2113,LDS2102,0,1952,2016,324,323,30.0,30.9,11.18,18.0,0,0,0,00 12 20.97,-21 12 05.8,00 12 20.97,-21 12 05.8,1854335420256641485,3663773008633681632
00124-3523,NSN  41,0,2015,2016,51,51,1.0,1.0,17.28,18.48,0,T,0,00 12 26.69,-35 22 58.5,00 12 26.69,-35 22 58.5,848439223816680217,2339959769376830288
00125+7824,LOC 125,0,2000,2016,126,126,26.1,26.0,17.4,18.1,0,T,0,00 12 28.28,+78 24 00.0,00 12 28.28,+78 24 00.0,879336581029512340,-4665034567292533424
00125+5415,TDS1341,0,2016,2016,307,307,1.3,1.3,11.2,15.2,0,0,0,00 12 27.80,+54 15 07.5,00 12 27.80,+54 15 07.5,-3394586320823091339,-3998155875711538774
00125+4625,D     1,0,1875,2024,74,74,13.0,13.8,9.66,10.35,+45   32,0,0,00 13 28.96,+46 25 01.8,00 13 28.96,+46 25 01.8,7780540427152291726,-3223431381829750831
00125-0534,GIC9002,0,2015,2015,109,109,1.3,1.3,16.7,17.0,0,0,0,00 12 32.18,-05 33 32.1,00 12 32.18,-05 33 32.1,2268896225176169272,-4543162735923807449
00125-3219,B  1023,0,1928,2023,97,162,0.4,0.4,9.51,10.86,-33   42,O,0,00 12 30.94,-32 19 15.0,00 12 30.94,-32 19 15.0,-3007088777982473505,-7390252219548932657
00126+5455,STI1297,0,1983,2015,33,33,12.6,12.4,11.05,11.85,0,0,0,00 12 32.66,+54 55 03.1,00 12 32.66,+54 55 03.1,-8724404216577741275,-3608111565477598753
00126+5443,HEI 419,0,1984,2015,208,210,3.0,3.7,13.5,13.7,0,0,0,00 12 34.85,+54 43 07.6,00 12 34.85,+54 43 07.6,-8257511374978479622,-241193782868278866
00126+4442,HDS  28,0,1991,2016,29,38,0.8,0.8,6.64,9.72,+43   20,0,0,00 12 34.16,+44 42 25.9,00 12 34.16,+44 42 25.9,4865866422007698644,8203568793683488247
00126+4419,LSC   5,0,2014,2019,315,314,0.6,0.6,7.0,11.9,+43   22,0,0,00 12 35.81,+44 18 58.7,00 12 35.81,+44 18 58.7,940328456649420741,-4206072139939241710
