PGC,RAJ2000,DEJ2000,OType,MType,logD25,logR25,PA,ANames
479387,00 00 35.5,-49 12 04,G,,0.49,0.24,175.0,
474698,00 00 35.5,-49 38 32,G,,0.47,0.18,16.0,
1985047,00 00 35.5,+32 11 37,G,,0.52,0.16,156.0,
503903,00 00 35.5,-47 16 50,G,,0.45,0.34,23.0,
40,00 00 35.6,-01 45 49,G,,0.91,0.16,133.0,MCG0-01-017           CGCG382-17
2004148,00 00 35.6,+32 35 51,G,,0.42,0.04,,
715490,00 00 35.6,-30 34 57,G,,0.42,0.22,112.0,
502600,00 00 35.7,-47 21 37,G,,0.33,0.06,172.0,
51,00 00 35.7,-40 34 32,GM,,0.73,0.48,37.0,(ESO293-28)           ESO-LV2930280         DUKST348-83
494625,00 00 35.7,-47 51 35,G,,0.58,0.3,56.0,
689030,00 00 35.8,-32 36 36,G,,0.42,0.3,36.0,
733613,00 00 35.8,-29 04 56,G,,0.64,0.43,59.0,
598401,00 00 35.8,-39 25 09,G,,0.54,0.35,33.0,
620725,00 00 35.8,-37 35 34,G,,0.57,0.59,104.0,
579991,00 00 35.8,-41 00 48,G,,0.36,0.07,172.0,
893680,00 00 35.9,-16 46 36,G,,0.66,0.22,135.0,NPM1G-17.0527
850043,00 00 35.9,-19 49 12,G,,0.35,0.14,178.0,
513192,00 00 36.0,-46 35 20,G,,0.6,0.5,34.0,
636509,00 00 36.1,-36 27 36,G,,0.6,0.27,168.0,
1105474,00 00 36.2,-01 57 29,G,,0.44,0.05,23.0,
573231,00 00 36.2,-41 40 44,G,,0.52,0.19,80.0,
903823,00 00 36.2,-15 59 30,G,,0.44,0.13,161.0,
2090329,00 00 36.2,+36 58 10,G,,0.56,0.25,174.0,
778895,00 00 36.4,-25 26 48,G,,0.46,0.31,144.0,
1050397,00 00 36.4,-05 01 08,G,,0.43,0.19,133.0,
1963982,00 00 36.4,+31 46 42,G,,0.57,0.14,84.0,
698944,00 00 36.5,-31 56 55,G,,0.6,0.22,65.0,
750348,00 00 36.5,-27 45 10,G,,0.42,0.24,145.0,
422217,00 00 36.6,-54 09 43,G,,0.31,0.01,,
1220372,00 00 36.6,+02 14 01,G,,0.37,0.11,165.0,
469625,00 00 36.6,-50 07 37,G,,0.38,0.11,42.0,
1034178,00 00 36.7,-06 19 24,G,,0.67,0.5,36.0,
1572685,00 00 36.7,+18 51 36,G,,0.52,0.08,109.0,
832318,00 00 36.7,-21 07 36,G,,0.6,0.52,24.0,
124797,00 00 36.9,-38 49 42,G,,,,,LCRSB235802.9-390623
372530,00 00 36.9,-59 17 28,G,,0.46,0.24,136.0,
2040014,00 00 37.0,+33 51 23,G,,0.34,0.03,,
512832,00 00 37.1,-46 36 57,G,,0.45,0.23,50.0,
424044,00 00 37.2,-53 59 18,G,,0.44,0.25,176.0,
970765,00 00 37.2,-11 02 08,G,,0.47,0.25,174.0,
878701,00 00 37.3,-17 42 49,G,,0.36,0.08,165.0,
859732,00 00 37.3,-19 06 12,G,,0.54,0.42,62.0,
52,00 00 37.4,+36 10 54,G,,0.53,0.19,100.0,KUG2358+359.9-390623  NPM1G+35.0494
55,00 00 37.4,+33 36 05,G,Sc,0.89,0.48,11.0,UGC12898              KAZ237
404005,00 00 37.4,-56 00 24,G,,0.5,0.26,86.0,
721260,00 00 37.4,-30 06 43,G,,0.58,0.36,104.0,
124798,00 00 37.6,-38 03 11,G,,,,,LCRSB235803.6-381953
409058,00 00 37.7,-55 28 20,G,,0.55,0.15,22.0,
900251,00 00 37.7,-16 16 25,G,,0.33,0.04,,
507556,00 00 37.9,-47 01 41,G,,0.49,0.41,96.0,
618004,00 00 37.9,-37 45 56,G,,0.52,0.21,30.0,
1035837,00 00 38.0,-06 10 56,G,,0.41,0.13,90.0,
54,00 00 38.0,+28 23 05,GM,Sab,1.06,0.47,8.0,UGC12897              MCG5-01-020           CGCG499-32            CGCG498-60            HCG99A
1762552,00 00 38.1,+26 05 59,G,,0.32,0.08,94.0,
515301,00 00 38.2,-46 24 49,G,,0.61,0.08,172.0,
1427699,00 00 38.2,+13 18 19,G,,0.42,0.19,65.0,
3095389,00 00 38.2,-00 18 08,G,,,,,
53,00 00 38.2,+20 03 32,G,Sd,0.83,0.12,126.0,UGC12895              KUG2358+197
2036446,00 00 38.3,+33 39 18,G,,0.57,0.11,107.0,
282719,00 00 38.4,-68 53 37,G,,0.41,0.04,,
863950,00 00 38.4,-18 46 11,G,,0.54,0.31,138.0,
143143,00 00 38.5,-33 10 50,G,,0.68,0.19,66.0,
228325,00 00 38.5,-80 11 07,G,,0.5,0.2,164.0,
351111,00 00 38.6,-61 55 16,G,,0.34,0.03,,
512418,00 00 38.7,-46 39 04,G,,0.69,0.04,,
1757886,00 00 38.7,+25 58 54,G,,0.41,0.22,7.0,
616816,00 00 38.7,-37 50 31,G,,0.34,0.11,150.0,
408948,00 00 38.9,-55 29 01,G,,0.57,0.37,136.0,
3098477,00 00 39.1,+02 55 03,G,,0.48,0.0,,
1154129,00 00 39.4,-00 00 49,G,,0.63,0.47,159.0,
1210219,00 00 39.4,+01 55 08,G,,0.5,0.31,175.0,
143144,00 00 39.4,-30 59 13,G,,,,,DUKST409-33
595603,00 00 39.4,-39 39 30,G,,0.51,0.43,81.0,
819183,00 00 39.5,-22 06 11,G,,0.46,0.07,60.0,
1310857,00 00 39.5,+06 57 23,G,,0.55,0.11,107.0,
1016190,00 00 39.5,-07 36 09,G,,0.33,0.05,109.0,
931916,00 00 39.5,-13 53 00,G,,0.61,0.58,137.0,
580835,00 00 39.7,-40 56 10,G,,0.35,0.12,71.0,
877643,00 00 39.7,-17 46 44,G,,0.66,0.46,170.0,
475921,00 00 39.8,-49 31 43,G,,0.63,0.67,51.0,
969263,00 00 39.9,-11 09 28,G,,0.54,0.19,104.0,NPM1G-11.0581
1124629,00 00 40.0,-01 11 29,G,,0.38,0.18,63.0,
1888270,00 00 40.0,+30 03 05,G,,0.54,0.07,21.0,
619134,00 00 40.0,-37 41 38,G,,0.35,0.06,122.0,
759773,00 00 40.0,-27 06 12,G,,0.77,0.61,65.0,
502879,00 00 40.0,-47 20 37,G,,0.52,0.23,112.0,
1497114,00 00 40.0,+15 56 53,G,,0.5,0.1,34.0,
361536,00 00 40.1,-60 39 40,G,,0.52,0.4,137.0,
1831512,00 00 40.1,+28 17 13,G,,0.6,0.3,150.0,
418839,00 00 40.2,-54 29 50,G,,0.36,0.18,22.0,
840228,00 00 40.2,-20 32 38,G,,0.54,0.29,68.0,
1646644,00 00 40.3,+21 16 33,G,,0.51,0.1,55.0,
848590,00 00 40.3,-19 55 44,G,,0.52,0.23,50.0,
987992,00 00 40.4,-09 40 22,G,,0.47,0.11,150.0,
3080167,00 00 40.6,-16 34 08,G,,0.81,0.37,159.0,
56,00 00 40.7,-05 47 19,GM,,0.5,0.23,140.0,(VIIIZw495)           NPM1G-06.0626
1026870,00 00 40.9,-06 55 32,G,,0.33,0.05,111.0,
1222938,00 00 40.9,+02 18 52,G,,0.54,0.17,130.0,
1791383,00 00 40.9,+26 53 16,G,,0.5,0.42,139.0,IRASF23580+2636
143145,00 00 40.9,-66 38 01,G,,0.59,0.37,89.0,
748582,00 00 41.0,-27 52 51,G,,0.37,0.07,54.0,
647198,00 00 41.0,-35 34 39,G,,0.53,0.48,124.0,
2272362,00 00 41.2,+45 54 48,G,,0.57,0.4,34.0,
754966,00 00 41.2,-27 26 06,G,,0.76,0.55,5.0,
619178,00 00 41.3,-37 41 29,G,,0.41,0.2,47.0,
1229435,00 00 41.5,+02 31 03,G,,0.65,0.44,56.0,
1814250,00 00 41.6,+27 39 04,G,,0.48,0.14,36.0,
909348,00 00 41.6,-15 34 31,G,,0.45,0.18,18.0,
107663,00 00 41.6,-38 41 52,G,,0.47,0.33,12.0,LCRSB235807.7-385834
755853,00 00 41.6,-27 22 40,G,,0.47,0.11,164.0,
894281,00 00 41.8,-16 44 10,G,,0.35,0.12,18.0,
752477,00 00 41.8,-27 36 27,G,,0.4,0.08,101.0,
732692,00 00 41.8,-29 09 10,G,,0.77,0.27,13.0,
864115,00 00 41.8,-18 45 23,G,,0.69,0.02,,
359383,00 00 41.9,-60 55 25,G,,0.42,0.05,,
354047,00 00 41.9,-61 35 44,G,,0.46,0.11,157.0,
781572,00 00 42.1,-25 12 08,G,,0.69,0.21,57.0,
488348,00 00 42.1,-48 20 55,G,,0.77,0.6,23.0,
1310270,00 00 42.1,+06 55 39,G,,0.55,0.02,,
2039229,00 00 42.1,+33 48 40,G,,0.49,0.1,12.0,
927650,00 00 42.2,-14 12 15,G,,0.59,0.32,140.0,
2070184,00 00 42.2,+35 48 01,G,,0.42,0.1,95.0,
1804818,00 00 42.2,+27 19 56,G,,0.8,0.53,32.0,
750548,00 00 42.2,-27 44 20,G,,0.62,0.31,166.0,
373061,00 00 42.3,-59 13 24,G,,0.46,0.14,87.0,
222371,00 00 42.4,-82 47 54,G,,0.6,0.04,,
376231,00 00 42.4,-58 48 20,G,,0.45,0.23,178.0,
57,00 00 42.4,+28 22 09,GM,SO,0.46,0.09,88.0,HCG99E
107480,00 00 42.4,-41 39 57,G,,,,,LCRSB235808.6-415638
881497,00 00 42.6,-17 32 42,G,,0.43,0.24,138.0,
1762820,00 00 42.7,+26 06 23,G,,0.43,0.18,142.0,
788348,00 00 42.7,-24 35 21,G,,0.67,0.12,137.0,
755470,00 00 42.7,-27 24 14,G,,0.6,0.5,10.0,
2199372,00 00 42.8,+42 27 44,G,,0.41,0.04,,NPM1G+42.0549
170469,00 00 42.8,-72 17 14,G,,0.81,0.22,101.0,
834646,00 00 42.8,-20 57 20,G,,0.52,0.43,75.0,
124799,00 00 43.0,-39 26 12,G,,,,,LCRSB235809.1-394254
1969371,00 00 43.0,+31 53 01,G,,0.59,0.36,65.0,
2794831,00 00 43.1,-39 30 34,G,,,,,
746338,00 00 43.1,-28 03 40,G,,0.4,0.08,146.0,
1507962,00 00 43.1,+16 24 11,G,,0.37,0.09,150.0,
240982,00 00 43.1,-76 13 49,G,,0.54,0.45,125.0,
835476,00 00 43.2,-20 53 52,G,,0.48,0.42,119.0,
1672903,00 00 43.2,+22 36 06,G,,0.44,0.18,24.0,
513042,00 00 43.2,-46 36 04,G,,0.57,0.24,102.0,
374525,00 00 43.3,-59 01 33,G,,0.58,0.24,68.0,
1056613,00 00 43.3,-04 33 13,G,,0.51,0.11,42.0,
593132,00 00 43.3,-39 51 58,G,,0.76,0.56,42.0,
450756,00 00 43.4,-51 56 36,G,,0.48,0.26,153.0,
1829311,00 00 43.5,+28 12 29,G,,0.58,0.08,96.0,
124800,00 00 43.6,-39 22 04,G,,0.36,0.14,133.0,LCRSB235809.8-393847
562548,00 00 43.6,-42 31 03,G,,0.61,0.32,117.0,
1207467,00 00 43.7,+01 50 07,G,,0.36,0.18,152.0,
824856,00 00 43.7,-21 42 05,G,,0.38,0.14,160.0,
1837351,00 00 43.8,+28 29 32,G,,0.58,0.29,154.0,
372414,00 00 43.9,-59 18 22,G,,0.51,0.42,165.0,
771691,00 00 43.9,-26 05 21,G,,0.4,0.07,,
731715,00 00 44.0,-29 14 11,G,,0.5,0.28,165.0,
234291,00 00 44.0,-77 55 27,G,,0.53,0.38,26.0,
58,00 00 44.0,+28 24 06,GM,,0.87,0.15,91.0,MCG5-01-021           CGCG498-61            CGCG499-33            HCG99C
1172352,00 00 44.1,+00 40 23,G,,0.59,0.08,138.0,NPM1G+00.0655
1517171,00 00 44.1,+16 47 41,G,,0.52,0.27,104.0,
950941,00 00 44.2,-12 34 13,G,,0.34,0.1,72.0,
434074,00 00 44.2,-53 06 38,G,,0.5,0.08,140.0,
636319,00 00 44.3,-36 28 33,G,,0.58,0.44,86.0,
706788,00 00 44.3,-31 18 06,G,,0.52,0.18,146.0,
928357,00 00 44.3,-14 08 49,G,,0.4,0.12,24.0,
1070710,00 00 44.3,-03 28 55,G,,0.74,0.21,1.0,NPM1G-03.0718
644799,00 00 44.4,-35 46 15,G,,0.63,0.57,45.0,
1616049,00 00 44.4,+20 05 29,G,,0.49,0.14,130.0,
774152,00 00 44.4,-25 52 12,G,,0.61,0.52,20.0,
750614,00 00 44.4,-27 44 05,G,,0.54,0.31,177.0,
59,00 00 44.5,+36 52 10,G,Sc,0.56,0.12,88.0,KUG2358+36518
547479,00 00 44.5,-43 32 51,G,,0.39,0.04,,
2093369,00 00 44.6,+37 07 09,G,,0.47,0.2,70.0,
220776,00 00 44.7,-83 42 06,G,,0.77,0.78,50.0,
130028,00 00 44.7,-46 23 43,G,SO-a,0.82,0.18,165.0,
270040,00 00 44.8,-71 12 11,G,,0.48,0.32,89.0,
396826,00 00 44.8,-56 49 34,G,,0.52,0.08,133.0,
549310,00 00 44.9,-43 23 41,G,,0.47,0.13,147.0,
2038248,00 00 44.9,+33 45 23,G,,0.52,0.43,158.0,
224405,00 00 44.9,-81 58 03,G,,0.78,0.39,25.0,
636919,00 00 44.9,-36 25 33,G,,0.4,0.19,149.0,
1340445,00 00 44.9,+08 09 29,G,,0.89,0.29,56.0,NPM1G+07.0536
771735,00 00 44.9,-26 05 09,G,,0.34,0.14,54.0,
772136,00 00 44.9,-26 02 55,G,,0.36,0.1,51.0,
573466,00 00 44.9,-41 39 26,G,,0.36,0.16,105.0,
226338,00 00 45.0,-81 03 25,G,,0.43,0.22,118.0,
60,00 00 45.1,+28 22 19,GM,SO-a,0.61,0.2,157.0,HCG99D
915338,00 00 45.1,-15 07 42,G,,0.54,0.13,43.0,
1141833,00 00 45.2,-00 29 58,G,,0.42,0.21,93.0,
475936,00 00 45.2,-49 31 37,G,,0.48,0.33,71.0,
527732,00 00 45.3,-45 20 52,G,,0.56,0.39,118.0,
143146,00 00 45.4,-68 05 18,G,,0.61,0.13,75.0,
848556,00 00 45.4,-19 55 54,G,,0.58,0.17,128.0,
3094159,00 00 45.6,-17 44 39,G,,,,,NPM1G-18.0638
547730,00 00 45.6,-43 31 29,G,,0.37,0.06,96.0,
642035,00 00 45.6,-35 59 54,G,,0.51,0.33,34.0,
771302,00 00 45.8,-26 07 18,G,,0.62,0.09,118.0,
1473503,00 00 45.8,+15 02 05,G,,0.45,0.01,,
1039746,00 00 45.9,-05 50 41,G,,0.42,0.21,125.0,
765060,00 00 45.9,-26 41 18,G,,0.39,0.09,144.0,
329728,00 00 45.9,-63 43 54,G,,0.34,0.08,73.0,
750405,00 00 46.0,-27 44 52,G,,0.49,0.23,174.0,
896314,00 00 46.0,-16 34 52,G,,0.52,0.22,96.0,
554562,00 00 46.1,-43 00 09,G,,0.44,0.35,155.0,
556439,00 00 46.1,-42 52 56,G,,0.54,0.27,52.0,
2607440,00 00 46.2,+60 49 30,G,,0.54,0.5,141.0,
781006,00 00 46.2,-25 15 09,G,,0.43,0.1,147.0,
781771,00 00 46.3,-25 10 59,G,,0.37,0.12,14.0,
1342937,00 00 46.3,+08 15 28,G,,0.56,0.09,180.0,
373836,00 00 46.3,-59 06 58,G,,0.47,0.04,,
849253,00 00 46.3,-19 52 53,G,,0.38,0.18,93.0,
508513,00 00 46.4,-46 57 29,G,,0.45,0.15,8.0,
856595,00 00 46.6,-19 20 19,G,,0.48,0.14,91.0,
1095685,00 00 46.6,-02 18 32,G,,0.63,0.04,,
62,00 00 46.8,-77 34 49,G,Sbc,1.0,0.72,12.0,ESO12-13              ESO-LV120130
736035,00 00 46.8,-28 53 57,G,,0.33,0.07,93.0,
1015445,00 00 46.8,-07 38 42,G,,0.34,0.08,123.0,
714679,00 00 46.9,-30 38 46,G,,0.36,0.14,60.0,
143148,00 00 46.9,-30 23 09,G,,,,,
63,00 00 47.0,+28 24 08,GM,,0.97,0.05,43.0,UGC12899              MCG5-01-022           CGCG498-62            CGCG499-34            HCG99B
1854274,00 00 47.1,+29 03 14,G,,0.4,0.16,101.0,
788372,00 00 47.2,-24 35 13,G,,0.42,0.26,20.0,
707275,00 00 47.3,-31 15 35,G,,0.48,0.09,45.0,
107481,00 00 47.3,-41 26 52,G,,0.42,0.08,26.0,LCRSB235813.5-414335
215025,00 00 47.3,+28 55 59,G,,0.79,0.19,49.0,
2794832,00 00 47.4,-40 24 55,G,,,,,
919164,00 00 47.4,-14 50 50,G,,0.32,0.08,21.0,
732615,00 00 47.4,-29 09 40,G,,0.38,0.17,79.0,
334085,00 00 47.6,-63 15 40,G,,0.33,0.04,,
654593,00 00 47.7,-35 00 14,G,,0.45,0.07,102.0,
938111,00 00 47.8,-13 25 43,G,,0.61,0.43,178.0,
886444,00 00 47.9,-17 14 32,G,,0.64,0.5,118.0,
513388,00 00 48.0,-46 34 27,G,,0.53,0.1,2.0,
891663,00 00 48.0,-16 54 58,G,,0.8,0.25,100.0,
1454005,00 00 48.0,+14 16 37,G,,0.72,0.49,77.0,
718514,00 00 48.0,-30 19 47,G,,0.35,0.15,156.0,
515822,00 00 48.1,-46 22 19,G,,0.38,0.16,79.0,
637550,00 00 48.1,-36 22 32,G,,0.58,0.22,161.0,
736802,00 00 48.1,-28 50 18,G,,0.84,0.68,114.0,
128404,00 00 48.2,-55 11 19,G,Sc,0.82,0.47,161.0,
417164,00 00 48.2,-54 39 54,G,,0.46,0.09,168.0,
868365,00 00 48.2,-18 25 14,G,,0.39,0.11,83.0,
550556,00 00 48.2,-43 17 32,G,,0.59,0.6,60.0,
488536,00 00 48.3,-48 19 57,G,,0.51,0.45,98.0,
1784525,00 00 48.4,+26 40 08,G,,0.39,0.16,38.0,
61,00 00 48.4,-05 34 47,G,SO-a,0.79,0.18,66.0,MCG-1-01-021
1048521,00 00 48.5,-05 09 33,G,,0.35,0.1,137.0,
410613,00 00 48.5,-55 18 46,G,,0.51,0.27,126.0,
923300,00 00 48.5,-14 32 26,G,,0.56,0.18,62.0,
1836058,00 00 48.5,+28 26 59,G,,0.59,0.08,165.0,
501643,00 00 48.6,-47 25 16,G,,0.71,0.22,52.0,
124311,00 00 48.7,-42 01 06,G,,0.5,0.15,80.0,LCRSB235814.8-421748
475693,00 00 48.7,-49 32 55,G,,0.63,0.48,129.0,
742341,00 00 48.7,-28 23 02,G,,0.42,0.25,112.0,
1023662,00 00 48.7,-07 09 12,G,,0.45,0.2,55.0,
733005,00 00 48.9,-29 07 40,G,,0.46,0.2,20.0,
2794833,00 00 48.9,-40 13 19,G,,,,,
736663,00 00 49.0,-28 50 57,G,,0.43,0.19,121.0,
601927,00 00 49.0,-39 05 30,G,,0.36,0.1,142.0,
2111336,00 00 49.0,+37 51 29,G,,0.61,0.42,74.0,
900069,00 00 49.0,-16 17 12,G,,0.56,0.36,95.0,
2445995,00 00 49.1,+53 36 50,G,,0.49,0.18,103.0,
1088521,00 00 49.1,-02 33 51,G,,0.32,0.08,136.0,
143151,00 00 49.2,-48 31 00,G,,0.59,0.11,83.0,
746288,00 00 49.2,-28 03 54,G,,0.53,0.44,131.0,
2794834,00 00 49.2,-39 31 06,G,,,,,
3098476,00 00 49.3,+02 54 14,G,,0.42,0.0,,
92826,00 00 49.3,-32 48 04,G,Sc,0.75,0.7,173.0,FGCE1878
659046,00 00 49.3,-34 40 26,G,,0.53,0.37,163.0,
840956,00 00 49.4,-20 29 41,G,,0.77,0.51,34.0,
1057197,00 00 49.4,-04 30 45,G,,0.49,0.14,119.0,
1197838,00 00 49.5,+01 32 06,G,,0.82,0.25,,
198098,00 00 49.5,-25 53 55,G,,0.6,0.3,47.0,DUKST537-39
1678189,00 00 49.5,+22 54 38,G,,0.4,0.17,18.0,
403827,00 00 49.5,-56 01 29,G,,0.55,0.27,170.0,
389650,00 00 49.6,-57 28 00,G,,0.56,0.42,138.0,
1394066,00 00 49.6,+11 28 02,G,,0.5,0.17,59.0,
1196631,00 00 49.7,+01 29 39,G,,0.45,0.16,64.0,
1453549,00 00 49.7,+14 15 31,G,,0.51,0.34,155.0,
582536,00 00 49.8,-40 46 50,G,,0.58,0.2,111.0,
2067269,00 00 49.8,+35 36 53,G,,0.63,0.36,180.0,
1063549,00 00 49.8,-04 02 57,G,,0.38,0.19,26.0,
561447,00 00 49.8,-42 35 07,G,,0.31,0.07,164.0,
402564,00 00 49.9,-56 09 50,G,,0.44,0.13,70.0,
1876387,00 00 49.9,+29 44 18,G,,0.44,0.12,124.0,
735023,00 00 49.9,-28 58 43,G,,0.5,0.36,120.0,
603199,00 00 49.9,-38 58 28,G,,0.36,0.16,76.0,
623982,00 00 50.0,-37 23 12,G,,0.43,0.05,64.0,
856354,00 00 50.1,-19 21 27,G,,0.54,0.34,40.0,
463831,00 00 50.2,-50 42 07,G,,0.68,0.31,122.0,
463864,00 00 50.2,-50 41 59,G,,0.54,0.13,106.0,
1779143,00 00 50.2,+26 30 54,G,,0.38,0.19,39.0,
825030,00 00 50.2,-21 41 19,G,,0.34,0.05,62.0,
124986,00 00 50.2,-44 03 41,G,,,,,LCRSB235816.4-442023
619896,00 00 50.3,-37 38 42,G,,0.46,0.23,152.0,
1482592,00 00 50.3,+15 21 42,G,,0.46,0.06,139.0,
2606192,00 00 50.3,+60 44 27,G,,0.52,0.39,74.0,
1802691,00 00 50.4,+27 15 45,G,,0.38,0.11,117.0,
804809,00 00 50.4,-23 06 08,G,,0.53,0.19,177.0,
591457,00 00 50.5,-40 00 11,G,,0.54,0.18,96.0,
872053,00 00 50.5,-18 08 59,G,,0.43,0.07,33.0,
1356467,00 00 50.5,+08 55 52,G,,0.72,0.32,94.0,NPM1G+08.0586
486779,00 00 50.5,-48 30 02,G,,0.4,0.21,3.0,
744307,00 00 50.6,-28 13 30,G,,0.43,0.31,26.0,
519087,00 00 50.6,-46 05 36,G,,0.39,0.14,135.0,
465383,00 00 50.6,-50 32 47,G,,0.46,0.32,75.0,
371637,00 00 50.7,-59 24 06,G,,0.72,0.63,41.0,
801350,00 00 50.9,-23 23 46,G,,0.57,0.21,158.0,
846441,00 00 50.9,-20 05 25,G,,0.49,0.2,78.0,
799655,00 00 50.9,-23 33 06,G,,0.71,0.44,112.0,
1045602,00 00 51.0,-05 22 15,G,,0.73,0.64,46.0,
1264131,00 00 51.0,+04 08 46,G,,0.63,0.09,63.0,
1095925,00 00 51.0,-02 18 03,G,,0.67,0.29,92.0,
842905,00 00 51.0,-20 21 11,G,,0.46,0.12,122.0,
1425381,00 00 51.0,+13 12 25,G,,0.46,0.16,132.0,
480071,00 00 51.0,-49 08 12,G,,0.6,0.12,80.0,
307213,00 00 51.1,-66 07 59,G,,0.5,0.38,165.0,
541347,00 00 51.1,-44 03 33,G,,0.4,0.18,78.0,
2059947,00 00 51.2,+35 08 05,G,,0.54,0.12,162.0,
732027,00 00 51.2,-29 12 38,G,,0.37,0.17,106.0,
1081974,00 00 51.3,-02 49 33,G,,0.43,0.16,140.0,
907103,00 00 51.3,-15 44 29,G,,0.49,0.17,35.0,
843222,00 00 51.4,-20 19 54,G,,0.48,0.29,66.0,
73204,00 00 51.5,+10 46 03,G,,0.52,0.22,134.0,KUG2358+10486         NPM1G+10.0610
2796240,00 00 51.6,+57 28 38,G,,0.49,0.36,,ZOAG116.15-4.73
832724,00 00 51.6,-21 05 48,G,,0.7,0.3,70.0,
1178302,00 00 51.6,+00 53 24,G,,0.39,0.05,,
646897,00 00 51.6,-35 35 58,G,,0.47,0.2,109.0,
642478,00 00 51.6,-35 57 36,G,,0.37,0.19,44.0,
854251,00 00 51.6,-19 30 37,G,,0.55,0.23,161.0,
408721,00 00 51.7,-55 30 13,G,,0.54,0.3,157.0,
307116,00 00 51.7,-66 08 41,G,,0.38,0.08,135.0,
671368,00 00 51.7,-33 47 59,G,,0.38,0.22,121.0,
1849372,00 00 51.8,+28 53 50,G,,0.43,0.18,93.0,
425648,00 00 51.8,-53 50 09,G,,0.48,0.29,88.0,
1995566,00 00 51.9,+32 24 33,G,,0.51,0.17,74.0,
280743,00 00 52.0,-69 11 20,G,,0.47,0.31,92.0,
369615,00 00 52.0,-59 40 33,G,,0.54,0.34,54.0,
976371,00 00 52.0,-10 35 13,G,,0.55,0.24,53.0,
989871,00 00 52.2,-09 31 52,G,,0.51,0.37,35.0,
64,00 00 52.2,-35 50 38,G,E,0.82,0.09,119.0,
95439,00 00 52.3,-43 20 00,G,E-SO,0.79,0.27,67.0,
938978,00 00 52.3,-13 21 49,G,,0.42,0.09,84.0,
1064105,00 00 52.4,-04 00 40,G,,0.51,0.36,52.0,
852512,00 00 52.4,-19 38 19,G,,0.45,0.26,110.0,
95440,00 00 52.4,-43 19 57,G,E-SO,0.59,0.27,127.0,
622647,00 00 52.5,-37 28 14,G,,0.47,0.09,6.0,
1500529,00 00 52.6,+16 05 37,G,,0.43,0.08,97.0,
2794835,00 00 52.6,-39 52 51,G,,,,,
789285,00 00 52.7,-24 30 02,G,,0.51,0.15,74.0,
405065,00 00 52.7,-55 53 27,G,,0.47,0.14,118.0,
107664,00 00 52.7,-38 42 29,G,,0.45,0.21,30.0,LCRSB235818.9-385912
2048453,00 00 52.8,+34 23 32,G,,0.47,0.21,83.0,
527080,00 00 52.8,-45 24 41,G,,0.32,0.08,114.0,
1873501,00 00 52.8,+29 39 29,G,,0.59,0.28,104.0,
772867,00 00 52.8,-25 59 15,G,,0.55,0.36,8.0,
124312,00 00 52.9,-41 12 40,G,,0.51,0.07,24.0,LCRSB235819.0-412923
101265,00 00 52.9,-43 23 32,G,SO-a,0.83,0.1,173.0,
715946,00 00 53.0,-30 32 49,G,,0.58,0.17,95.0,
143154,00 00 53.0,-30 07 14,G,,0.65,0.04,,
66,00 00 53.1,-35 59 12,G,E,0.75,0.03,,
124313,00 00 53.1,-41 38 28,G,,0.36,0.13,28.0,LCRSB235819.3-415511
1640785,00 00 53.1,+21 00 37,G,,0.71,0.27,70.0,
95113,00 00 53.3,-43 45 30,G,Sc,0.87,0.61,160.0,
65,00 00 53.3,-47 21 24,G,SO-a,1.12,0.64,155.0,ESO193-9              ESO-LV1930090         FAIRALL623
1085612,00 00 53.3,-02 40 23,G,,0.45,0.12,88.0,
523900,00 00 53.3,-45 41 44,G,,0.3,0.02,,
126720,00 00 53.5,-44 39 33,G,,0.4,0.05,20.0,LCRSB235819.3-445616
960382,00 00 53.5,-11 53 47,G,,0.5,0.21,62.0,
1126384,00 00 53.5,-01 06 56,G,,0.46,0.09,129.0,
143155,00 00 53.5,-46 55 32,G,,0.65,0.35,10.0,
955244,00 00 53.8,-12 16 13,G,,0.42,0.15,29.0,
1685971,00 00 53.8,+23 21 23,G,,0.56,0.36,174.0,
743528,00 00 53.9,-28 17 12,G,,0.39,0.2,176.0,
1979887,00 00 53.9,+32 05 36,G,,0.39,0.03,,
349917,00 00 53.9,-62 02 24,G,,0.52,0.25,34.0,
1951140,00 00 54.0,+31 31 09,G,,0.51,0.17,142.0,
601835,00 00 54.2,-39 05 58,G,,0.43,0.19,73.0,
97568,00 00 54.2,+18 30 22,G,,,,,IRAS23583+1813445616
472884,00 00 54.3,-49 49 00,G,,0.39,0.06,133.0,
1264754,00 00 54.3,+04 11 18,G,,0.57,0.06,167.0,
1071069,00 00 54.3,-03 27 14,G,,0.67,0.06,144.0,
1242487,00 00 54.4,+02 59 05,G,,0.46,0.02,,
1059985,00 00 54.4,-04 18 41,G,,0.85,0.35,25.0,
475280,00 00 54.5,-49 35 20,G,,0.36,0.03,,
1817173,00 00 54.6,+27 45 22,G,,0.5,0.11,40.0,
574763,00 00 54.6,-41 31 26,G,,0.43,0.2,105.0,
1680552,00 00 54.7,+23 03 04,G,,0.48,0.2,84.0,
143156,00 00 54.7,-28 27 48,G,,0.74,0.14,32.0,
95114,00 00 54.8,-43 45 10,G,SO-a,0.69,0.2,22.0,
405860,00 00 54.8,-55 48 17,G,,0.38,0.1,104.0,
682364,00 00 54.8,-33 00 55,G,,0.38,0.11,12.0,
490142,00 00 54.9,-48 11 43,G,,0.48,0.15,60.0,
