PGC,RAJ2000,DEJ2000,OType,MType,logD25,logR25,PA,ANames
114,00 01 34.1,-36 19 01,G,Sa,0.85,0.25,26.0,ESO349-18             ESO-LV3490180
118,00 01 34.1,+15 04 51,G,SBbc,0.84,0.33,3.0,MCG2-01-014           CGCG433-16
648376,00 01 34.2,-35 29 00,G,,0.59,0.46,59.0,
918165,00 01 34.2,-14 55 26,G,,0.56,0.21,138.0,
586903,00 01 34.3,-40 23 37,G,,0.43,0.06,149.0,
510251,00 01 34.3,-46 49 18,G,,0.33,0.05,116.0,
1094354,00 01 34.3,-02 21 23,G,,0.47,0.19,23.0,
111,00 01 34.6,+31 26 34,GM,Sb,0.81,0.41,158.0,MCG5-01-026           (ARP112)              (VV226)
1161641,00 01 34.6,+00 16 27,G,,0.55,0.03,,
642648,00 01 34.7,-35 56 47,G,,0.53,0.39,129.0,
2766937,00 01 34.8,+75 13 31,G,,0.52,0.33,78.0,
2112309,00 01 34.9,+37 53 37,G,,0.56,0.04,,
749130,00 01 35.0,-27 50 27,G,,0.39,0.17,97.0,
892216,00 01 35.1,-16 52 45,G,,0.46,0.28,10.0,
558987,00 01 35.1,-42 43 35,G,,0.36,0.08,30.0,
856958,00 01 35.2,-19 18 49,G,,0.85,0.59,103.0,
448051,00 01 35.2,-52 09 06,G,,0.58,0.14,174.0,
578000,00 01 35.3,-41 12 21,G,,0.31,0.08,141.0,
124315,00 01 35.3,-41 50 22,G,,0.62,0.35,48.0,LCRSB235901.6-420704
882796,00 01 35.3,-17 27 53,G,,0.65,0.33,148.0,
1080099,00 01 35.4,-02 54 38,G,,0.54,0.21,149.0,
617426,00 01 35.4,-37 48 05,G,,0.42,0.22,48.0,
269801,00 01 35.4,-71 15 21,G,,0.38,0.19,54.0,
478448,00 01 35.4,-49 17 32,G,,0.38,0.16,133.0,
2272849,00 01 35.5,+45 56 37,G,,0.51,0.13,138.0,
707662,00 01 35.5,-31 13 42,G,,0.53,0.19,130.0,
426213,00 01 35.5,-53 46 53,G,,0.38,0.15,116.0,
1076138,00 01 35.6,-03 07 13,G,,0.4,0.2,64.0,
519446,00 01 35.6,-46 03 40,G,,0.46,0.14,87.0,
1695187,00 01 35.7,+23 52 06,G,,0.52,0.25,94.0,
1845420,00 01 35.7,+28 46 11,G,,0.41,0.16,80.0,
1665637,00 01 35.8,+22 12 36,G,,0.36,0.18,77.0,
882025,00 01 35.8,-17 30 41,G,,0.36,0.12,150.0,
1144408,00 01 35.8,-00 23 43,G,,0.68,0.43,148.0,
198753,00 01 35.9,-29 36 55,G,,,,,DUKST409-10
370894,00 01 35.9,-59 30 33,G,,0.43,0.29,105.0,
95281,00 01 35.9,-27 34 35,G,E-SO,0.85,0.13,56.0,
823951,00 01 36.0,-21 46 15,G,,0.75,0.65,53.0,
543678,00 01 36.0,-43 51 39,G,,0.45,0.13,81.0,
1953909,00 01 36.0,+31 34 36,G,,0.41,0.12,29.0,
739747,00 01 36.0,-28 35 50,G,,0.43,0.29,98.0,
123,00 01 36.0,-14 44 56,G,SBc,0.97,0.09,56.0,MCG-3-01-014          NPM1G-15.0667
2397947,00 01 36.1,+51 39 57,G,,0.42,0.05,,NPM1G+51.0392
355070,00 01 36.1,-61 28 00,G,,0.35,0.13,95.0,
548166,00 01 36.1,-43 29 20,G,,0.34,0.09,176.0,
119,00 01 36.1,+33 33 47,G,,0.68,0.1,13.0,CGCG498-66            CGCG499-38            KUG2359+332           KAZ241                IRAS23590+3316
1628967,00 01 36.3,+20 29 46,G,,0.38,0.03,,
420567,00 01 36.3,-54 19 28,G,,0.51,0.42,154.0,
130887,00 01 36.3,-38 01 56,G,Sbc,0.88,0.2,47.0,
672854,00 01 36.3,-33 41 25,G,,0.55,0.24,25.0,
1827132,00 01 36.4,+28 07 46,G,,0.47,0.14,104.0,
304317,00 01 36.4,-66 29 40,G,,0.48,0.29,38.0,
515342,00 01 36.5,-46 24 38,G,,0.43,0.02,,
2255533,00 01 36.6,+44 56 32,G,,0.62,0.08,27.0,
976148,00 01 36.6,-10 36 18,G,,0.34,0.04,,
1903524,00 01 36.7,+30 25 52,G,,0.55,0.36,42.0,
2794843,00 01 36.7,-39 38 21,G,,,,,
124,00 01 36.7,+03 30 17,G,Sc,1.06,0.83,4.0,UGC12913              MCG0-01-018           FGC2567
1633677,00 01 36.8,+20 41 15,G,,0.77,0.11,65.0,
