ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,pxpa,pxcntr,gal_contam,mp_flg,cntr,hemis,xdate,scan,glon,glat,x,y,z,x_scan,jdate,j_psfchi,h_psfchi,k_psfchi,j_m_stdap,j_msig_stdap,h_m_stdap,h_msig_stdap,k_m_stdap,k_msig_stdap,dist_edge_ns,dist_edge_ew,dist_edge_flg,dup_src,use_src,a,dist_opt,phi_opt,b_m_opt,vr_m_opt,nopt_mchs,ext_key,scan_key,coadd_key,coadd,htm20,framework_id,frame_hash
10.702033,41.241718,0.22,0.2,70,00424848+4114301,16.983,0.4426,0.4428,5.24,14.774,0.1756,0.1758,18.38,15.028,0.2351,0.2353,8.81,DCD,222,111,000,50405,5.8,18,1287660447,2,0,1287660471,n,1997-10-24,8,121.187256,-21.60067,0.738856104009,0.139635462861,0.659237131145,42.47,2450745.8589,1.2,3.15,0.7,15.911,0.345,14.493,0.241,14.908,0.428,2776.0,208.4,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679197437440,1744699902437581021,-5222120927179199804
10.700624,41.244255,0.13,0.13,93,00424814+4114393,15.671,0.1649,0.1653,17.54,14.696,0.1494,0.1496,19.75,14.712,0.1607,0.1609,11.79,CBC,222,111,000,50505,6.6,123,1287660447,2,0,1287660433,n,1997-10-24,8,121.186216,-21.598097,0.738830854168,0.139611872974,0.659270425436,46.28,2450745.8589,0.78,0.91,0.93,16.63,0.315,16.93,1.342,16.747,0.565,2766.8,204.6,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679197685760,-5858948550617698717,8183819325386518762
10.697152,41.242737,0.15,0.15,93,00424731+4114338,16.312,0.2774,0.2777,9.72,14.905,0.1392,0.1395,16.29,14.33,0.106,0.1063,16.77,DBA,222,111,bcb,50405,1.4,104,1287660456,2,0,1287660453,n,1997-10-24,8,121.183351,-21.599519,0.738856475967,0.139570343265,0.659250504135,55.68,2450745.8589,0.85,1.8,1.53,15.572,0.278,14.486,0.353,14.06,0.124,2772.4,195.2,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679197806080,4750434363039639175,745338045421231766
10.697644,41.242645,0.23,0.17,133,00424743+4114335,14.157,0.0,0.0,0.0,14.672,0.1372,0.1375,20.19,13.016,0.0,0.0,0.0,UBU,20,10,000,400,1.4,284,1287660453,2,0,1287660456,n,1997-10-24,8,121.183745,-21.599625,0.738856317609,0.139576884332,0.659249296769,54.35,2450745.8589,0.0,1.53,0.0,0.0,0.0,14.987,0.335,0.0,0.0,2772.7,196.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679197907968,-7144586498065788104,7562033742497065609
10.683987,41.195881,0.26,0.25,3,00424415+4111451,16.635,0.1921,0.1925,7.22,15.213,0.0,0.0,0.0,15.147,0.0,0.0,0.0,CUU,200,100,000,50000,6.8,176,1287660818,2,0,1287660798,n,1997-10-24,8,121.170879,-21.645986,0.739418062209,0.139500474265,0.658635367225,91.42,2450745.8589,0.69,0.0,0.0,16.138,0.136,0.0,0.0,0.0,0.0,2941.3,159.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203679198841344,647185189621930315,-4717009466168957175
10.689939,41.199005,0.34,0.33,8,00424558+4111564,15.783,0.0,0.0,0.0,15.796,0.1937,0.1939,7.17,15.625,0.2692,0.2693,5.09,UCD,22,11,000,606,14.5,349,1287660746,2,0,1287660757,n,1997-10-24,8,121.175816,-21.643027,0.739368277271,0.139570624161,0.658676393562,75.29,2450745.8589,0.0,1.0,0.52,0.0,0.0,16.907,1.098,16.347,0.526,2930.0,175.6,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203679201701888,5780281044162795538,-1024083193647635193
10.684269,41.207832,0.2,0.18,91,00424422+4112281,16.644,0.1981,0.1985,7.16,15.402,0.1372,0.1375,10.31,15.046,0.1526,0.1528,8.67,CBB,222,111,000,60506,12.8,108,1287660735,2,0,1287660733,n,1997-10-24,8,121.171575,-21.63405,0.739282360195,0.139478640517,0.658792304709,90.63,2450745.8589,1.48,1.08,0.95,16.165,0.442,17.58,3.767,15.609,0.337,2898.3,160.3,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679202600448,-6126742463357994166,-7975131496859943273
10.688899,41.202961,0.25,0.24,124,00424533+4112106,15.995,0.0,0.0,0.0,15.769,0.1857,0.1859,7.35,15.249,0.1738,0.174,7.19,UCC,22,11,000,606,13.6,358,1287660735,2,0,1287660746,n,1997-10-24,8,121.175129,-21.639045,0.739326119441,0.139548768045,0.658728343439,78.1,2450745.8589,0.0,0.7,0.82,0.0,0.0,16.448,0.431,15.738,0.512,2915.7,172.8,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679204666368,-6137104936946315470,1825322303891599535
10.712046,41.208572,0.08,0.07,90,00425089+4112308,11.137,0.0194,0.0229,1141.91,10.87,0.0187,0.0206,669.75,10.824,0.0176,0.0196,423.47,AAA,222,111,000,665566,16.8,55,1287660722,2,0,1287660731,n,1997-10-24,8,121.194069,-21.634066,0.739206293682,0.139835446749,0.658802021258,15.4,2450745.8589,2.08,2.31,2.47,11.118,0.011,10.856,0.005,10.801,0.008,2895.1,235.5,nw,0,1,U,2.87,228.0,0.0,11.2,1,0.0,69157,1590591,33,4805203679206642176,-6402766449605619011,-4013781353218470840
10.700787,41.215977,0.14,0.13,91,00424818+4112575,16.176,0.1317,0.1323,11.02,15.207,0.124,0.1243,12.33,14.976,0.1446,0.1449,9.25,BBB,222,111,000,60406,11.8,349,1287660690,2,0,1287660705,n,1997-10-24,8,121.18525,-21.626361,0.739150087824,0.139674374285,0.658899246348,45.88,2450745.8589,1.42,1.26,1.27,16.43,0.335,14.708,0.165,14.74,0.222,2868.6,205.0,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679208626176,2108906699031624587,-5892993589626296108
10.700979,41.210201,0.19,0.17,163,00424823+4112367,16.125,0.1205,0.1211,11.55,14.74,0.0,0.0,0.0,14.939,0.1405,0.1408,9.57,BUB,202,101,000,60005,9.3,190,1287660734,2,0,1287660727,n,1997-10-24,8,121.185182,-21.632138,0.739214884652,0.139689184283,0.658823410409,45.37,2450745.8589,2.33,0.0,0.67,16.167,0.277,0.0,0.0,14.831,0.272,2889.4,205.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679209288192,3416709821998401974,-3290977049680126526
10.700296,41.202988,0.21,0.19,86,00424807+4112107,15.922,0.0,0.0,0.0,15.541,0.1494,0.1496,9.07,14.513,0.0,0.0,0.0,UBU,20,10,000,400,7.2,95,1287660748,2,0,1287660745,n,1997-10-24,8,121.184349,-21.639328,0.739298041426,0.139695770831,0.65872869799,47.23,2450745.8589,0.0,1.08,0.0,0.0,0.0,15.824,0.344,0.0,0.0,2915.4,203.7,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679212486656,5130403331868050308,-1268005978287580384
10.700364,41.207661,0.24,0.24,17,00424808+4112275,16.066,0.0,0.0,0.0,15.76,0.1867,0.1869,7.41,14.689,0.0,0.0,0.0,UCU,20,10,000,400,9.3,10,1287660727,2,0,1287660734,n,1997-10-24,8,121.184586,-21.63466,0.739245081961,0.139686672433,0.658790059382,47.04,2450745.8589,0.0,1.28,0.0,0.0,0.0,16.487,0.723,0.0,0.0,2898.6,203.8,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679212936192,-162863001967014993,-7647235202627653521
10.70448,41.209686,0.24,0.21,95,00424907+4112348,15.371,0.0,0.0,0.0,14.621,0.0,0.0,0.0,15.16,0.1748,0.175,7.81,UUC,2,1,000,5,9.7,281,1287660727,2,0,1287660728,n,1997-10-24,8,121.187993,-21.632748,0.739212166427,0.139735452921,0.658816648396,35.89,2450745.8589,0.0,0.0,1.17,0.0,0.0,0.0,0.0,15.342,0.679,2891.2,215.0,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679214175232,354518444513345576,-7346612813013283908
10.68797,41.225227,0.08,0.07,90,00424511+4113308,12.397,0.0246,0.0274,357.79,11.978,0.0258,0.0272,241.38,11.907,0.0271,0.0284,156.18,AAA,222,111,000,444444,10.3,77,1287660656,2,0,1287660659,n,1997-10-24,8,121.175247,-21.616768,0.739076775465,0.139489293676,0.65902068019,80.57,2450745.8589,2.48,1.68,1.61,12.371,0.022,11.97,0.007,11.905,0.019,2835.6,170.3,nw,0,1,0,0.0,0.0,0.0,0.0,0,2529745.0,69157,1590591,33,4805203679215207936,5482956843382861823,-4596020940119348907
10.684364,41.213432,0.27,0.25,93,00424424+4112483,16.436,0.181,0.1814,8.67,14.952,0.0,0.0,0.0,14.453,0.0,0.0,0.0,CUU,200,100,000,60000,8.5,228,1287660719,2,0,1287660712,n,1997-10-24,8,121.17187,-21.628457,0.739218852358,0.139467927945,0.658865832619,90.36,2450745.8589,1.23,0.0,0.0,19.157,3.915,0.0,0.0,0.0,0.0,2878.1,160.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679217281536,4111890579132380528,-3632833028527565231
10.683677,41.21764,0.32,0.28,80,00424408+4113035,16.616,0.2132,0.2135,7.35,14.451,0.0,0.0,0.0,14.066,0.0,0.0,0.0,CUU,200,100,000,50000,15.3,173,1287660712,2,0,1287660699,n,1997-10-24,8,121.171479,-21.624233,0.739172972005,0.139450093274,0.65892107945,92.21,2450745.8589,0.95,0.0,0.0,16.114,0.294,0.0,0.0,0.0,0.0,2863.0,158.7,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679218024960,3879289365451547978,5535278785227307231
10.692476,41.2192,0.23,0.23,18,00424619+4113091,15.013,0.0,0.0,0.0,15.492,0.1706,0.1708,9.49,13.995,0.0,0.0,0.0,UCU,20,10,000,500,5.7,164,1287660698,2,0,1287660689,n,1997-10-24,8,121.178655,-21.622914,0.739133918416,0.139560278851,0.658941559786,68.38,2450745.8589,0.0,0.64,0.0,0.0,0.0,15.21,0.329,0.0,0.0,2857.2,182.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679219790848,-4977147817938621869,-8218337893337012935
10.693068,41.217667,0.22,0.22,170,00424633+4113036,15.018,0.0,0.0,0.0,14.451,0.0,0.0,0.0,15.127,0.1768,0.177,8.05,UUC,2,1,000,6,5.7,344,1287660689,2,0,1287660698,n,1997-10-24,8,121.179074,-21.624462,0.739149800549,0.139571187096,0.658921433921,66.78,2450745.8589,0.0,0.0,0.96,0.0,0.0,0.0,0.0,15.107,0.334,2862.7,184.1,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679220714496,6394272329696512336,1005876006983962319
10.698297,41.211834,0.25,0.24,101,00424759+4112426,15.01,0.0,0.0,0.0,14.521,0.0,0.0,0.0,15.269,0.1859,0.1861,7.06,UUC,2,1,000,6,9.3,129,1287660727,2,0,1287660720,n,1997-10-24,8,121.183076,-21.630433,0.739202971461,0.139651095859,0.658844851546,52.63,2450745.8589,0.0,0.0,0.83,0.0,0.0,0.0,0.0,14.986,0.216,2883.6,198.3,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679224487936,-6109274505793487535,-3233928166835058152
10.688763,41.20673,0.19,0.18,155,00424530+4112242,15.699,0.0,0.0,0.0,15.05,0.0,0.0,0.0,14.898,0.1395,0.1398,9.94,UUB,2,1,000,6,12.8,288,1287660733,2,0,1287660735,n,1997-10-24,8,121.175166,-21.635274,0.739283868814,0.139538975867,0.658777834725,78.46,2450745.8589,0.0,0.0,0.78,0.0,0.0,0.0,0.0,15.064,0.189,2902.2,172.4,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679225966592,7231594208418018818,-6298428878643694710
10.695726,41.202343,0.11,0.1,79,00424697+4112084,15.638,0.0778,0.0787,18.08,15.272,0.123,0.1233,11.62,14.249,0.0,0.0,0.0,ABU,220,110,000,60600,12.6,79,1287660745,2,0,1287660749,n,1997-10-24,8,121.180628,-21.639848,0.7393164681,0.1396381791,0.658720228119,59.61,2450745.8589,1.08,1.07,0.0,15.443,0.086,15.23,0.15,0.0,0.0,2917.8,191.3,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679227854336,-5916901947271282741,224879499815375347
10.692921,41.212059,0.22,0.2,1,00424630+4112434,16.303,0.1659,0.1663,9.8,14.542,0.0,0.0,0.0,13.949,0.0,0.0,0.0,CUU,200,100,000,60000,14.6,93,1287660720,2,0,1287660718,n,1997-10-24,8,121.178737,-21.630062,0.739213529158,0.139581256584,0.658847805733,67.19,2450745.8589,1.15,0.0,0.0,18.88,5.769,0.0,0.0,0.0,0.0,2882.9,183.7,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679230866432,8334576854316324946,-627653627679642062
10.691698,41.223938,0.27,0.21,177,00424600+4113261,14.872,0.0,0.0,0.0,14.15,0.0,0.0,0.0,14.95,0.1788,0.179,9.47,UUC,2,1,000,4,5.7,56,1287660664,2,0,1287660671,n,1997-10-24,8,121.178211,-21.618158,0.739082266516,0.139540132638,0.65900375925,70.48,2450745.8589,0.0,0.0,0.95,0.0,0.0,0.0,0.0,15.051,0.371,2840.2,180.4,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679232566784,8911775914394928209,-8409499920287114288
10.691674,41.225887,0.19,0.18,79,00424600+4113331,14.724,0.0,0.0,0.0,13.898,0.0,0.0,0.0,14.622,0.1688,0.169,12.81,UUC,2,1,000,5,6.2,129,1287660664,2,0,1287660656,n,1997-10-24,8,121.178267,-21.616209,0.739060296723,0.139535664087,0.659029344002,70.54,2450745.8589,0.0,0.0,1.29,0.0,0.0,0.0,0.0,14.392,0.229,2833.1,180.3,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679233273856,4231409930445478369,-1406461560757279508
10.689785,41.228642,0.26,0.24,34,00424554+4113431,14.689,0.0,0.0,0.0,15.12,0.1877,0.1879,13.36,13.927,0.0,0.0,0.0,UCU,20,10,000,1500,5.4,20,1287660616,2,0,1287660631,n,1997-10-24,8,121.176847,-21.613405,0.739033757135,0.139505419599,0.65906550791,75.65,2450745.8589,0.0,1.64,0.0,0.0,0.0,14.555,0.537,0.0,0.0,2823.3,175.2,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679233317888,-5247572223951499123,4700770193027690348
10.699918,41.219193,0.31,0.28,72,00424798+4113090,16.582,0.2112,0.2115,7.58,15.615,0.1816,0.1818,8.47,14.147,0.0,0.0,0.0,CCU,220,110,000,60400,11.8,169,1287660705,2,0,1287660690,n,1997-10-24,8,121.184673,-21.623123,0.739115864164,0.139656296806,0.658941467889,48.23,2450745.8589,0.85,0.81,0.0,16.496,0.427,15.943,0.317,0.0,0.0,2857.1,202.6,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679233743872,-8551446710101879234,8899868042475173645
10.700557,41.230896,0.19,0.18,25,00424813+4113512,15.826,0.1478,0.1483,15.21,13.954,0.0,0.0,0.0,13.821,0.0,0.0,0.0,BUU,200,100,000,150000,7.2,120,1287660619,2,0,1287660610,n,1997-10-24,8,121.185643,-21.611445,0.738982038925,0.139639546336,0.659095094236,46.48,2450745.8589,2.26,0.0,0.0,15.237,0.485,0.0,0.0,0.0,0.0,2814.9,204.4,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679236131840,7563388399095065341,-6763957030776541443
10.695904,41.23,0.23,0.21,82,00424701+4113480,14.987,0.0,0.0,0.0,15.417,0.1756,0.1758,10.17,14.026,0.0,0.0,0.0,UCU,20,10,000,400,7.5,277,1287660615,2,0,1287660617,n,1997-10-24,8,121.181847,-21.612214,0.739003504503,0.139581445948,0.659083333334,59.08,2450745.8589,0.0,2.24,0.0,0.0,0.0,16.327,1.125,0.0,0.0,2818.3,191.8,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679236371968,-1161009261912738534,3558664584811948135
10.69344,41.224812,0.25,0.23,72,00424642+4113293,15.223,0.0,0.0,0.0,15.371,0.1857,0.1859,10.6,14.255,0.0,0.0,0.0,UCU,20,10,000,500,5.7,236,1287660671,2,0,1287660664,n,1997-10-24,8,121.179653,-21.617332,0.739068145573,0.139560738051,0.659015232445,65.76,2450745.8589,0.0,1.09,0.0,0.0,0.0,16.883,0.448,0.0,0.0,2837.0,185.1,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679239272960,-7819152756448771664,3099299045868679060
10.714034,41.214523,0.24,0.23,111,00425136+4112522,16.261,0.0,0.0,0.0,15.519,0.0,0.0,0.0,15.226,0.1688,0.169,7.35,UUC,2,1,000,6,6.5,57,1287660708,2,0,1287660710,n,1997-10-24,8,121.195907,-21.628172,0.739134204042,0.139848373334,0.658880156699,10.01,2450745.8589,0.0,0.0,1.01,0.0,0.0,0.0,0.0,17.31,2.557,2873.6,240.9,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679240996864,1606514292496400779,2799697257926198876
10.71394,41.219601,0.27,0.26,10,00425134+4113105,16.118,0.0,0.0,0.0,15.713,0.1978,0.198,7.74,15.054,0.0,0.0,0.0,UCU,20,10,000,400,15.8,159,1287660708,2,0,1287660685,n,1997-10-24,8,121.196027,-21.623095,0.73907705343,0.139836304171,0.658946824204,10.26,2450745.8589,0.0,0.83,0.0,0.0,0.0,16.91,0.597,0.0,0.0,2855.3,240.6,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679244155904,1211501347978505495,7560890070068513230
10.70617,41.219139,0.15,0.14,95,00424948+4113089,15.179,0.0,0.0,0.0,15.433,0.1756,0.1758,10.02,14.842,0.1324,0.1327,10.46,UCB,22,11,000,404,16.9,271,1287660690,2,0,1287660691,n,1997-10-24,8,121.189726,-21.623347,0.739101230977,0.13973706218,0.658940758962,31.3,2450745.8589,0.0,1.6,1.38,0.0,0.0,15.856,0.454,15.04,0.332,2857.2,219.6,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679245454336,8571843225984751366,716279515011214804
10.71605,41.238434,0.27,0.26,101,00425185+4114183,15.286,0.0,0.0,0.0,14.62,0.0,0.0,0.0,15.233,0.211,0.2112,7.3,UUC,2,1,000,5,11.5,9,1287660474,2,0,1287660520,n,1997-10-24,8,121.198458,-21.604331,0.738859046168,0.139823240136,0.659194031689,4.53,2450745.8589,0.0,0.0,1.06,0.0,0.0,0.0,0.0,16.812,2.675,2787.5,246.3,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679250250240,-3679000064010877675,-1976590166932747670
10.709458,41.233505,0.36,0.31,163,00425026+4114006,15.229,0.0,0.0,0.0,15.716,0.237,0.2372,7.72,14.414,0.0,0.0,0.0,UDU,626,20,0c0,400,3.9,241,1287660591,2,0,1287660584,n,1997-10-24,8,121.19294,-21.609079,0.738930846426,0.13974876951,0.659129339068,22.38,2450745.8589,0.0,0.92,0.0,0.0,0.0,16.246,0.729,0.0,0.0,2805.4,228.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679252179968,-2242887729208170115,7864837400015608320
10.708195,41.232983,0.2,0.2,22,00424996+4113587,14.849,0.0,0.0,0.0,15.267,0.1382,0.1385,11.67,13.873,0.0,0.0,0.0,UBU,626,20,0c0,500,3.9,61,1287660584,2,0,1287660591,n,1997-10-24,8,121.191899,-21.609566,0.738939827274,0.139733596628,0.659122487586,25.8,2450745.8589,0.0,1.1,0.0,0.0,0.0,16.594,2.261,0.0,0.0,2807.3,225.1,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679252501504,3157023607950234340,-463808095757939703
10.715323,41.234283,0.09,0.08,87,00425167+4114034,14.861,0.0674,0.0685,36.99,14.159,0.0706,0.0711,32.38,14.253,0.0969,0.0973,18.0,AAA,222,111,000,50405,12.2,299,1287660552,2,0,1287660578,n,1997-10-24,8,121.197711,-21.608459,0.738907743273,0.139822744272,0.659139550563,6.5,2450745.8589,1.95,1.15,1.34,14.456,0.135,14.032,0.064,13.872,0.11,2802.4,244.4,nw,0,1,0,0.0,0.0,0.0,0.0,0,2529755.0,69157,1590591,33,4805203679255362048,6575351291315809950,-5254476401037403146
10.711382,41.235931,0.33,0.28,94,00425073+4114093,15.271,0.0,0.0,0.0,15.618,0.24,0.2402,8.45,14.366,0.0,0.0,0.0,UDU,20,10,000,400,9.9,290,1287660541,2,0,1287660552,n,1997-10-24,8,121.194589,-21.606706,0.738898730199,0.139768395552,0.65916118068,17.17,2450745.8589,0.0,0.72,0.0,0.0,0.0,16.259,0.326,0.0,0.0,2796.6,233.7,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679255776768,-2942411842120992793,7988556961249258099
10.706074,41.227753,0.21,0.19,89,00424945+4113399,15.334,0.0,0.0,0.0,15.175,0.1524,0.1526,12.7,14.345,0.0,0.0,0.0,UBU,20,10,000,400,4.4,319,1287660630,2,0,1287660640,n,1997-10-24,8,121.189982,-21.614735,0.739004114295,0.139717418487,0.659053838489,31.55,2450745.8589,0.0,1.09,0.0,0.0,0.0,15.055,0.27,0.0,0.0,2826.1,219.3,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679260211200,-4297818785573582030,6195155680085108315
10.705006,41.228664,0.32,0.28,90,00424920+4113431,15.148,0.0,0.0,0.0,15.655,0.2711,0.2712,8.16,14.229,0.0,0.0,0.0,UDU,20,20,0c0,300,4.4,139,1287660640,2,0,1287660630,n,1997-10-24,8,121.189153,-21.613796,0.738996421868,0.139701696837,0.65906579669,34.44,2450745.8589,0.0,2.19,0.0,0.0,0.0,15.743,0.496,0.0,0.0,2822.9,216.4,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679260544000,-8362197068799732145,-6811082426574161728
10.702878,41.229908,0.21,0.17,83,00424869+4113476,14.732,0.0,0.0,0.0,15.107,0.1504,0.1506,13.52,13.686,0.0,0.0,0.0,UBU,20,10,000,300,7.2,300,1287660610,2,0,1287660619,n,1997-10-24,8,121.187481,-21.612495,0.738987549159,0.139671592417,0.659082125732,40.2,2450745.8589,0.0,1.59,0.0,0.0,0.0,14.411,0.127,0.0,0.0,2818.4,210.7,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679260727296,-8115355113997405270,1548931647015291004
10.707898,41.22699,0.24,0.22,4,00424989+4113371,16.334,0.1861,0.1865,9.52,14.461,0.0,0.0,0.0,14.188,0.0,0.0,0.0,CUU,200,100,000,50000,5.7,299,1287660640,2,0,1287660647,n,1997-10-24,8,121.191427,-21.615547,0.739008289683,0.139742575154,0.659043822875,26.61,2450745.8589,0.89,0.0,0.0,16.571,0.339,0.0,0.0,0.0,0.0,2828.9,224.3,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679264615424,-3358975771478705236,2932450805654635787
10.707829,41.225403,0.13,0.13,87,00424987+4113314,16.298,0.175,0.1754,9.85,15.222,0.1473,0.1476,12.16,14.706,0.1395,0.1398,11.86,CBB,222,111,000,50405,5.7,2,1287660647,2,0,1287660658,n,1997-10-24,8,121.19131,-21.617131,0.739026394274,0.139745076821,0.659022990548,26.8,2450745.8589,1.15,0.75,0.96,16.772,0.308,14.847,0.112,14.869,0.208,2834.6,224.1,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679264695808,-9186130663140259876,4260132866128237478
10.638511,41.295105,0.07,0.06,0,00423324+4117423,13.828,0.0498,0.0512,99.14,13.21,0.0535,0.0542,65.3,12.963,0.043,0.0439,53.24,AAA,222,111,000,555555,9.4,29,422824392,2,0,422824413,n,1998-11-23,72,121.138047,-21.545572,0.738406433557,0.138702770454,0.659937482152,-195.0,2451140.7446,2.89,1.72,1.82,13.669,0.062,12.947,0.054,12.678,0.036,2556.1,55.9,ne,1,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203679266727936,-6223665910205062137,4991426987581351686
10.632419,41.287766,0.35,0.28,86,00423178+4117159,15.54,0.0,0.0,0.0,15.796,0.2249,0.2251,7.17,15.275,0.2281,0.2283,7.02,UDD,22,11,000,504,13.0,215,422824497,2,0,1287659314,n,1997-10-24,8,121.132837,-21.552737,0.738504250857,0.138639853771,0.659841240309,230.71,2450745.8589,0.0,1.64,1.35,0.0,0.0,15.195,0.325,14.784,0.186,2611.5,20.1,nw,0,0,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679268985856,-5162997205320221511,8813889529405610428
10.642333,41.29192,0.32,0.28,6,00423415+4117309,16.475,0.2006,0.201,8.66,14.305,0.0,0.0,0.0,14.218,0.0,0.0,0.0,CUU,200,200,c00,50000,15.1,149,1287659305,2,0,422824444,n,1998-11-23,72,121.141006,-21.548861,0.738433232476,0.138758801341,0.659895716174,-205.34,2451140.7446,1.89,0.0,0.0,16.278,0.647,0.0,0.0,0.0,0.0,2567.5,45.5,ne,0,0,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203679270274048,-1471445751452745385,-5688802834468102888
10.635795,41.290462,0.5,0.5,0,00423259+4117256,16.75,0.272,0.2723,6.72,15.894,0.2754,0.2755,5.51,16.12,0.5275,0.5276,2.91,DDD,222,111,000,50405,13.3,223,1287659314,2,0,422824452,n,1998-11-23,72,121.13567,-21.550136,0.738465564957,0.13867763733,0.659876596249,-187.66,2451140.7446,1.43,1.05,0.8,17.465,1.917,17.165,3.246,15.119,1.162,2572.9,63.2,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203679272750592,564766917247901235,-7777755091902006295
10.632237,41.270267,0.37,0.36,63,00423173+4116129,16.525,0.2941,0.2943,8.27,15.841,0.3036,0.3037,5.79,13.455,0.0,0.0,0.0,DDU,220,110,000,50400,9.4,26,422824643,2,0,422824672,n,1998-11-23,72,121.13199,-21.570218,0.738702722467,0.138674683783,0.659611719042,-178.06,2451140.7446,0.68,1.05,0.0,16.102,0.223,15.203,0.432,0.0,0.0,2645.6,72.8,ne,1,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203679275421184,-3590362135666986899,-9169001288065278333
10.641104,41.272022,0.33,0.32,8,00423386+4116192,16.407,0.2623,0.2626,8.9,13.293,0.0,0.0,0.0,13.062,0.0,0.0,0.0,DUU,200,100,c00,60000,2.6,313,1287659726,2,0,1287659739,n,1997-10-24,8,121.139222,-21.568713,0.738661395404,0.138785271621,0.659634740838,207.28,2450745.8589,1.07,0.0,0.0,14.842,0.083,0.0,0.0,0.0,0.0,2668.0,43.6,nw,0,0,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203679275916800,-2793410092374293179,6956136190255805563
