r_kpc,v_obs,v_obs_err,v_gas,v_disk,v_bulge,galaxy,source_type,sb_disk,sb_bulge,dist,inc,lum,type
8.04,-2.69,64.21,311.21,439.27,2069.24,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
10.2,-2.93,68.53,309.11,423.91,1658.71,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
9.68,-3.17,72.32,306.55,410.29,1386.92,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
4.95,-3.41,76.57,303.54,394.76,1102.98,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
9.83,-3.87,83.6,297.2,368.72,719.64,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
18.6,-4.09,87.03,293.4,355.81,572.02,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
4.11,-4.3,90.32,289.39,343.36,456.41,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
16.1,-4.5,93.19,285.56,332.33,371.14,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
9.59,-5.53,112.13,255.35,256.86,45.54,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
7.22,-5.65,121.66,232.68,200.21,5.71,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
7.24,-5.61,122.76,229.34,193.29,4.09,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
8.26,-5.45,124.89,222.83,179.91,2.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
4.07,-5.32,125.78,219.95,174.78,1.43,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
4.04,-5.15,126.75,216.93,169.83,1.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
1.94,-4.93,127.73,214.04,165.47,0.7,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
1.49,-4.62,128.73,211.23,161.16,0.48,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
2.38,-4.24,129.65,208.76,157.54,0.35,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
2.4,-1.43,133.7,199.77,143.97,0.09,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
4.05,3.32,136.22,194.84,135.04,0.04,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
3.03,4.2,137.4,192.59,129.83,0.03,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
2.48,4.99,138.33,190.72,125.11,0.02,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
3.03,5.73,139.24,188.73,119.65,0.01,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
6.7,6.43,139.93,186.59,113.87,0.01,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
7.44,7.14,140.45,184.7,109.0,0.01,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
1.64,8.18,141.04,182.21,103.32,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
14.3,9.96,142.01,177.9,95.03,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
7.57,11.78,143.12,173.33,87.04,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
3.05,12.31,143.59,171.7,84.55,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
2.91,12.85,144.05,170.36,82.66,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
4.07,13.38,144.62,168.93,80.65,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
2.02,13.48,144.67,168.82,80.38,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
6.76,13.91,145.21,167.55,77.25,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
3.49,14.44,145.73,166.2,73.54,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
10.1,14.86,146.08,164.99,69.89,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
0.85,17.52,144.87,157.97,48.37,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
8.91,19.64,141.68,151.5,37.69,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
7.13,19.85,141.18,150.58,36.21,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
0.73,20.28,140.17,148.87,33.6,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
0.96,21.76,134.57,141.32,26.44,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
1.99,22.29,131.1,134.58,22.01,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
3.15,22.29,127.84,128.93,18.41,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
1.67,21.87,125.7,123.98,15.63,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
3.52,21.55,123.24,119.52,12.46,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
1.13,21.55,120.61,115.54,10.23,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
1.12,22.08,117.78,111.53,8.33,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
1.93,22.61,115.53,108.28,6.91,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
2.04,23.25,113.08,105.27,5.45,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
2.55,24.2,110.31,102.52,4.48,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
2.91,26.01,107.85,99.98,3.92,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
3.08,28.66,105.68,97.6,3.37,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
3.6,31.74,103.62,95.14,2.89,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
2.67,34.4,101.87,93.1,2.36,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
3.37,36.31,99.95,91.18,1.81,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
2.08,37.37,97.79,89.36,1.47,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
1.68,37.79,95.84,87.67,1.26,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
2.78,37.79,94.22,86.04,1.08,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
3.4,37.26,91.66,83.72,0.68,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
2.91,36.63,88.64,81.55,0.41,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
3.46,35.88,86.0,79.55,0.4,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
3.23,35.14,84.24,77.83,0.34,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
4.16,33.12,79.85,74.45,0.0,0.0,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
3.5,0.0,56.25,0.0,84.05,0.0,UGC06917,LTG,0.0,0.0,0.0,0.0,0.0,
4.0,0.0,59.09,0.0,59.41,0.0,UGC06917,LTG,0.0,0.0,0.0,0.0,0.0,
4.4,6.4,61.72,0.0,38.85,0.0,UGC06917,LTG,0.0,0.0,0.0,0.0,0.0,
4.5,14.66,63.73,0.0,29.86,0.0,UGC06917,LTG,0.0,0.0,0.0,0.0,0.0,
3.5,17.89,64.38,0.0,19.57,0.0,UGC06917,LTG,0.0,0.0,0.0,0.0,0.0,
3.5,20.91,64.3,0.0,16.34,0.0,UGC06917,LTG,0.0,0.0,0.0,0.0,0.0,
4.0,24.79,64.23,0.0,10.95,0.0,UGC06917,LTG,0.0,0.0,0.0,0.0,0.0,
3.5,27.59,62.94,0.0,8.29,0.0,UGC06917,LTG,0.0,0.0,0.0,0.0,0.0,
4.0,29.1,61.95,0.0,6.21,0.0,UGC06917,LTG,0.0,0.0,0.0,0.0,0.0,
4.9,32.76,60.68,0.0,4.78,0.0,UGC06917,LTG,0.0,0.0,0.0,0.0,0.0,
6.0,36.86,60.19,0.0,3.35,0.0,UGC06917,LTG,0.0,0.0,0.0,0.0,0.0,
8.3,0.0,52.62,0.0,88.43,0.0,UGC06930,LTG,0.0,0.0,0.0,0.0,0.0,
7.0,5.24,59.95,0.0,40.84,0.0,UGC06930,LTG,0.0,0.0,0.0,0.0,0.0,
6.2,17.89,62.66,0.0,24.98,0.0,UGC06930,LTG,0.0,0.0,0.0,0.0,0.0,
5.2,25.97,65.09,0.0,17.98,0.0,UGC06930,LTG,0.0,0.0,0.0,0.0,0.0,
5.2,29.85,66.99,0.0,10.91,0.0,UGC06930,LTG,0.0,0.0,0.0,0.0,0.0,
5.2,34.48,67.16,0.0,6.05,0.0,UGC06930,LTG,0.0,0.0,0.0,0.0,0.0,
5.2,40.3,63.93,0.0,2.66,0.0,UGC06930,LTG,0.0,0.0,0.0,0.0,0.0,
7.4,42.57,59.68,0.0,0.84,0.0,UGC06930,LTG,0.0,0.0,0.0,0.0,0.0,
7.4,40.84,54.03,0.0,0.0,0.0,UGC06930,LTG,0.0,0.0,0.0,0.0,0.0,
7.4,39.98,51.7,0.0,0.0,0.0,UGC06930,LTG,0.0,0.0,0.0,0.0,0.0,
6.6,0.0,57.53,0.0,98.9,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
4.8,0.0,63.17,0.0,46.82,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
5.7,0.0,61.1,0.0,24.53,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
5.2,8.69,59.01,0.0,17.42,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
4.4,16.6,57.64,0.0,11.69,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
4.4,18.86,56.44,0.0,10.25,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
3.5,23.82,56.03,0.0,7.82,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
4.4,29.74,55.57,0.0,5.78,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
4.4,30.17,54.32,0.0,3.82,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
4.4,31.9,52.55,0.0,2.7,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
4.4,35.89,51.23,0.0,1.88,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
5.2,38.26,49.57,0.0,1.1,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
5.7,39.33,47.76,0.0,0.58,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
8.6,40.63,45.68,0.0,0.0,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
9.8,40.95,43.38,0.0,0.0,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
9.8,40.63,41.42,0.0,0.0,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
12.3,40.09,39.99,0.0,0.0,0.0,UGC06983,LTG,0.0,0.0,0.0,0.0,0.0,
4.7,4.05,19.26,0.0,68.02,0.0,UGC07089,LTG,0.0,0.0,0.0,0.0,0.0,
3.9,8.89,32.89,0.0,56.39,0.0,UGC07089,LTG,0.0,0.0,0.0,0.0,0.0,
3.9,12.07,42.35,0.0,36.37,0.0,UGC07089,LTG,0.0,0.0,0.0,0.0,0.0,
4.7,13.47,46.88,0.0,25.35,0.0,UGC07089,LTG,0.0,0.0,0.0,0.0,0.0,
3.9,14.33,50.13,0.0,17.79,0.0,UGC07089,LTG,0.0,0.0,0.0,0.0,0.0,
4.4,18.1,50.81,0.0,11.52,0.0,UGC07089,LTG,0.0,0.0,0.0,0.0,0.0,
3.9,21.23,49.78,0.0,7.62,0.0,UGC07089,LTG,0.0,0.0,0.0,0.0,0.0,
7.3,22.41,49.26,0.0,6.38,0.0,UGC07089,LTG,0.0,0.0,0.0,0.0,0.0,
6.1,23.49,48.73,0.0,5.35,0.0,UGC07089,LTG,0.0,0.0,0.0,0.0,0.0,
6.1,25.32,47.5,0.0,3.71,0.0,UGC07089,LTG,0.0,0.0,0.0,0.0,0.0,
6.1,26.4,46.22,0.0,2.54,0.0,UGC07089,LTG,0.0,0.0,0.0,0.0,0.0,
7.3,26.4,45.5,0.0,2.07,0.0,UGC07089,LTG,0.0,0.0,0.0,0.0,0.0,
3.3,9.09,27.58,0.0,52.23,0.0,UGC07125,LTG,0.0,0.0,0.0,0.0,0.0,
3.47,16.12,37.24,0.0,20.28,0.0,UGC07125,LTG,0.0,0.0,0.0,0.0,0.0,
2.35,15.32,39.71,0.0,10.63,0.0,UGC07125,LTG,0.0,0.0,0.0,0.0,0.0,
2.0,18.34,39.12,0.0,5.58,0.0,UGC07125,LTG,0.0,0.0,0.0,0.0,0.0,
2.05,17.63,37.66,0.0,3.45,0.0,UGC07125,LTG,0.0,0.0,0.0,0.0,0.0,
2.21,22.27,36.69,0.0,2.77,0.0,UGC07125,LTG,0.0,0.0,0.0,0.0,0.0,
2.1,25.8,36.12,0.0,1.68,0.0,UGC07125,LTG,0.0,0.0,0.0,0.0,0.0,
2.01,29.52,34.86,0.0,1.05,0.0,UGC07125,LTG,0.0,0.0,0.0,0.0,0.0,
2.12,36.98,33.7,0.0,0.49,0.0,UGC07125,LTG,0.0,0.0,0.0,0.0,0.0,
2.65,38.39,31.99,0.0,0.0,0.0,UGC07125,LTG,0.0,0.0,0.0,0.0,0.0,
3.05,37.89,29.33,0.0,0.0,0.0,UGC07125,LTG,0.0,0.0,0.0,0.0,0.0,
3.22,39.0,27.53,0.0,0.0,0.0,UGC07125,LTG,0.0,0.0,0.0,0.0,0.0,
3.48,34.46,26.15,0.0,0.0,0.0,UGC07125,LTG,0.0,0.0,0.0,0.0,0.0,
2.82,-0.61,15.45,0.0,54.27,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
3.97,-1.22,17.95,0.0,43.05,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
3.26,-2.04,20.19,0.0,30.93,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
3.73,-1.72,21.43,0.0,26.57,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
3.41,3.47,22.82,0.0,24.96,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
3.12,3.53,25.15,0.0,21.49,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
2.92,4.13,26.82,0.0,19.73,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
2.79,6.88,28.98,0.0,17.35,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
2.78,9.39,30.06,0.0,14.95,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
2.78,11.99,30.89,0.0,12.04,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
2.93,14.78,31.14,0.0,11.79,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
3.42,16.87,32.08,0.0,10.85,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
4.53,18.27,32.77,0.0,9.51,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
5.46,19.32,33.02,0.0,8.75,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
4.77,19.78,33.86,0.0,8.46,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
4.44,19.55,34.37,0.0,6.93,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
4.24,19.78,34.15,0.0,6.35,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
4.38,20.48,34.36,0.0,6.28,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
3.51,21.53,34.78,0.0,5.87,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
3.22,22.81,35.14,0.0,5.48,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
3.23,24.09,35.58,0.0,5.16,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
2.98,25.37,36.1,0.0,4.85,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
2.79,26.77,36.68,0.0,4.42,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
2.82,28.28,37.11,0.0,4.01,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
2.93,29.91,37.49,0.0,3.56,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
3.14,31.07,37.76,0.0,3.14,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
3.39,32.12,37.98,0.0,2.76,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
3.66,33.05,38.12,0.0,2.36,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
3.9,33.75,38.33,0.0,2.09,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
4.1,34.21,38.96,0.0,1.89,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
2.78,34.56,38.32,0.0,0.0,0.0,UGC07524,LTG,0.0,0.0,0.0,0.0,0.0,
2.81,-3.85,16.14,0.0,82.49,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
3.47,-1.38,24.37,0.0,52.72,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
3.04,-0.63,30.01,0.0,40.22,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.05,8.67,34.64,0.0,31.23,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.0,11.4,38.52,0.0,22.7,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.02,11.54,39.29,0.0,15.52,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.01,12.92,40.32,0.0,11.35,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.05,16.18,39.87,0.0,7.3,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.08,18.85,39.64,0.0,4.23,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.08,23.39,37.47,0.0,2.11,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.03,23.16,35.37,0.0,1.36,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.02,23.39,33.69,0.0,0.93,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.0,22.11,32.23,0.0,0.61,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.0,22.46,30.9,0.0,0.37,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.02,26.07,29.56,0.0,0.21,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.0,25.72,28.4,0.0,0.17,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
2.0,26.3,27.44,0.0,0.12,0.0,UGC08286,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,0.91,27.87,0.0,246.74,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,7.1,39.52,0.0,115.82,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,10.23,44.52,0.0,75.75,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,12.18,46.26,0.0,41.22,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,14.42,45.8,0.0,27.51,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,15.29,45.05,0.0,15.53,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,18.41,43.11,0.0,9.72,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,20.65,41.2,0.0,6.89,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,21.24,39.62,0.0,4.81,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,22.11,38.18,0.0,3.48,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,23.77,36.93,0.0,2.42,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,25.04,35.68,0.0,1.42,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,24.74,34.2,0.0,0.59,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,24.74,32.41,0.0,0.26,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,23.87,31.05,0.0,0.18,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,22.31,29.85,0.0,0.11,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,22.6,28.79,0.0,0.07,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,23.18,27.84,0.0,0.04,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,22.99,26.98,0.0,0.02,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,22.99,26.18,0.0,0.01,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,22.8,25.47,0.0,0.01,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,23.87,24.82,0.0,0.01,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,24.06,24.22,0.0,0.0,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,22.89,23.66,0.0,0.0,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,23.09,23.15,0.0,0.0,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,23.38,22.65,0.0,0.0,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,22.8,22.21,0.0,0.0,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,22.21,21.79,0.0,0.0,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,22.21,21.43,0.0,0.0,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,22.5,21.0,0.0,0.0,0.0,UGC08490,LTG,0.0,0.0,0.0,0.0,0.0,
34.7,-3.24,26.79,189.88,1402.59,19827.42,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
18.8,-2.41,50.47,292.13,1303.47,10165.91,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
12.6,-0.21,72.14,320.6,1208.5,5354.8,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
10.6,2.45,90.82,326.59,1123.1,3300.36,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
10.8,3.54,108.12,325.9,1041.27,2103.94,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
7.67,4.4,123.29,320.4,967.69,1429.43,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
11.2,5.23,137.43,313.32,897.18,1006.49,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
4.45,6.01,149.84,305.5,833.78,748.35,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
5.03,6.75,161.33,297.22,773.03,612.35,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
4.26,7.48,171.56,290.7,718.39,534.72,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
4.14,8.19,181.11,286.88,666.05,422.4,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
5.73,8.9,189.8,283.42,617.52,288.59,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
4.52,9.6,197.34,279.37,573.89,189.15,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
4.86,10.25,204.41,274.03,532.06,95.7,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
1.59,10.97,210.6,267.5,487.58,49.26,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
1.85,11.69,215.35,260.4,441.24,24.96,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
4.81,12.31,218.91,253.49,408.32,12.96,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
20.3,13.02,222.04,246.69,380.67,6.52,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
12.8,13.74,224.98,240.45,359.58,3.4,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
8.08,14.46,228.22,234.35,341.54,1.71,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
7.81,15.07,231.93,228.92,326.7,0.89,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
10.4,15.79,235.94,223.68,306.23,0.45,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
6.82,17.23,242.45,214.14,257.47,0.12,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
13.4,17.95,243.91,209.75,227.66,0.06,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
10.5,18.77,244.06,205.73,209.07,0.03,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
2.93,18.97,244.14,204.35,204.24,0.02,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
5.58,19.59,244.43,201.86,197.13,0.02,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
5.74,20.3,245.34,198.26,187.41,0.01,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
7.0,21.12,245.9,194.78,171.33,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
12.7,22.56,245.25,188.37,138.98,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
3.89,23.18,244.0,185.3,127.27,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
5.02,25.23,239.18,177.32,102.81,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
3.39,25.74,237.64,174.8,97.25,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
10.7,26.35,236.26,172.47,92.94,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
4.07,29.02,230.28,159.94,69.68,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
8.92,29.38,229.01,158.15,65.64,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
5.69,29.84,228.03,156.35,61.84,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
9.14,32.61,219.86,144.57,45.35,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
6.1,35.69,212.46,133.94,26.39,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
2.26,39.89,201.82,125.08,19.6,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
1.32,44.61,194.49,118.03,14.04,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
3.15,49.22,187.22,112.03,9.81,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
4.71,51.48,179.93,106.69,6.71,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
4.96,51.89,173.14,102.21,4.38,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
2.58,50.25,166.11,98.25,2.89,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
2.52,48.3,159.33,94.59,1.9,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
2.3,47.17,153.43,91.42,1.28,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
0.63,47.68,147.95,88.55,0.87,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
1.4,49.73,142.73,85.84,0.58,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
2.07,50.56,138.21,83.46,0.39,0.0,UGC09133,LTG,0.0,0.0,0.0,0.0,0.0,
