r_kpc,v_obs,v_obs_err,v_gas,v_disk,v_bulge,sb_disk,sb_bulge,galaxy,source_type,dist,inc,lum,type
0.36957,,,,,,3070.18995,6332.02178,NGC3838,ETG,,,,
0.40653,,,,,,3010.22368,5208.98538,NGC3838,ETG,,,,
0.44685,,,,,,2946.14094,4153.39606,NGC3838,ETG,,,,
0.49164,,,,,,2876.53663,3177.29066,NGC3838,ETG,,,,
0.54092,,,,,,2801.86972,2403.24166,NGC3838,ETG,,,,
0.59468,,,,,,2722.62361,1736.29995,NGC3838,ETG,,,,
0.65515,,,,,,2636.14766,1233.13117,NGC3838,ETG,,,,
0.72011,,,,,,2546.32303,854.86018,NGC3838,ETG,,,,
0.79178,,,,,,2450.75401,608.60206,NGC3838,ETG,,,,
0.8713,,,,,,2348.92319,405.49595,NGC3838,ETG,,,,
0.95865,,,,,,2241.92343,260.89893,NGC3838,ETG,,,,
1.05496,,,,,,2129.59008,142.52345,NGC3838,ETG,,,,
1.16024,,,,,,1979.59488,73.59931,NGC3838,ETG,,,,
1.27559,,,,,,1806.07082,35.67641,NGC3838,ETG,,,,
1.40326,,,,,,1775.5478,16.00671,NGC3838,ETG,,,,
1.54325,,,,,,1642.38842,6.64716,NGC3838,ETG,,,,
1.6978,,,,,,1380.5057,2.51929,NGC3838,ETG,,,,
1.86803,,,,,,1128.48851,0.86531,NGC3838,ETG,,,,
2.05505,,,,,,900.12122,0.26746,NGC3838,ETG,,,,
2.26,,,,,,717.77004,0.07388,NGC3838,ETG,,,,
2.48622,,,,,,528.22062,0.01785,NGC3838,ETG,,,,
2.73484,,,,,,372.92857,0.00375,NGC3838,ETG,,,,
3.0081,,,,,,273.41917,0.00067,NGC3838,ETG,,,,
3.30936,,,,,,185.70765,0.0001,NGC3838,ETG,,,,
3.63974,,,,,,124.86191,1e-05,NGC3838,ETG,,,,
4.00371,,,,,,80.76627,0.0,NGC3838,ETG,,,,
4.40464,,,,,,54.70538,0.0,NGC3838,ETG,,,,
4.84477,,,,,,36.01057,0.0,NGC3838,ETG,,,,
5.3297,,,,,,29.54133,0.0,NGC3838,ETG,,,,
5.86278,,,,,,20.38121,0.0,NGC3838,ETG,,,,
6.4485,,,,,,14.11335,0.0,NGC3838,ETG,,,,
7.09357,,,,,,10.93528,0.0,NGC3838,ETG,,,,
7.8036,,,,,,7.32538,0.0,NGC3838,ETG,,,,
8.58306,,,,,,5.84023,0.0,NGC3838,ETG,,,,
9.44204,,,,,,4.18052,0.0,NGC3838,ETG,,,,
10.38613,,,,,,4.03673,0.0,NGC3838,ETG,,,,
11.4243,,,,,,2.68429,0.0,NGC3838,ETG,,,,
12.56662,,,,,,1.85025,0.0,NGC3838,ETG,,,,
13.82317,,,,,,1.55607,0.0,NGC3838,ETG,,,,
15.20627,,,,,,1.1546,0.0,NGC3838,ETG,,,,
16.72712,,,,,,1.1006,0.0,NGC3838,ETG,,,,
18.39916,,,,,,1.1398,0.0,NGC3838,ETG,,,,
0.0,,,,,,12045.64408,74120.27852,NGC3941,ETG,,,,
0.03908,,,,,,11471.10113,74120.27852,NGC3941,ETG,,,,
0.04328,,,,,,11410.88551,74654.79892,NGC3941,ETG,,,,
0.04749,,,,,,11350.98599,71831.14208,NGC3941,ETG,,,,
0.0523,,,,,,11282.91432,68742.88614,NGC3941,ETG,,,,
0.05771,,,,,,11206.82151,66997.36932,NGC3941,ETG,,,,
0.06312,,,,,,11131.24189,65081.92826,NGC3941,ETG,,,,
0.06974,,,,,,11039.55865,61877.64862,NGC3941,ETG,,,,
0.07635,,,,,,10948.63057,58366.81621,NGC3941,ETG,,,,
0.08416,,,,,,10842.13519,54988.80032,NGC3941,ETG,,,,
0.09258,,,,,,10728.60602,51334.00273,NGC3941,ETG,,,,
0.1016,,,,,,10608.28648,48443.0902,NGC3941,ETG,,,,
0.11182,,,,,,10473.55474,44332.68762,NGC3941,ETG,,,,
0.12324,,,,,,10324.99619,39889.60605,NGC3941,ETG,,,,
0.13526,,,,,,10170.89465,34624.15547,NGC3941,ETG,,,,
0.14909,,,,,,9996.5191,29561.0893,NGC3941,ETG,,,,
0.16412,,,,,,9810.36961,25283.4005,NGC3941,ETG,,,,
0.18035,,,,,,9613.21965,22099.24724,NGC3941,ETG,,,,
0.19839,,,,,,9398.80738,19047.7704,NGC3941,ETG,,,,
0.21822,,,,,,9168.47324,15952.12784,NGC3941,ETG,,,,
0.23987,,,,,,8923.63262,12300.50372,NGC3941,ETG,,,,
0.26391,,,,,,8659.24832,9405.42145,NGC3941,ETG,,,,
0.29036,,,,,,8377.46375,7575.08303,NGC3941,ETG,,,,
0.31922,,,,,,8080.50999,5737.00763,NGC3941,ETG,,,,
0.35168,,,,,,7759.00019,4364.55593,NGC3941,ETG,,,,
0.38655,,,,,,7427.90951,3437.0979,NGC3941,ETG,,,,
0.42503,,,,,,7078.93987,2515.72979,NGC3941,ETG,,,,
0.46771,,,,,,6710.95122,1879.77794,NGC3941,ETG,,,,
0.5146,,,,,,6328.6952,1299.64454,NGC3941,ETG,,,,
0.5663,,,,,,5932.42123,760.72059,NGC3941,ETG,,,,
0.62281,,,,,,5527.61114,372.0902,NGC3941,ETG,,,,
0.68473,,,,,,5073.6502,169.9555,NGC3941,ETG,,,,
0.75326,,,,,,4610.5884,71.39669,NGC3941,ETG,,,,
0.82841,,,,,,4118.42172,27.58524,NGC3941,ETG,,,,
0.91137,,,,,,3754.17588,9.65436,NGC3941,ETG,,,,
1.00275,,,,,,3395.01457,3.03748,NGC3941,ETG,,,,
1.10315,,,,,,3050.06183,0.8526,NGC3941,ETG,,,,
1.21316,,,,,,2657.02349,0.21189,NGC3941,ETG,,,,
1.3346,,,,,,2181.83024,0.04557,NGC3941,ETG,,,,
1.46805,,,,,,1703.05189,0.00842,NGC3941,ETG,,,,
1.61474,,,,,,1369.08247,0.00132,NGC3941,ETG,,,,
1.77645,,,,,,1134.56651,0.00017,NGC3941,ETG,,,,
1.9538,,,,,,951.54651,2e-05,NGC3941,ETG,,,,
2.14918,,,,,,827.99941,0.0,NGC3941,ETG,,,,
2.3644,,,,,,717.18307,0.0,NGC3941,ETG,,,,
2.60066,,,,,,612.11078,0.0,NGC3941,ETG,,,,
2.86096,,,,,,501.22189,0.0,NGC3941,ETG,,,,
3.14712,,,,,,391.58859,0.0,NGC3941,ETG,,,,
3.46153,,,,,,306.49968,0.0,NGC3941,ETG,,,,
3.8078,,,,,,228.04997,0.0,NGC3941,ETG,,,,
4.18895,,,,,,160.2618,0.0,NGC3941,ETG,,,,
4.60736,,,,,,112.0031,0.0,NGC3941,ETG,,,,
5.06846,,,,,,73.65971,0.0,NGC3941,ETG,,,,
5.57524,,,,,,57.33635,0.0,NGC3941,ETG,,,,
6.13252,,,,,,38.69279,0.0,NGC3941,ETG,,,,
6.74572,,,,,,25.21332,0.0,NGC3941,ETG,,,,
7.42023,,,,,,16.95235,0.0,NGC3941,ETG,,,,
8.16267,,,,,,11.31436,0.0,NGC3941,ETG,,,,
8.97906,,,,,,7.78449,0.0,NGC3941,ETG,,,,
9.8766,,,,,,4.6863,0.0,NGC3941,ETG,,,,
10.86433,,,,,,3.3918,0.0,NGC3941,ETG,,,,
11.95064,,,,,,2.80821,0.0,NGC3941,ETG,,,,
13.14576,,,,,,2.90289,0.0,NGC3941,ETG,,,,
0.0,,,,,,3348.34367,55285.04749,NGC3945,ETG,,,,
0.07185,,,,,,3224.94291,55285.04749,NGC3945,ETG,,,,
0.07959,,,,,,3211.92788,53808.44156,NGC3945,ETG,,,,
0.08732,,,,,,3198.96537,52267.4407,NGC3945,ETG,,,,
0.09617,,,,,,3184.21513,50621.70057,NGC3945,ETG,,,,
0.10612,,,,,,3167.70238,48835.49262,NGC3945,ETG,,,,
0.11606,,,,,,3151.27527,46786.59616,NGC3945,ETG,,,,
0.12822,,,,,,3131.31332,44515.07948,NGC3945,ETG,,,,
0.14038,,,,,,3111.47783,42098.05578,NGC3945,ETG,,,,
0.15475,,,,,,3088.19782,39690.74293,NGC3945,ETG,,,,
0.17023,,,,,,3063.32179,37044.58775,NGC3945,ETG,,,,
0.18681,,,,,,3036.89123,34428.47885,NGC3945,ETG,,,,
0.2056,,,,,,3007.21216,31636.94714,NGC3945,ETG,,,,
0.2266,,,,,,2974.38455,28913.81704,NGC3945,ETG,,,,
0.24871,,,,,,2940.21623,26411.26526,NGC3945,ETG,,,,
0.27413,,,,,,2901.40763,23793.59861,NGC3945,ETG,,,,
0.30177,,,,,,2859.80514,21329.86949,NGC3945,ETG,,,,
0.33161,,,,,,2815.54422,19103.92467,NGC3945,ETG,,,,
0.36477,,,,,,2767.16837,17168.46448,NGC3945,ETG,,,,
0.40125,,,,,,2714.9144,15533.70556,NGC3945,ETG,,,,
0.44104,,,,,,2659.03479,14014.5901,NGC3945,ETG,,,,
0.48526,,,,,,2598.29424,12706.58922,NGC3945,ETG,,,,
0.5339,,,,,,2533.08096,11476.65747,NGC3945,ETG,,,,
0.58695,,,,,,2463.80449,10384.03277,NGC3945,ETG,,,,
0.64664,,,,,,2388.13053,9243.21685,NGC3945,ETG,,,,
0.71076,,,,,,2309.43802,8133.67617,NGC3945,ETG,,,,
0.7815,,,,,,2225.61073,7039.0608,NGC3945,ETG,,,,
0.85998,,,,,,2136.17023,5985.21342,NGC3945,ETG,,,,
0.9462,,,,,,2042.04949,4985.92258,NGC3945,ETG,,,,
1.04126,,,,,,1943.07484,4066.31013,NGC3945,ETG,,,,
1.14517,,,,,,1840.37217,3199.62191,NGC3945,ETG,,,,
1.25902,,,,,,1734.05854,2419.59268,NGC3945,ETG,,,,
1.38504,,,,,,1623.53644,1718.64503,NGC3945,ETG,,,,
1.52321,,,,,,1510.42967,1134.59682,NGC3945,ETG,,,,
1.67575,,,,,,1394.68901,710.20401,NGC3945,ETG,,,,
1.84377,,,,,,1277.44366,403.79755,NGC3945,ETG,,,,
2.02836,,,,,,1110.95515,217.14256,NGC3945,ETG,,,,
2.23065,,,,,,1013.09936,110.03064,NGC3945,ETG,,,,
2.45393,,,,,,890.86739,51.95531,NGC3945,ETG,,,,
2.69933,,,,,,781.17567,22.77616,NGC3945,ETG,,,,
2.96904,,,,,,683.31526,9.20108,NGC3945,ETG,,,,
3.26638,,,,,,610.98265,3.38739,NGC3945,ETG,,,,
3.59247,,,,,,536.43156,1.13226,NGC3945,ETG,,,,
3.95172,,,,,,427.84504,0.33855,NGC3945,ETG,,,,
4.34744,,,,,,334.43656,0.08955,NGC3945,ETG,,,,
4.78185,,,,,,250.95395,0.0208,NGC3945,ETG,,,,
5.26048,,,,,,205.69382,0.00416,NGC3945,ETG,,,,
5.78664,,,,,,162.79015,0.00071,NGC3945,ETG,,,,
6.36475,,,,,,129.30928,0.0001,NGC3945,ETG,,,,
7.00145,,,,,,97.82052,1e-05,NGC3945,ETG,,,,
7.70225,,,,,,73.52415,0.0,NGC3945,ETG,,,,
8.4716,,,,,,60.20465,0.0,NGC3945,ETG,,,,
9.31942,,,,,,54.95789,0.0,NGC3945,ETG,,,,
10.25125,,,,,,50.02995,0.0,NGC3945,ETG,,,,
11.27593,,,,,,46.81985,0.0,NGC3945,ETG,,,,
12.40342,,,,,,42.03684,0.0,NGC3945,ETG,,,,
13.64365,,,,,,32.60093,0.0,NGC3945,ETG,,,,
15.00878,,,,,,23.3577,0.0,NGC3945,ETG,,,,
16.50988,,,,,,12.81239,0.0,NGC3945,ETG,,,,
18.16021,,,,,,8.6862,0.0,NGC3945,ETG,,,,
19.97634,,,,,,4.97542,0.0,NGC3945,ETG,,,,
21.97375,,,,,,1.41916,0.0,NGC3945,ETG,,,,
0.0,,,,,,2997.98894,139008.31019,NGC3998,ETG,,,,
0.04475,,,,,,2907.25359,139008.31019,NGC3998,ETG,,,,
0.04957,,,,,,2897.64738,135532.29141,NGC3998,ETG,,,,
0.05439,,,,,,2888.07291,131274.08248,NGC3998,ETG,,,,
0.05989,,,,,,2877.16939,126670.62605,NGC3998,ETG,,,,
0.06609,,,,,,2864.95213,121080.33756,NGC3998,ETG,,,,
0.07229,,,,,,2852.78674,116060.40245,NGC3998,ETG,,,,
0.07986,,,,,,2837.98807,109475.01166,NGC3998,ETG,,,,
0.08743,,,,,,2823.26617,101032.3596,NGC3998,ETG,,,,
0.09638,,,,,,2805.96598,92611.97195,NGC3998,ETG,,,,
0.10602,,,,,,2787.45355,85934.28161,NGC3998,ETG,,,,
0.11635,,,,,,2767.75431,78520.91735,NGC3998,ETG,,,,
0.12805,,,,,,2745.59676,69436.58867,NGC3998,ETG,,,,
0.14113,,,,,,2721.04228,61670.67786,NGC3998,ETG,,,,
0.1549,,,,,,2695.43266,54324.93678,NGC3998,ETG,,,,
0.17073,,,,,,2666.27943,48012.9528,NGC3998,ETG,,,,
0.18794,,,,,,2634.94866,41913.2376,NGC3998,ETG,,,,
0.20653,,,,,,2601.52481,36377.41538,NGC3998,ETG,,,,
0.22718,,,,,,2564.88423,31446.9479,NGC3998,ETG,,,,
0.2499,,,,,,2525.17535,26934.64044,NGC3998,ETG,,,,
0.27469,,,,,,2482.55738,23034.4669,NGC3998,ETG,,,,
0.30222,,,,,,2436.04714,20076.77949,NGC3998,ETG,,,,
0.33251,,,,,,2385.89166,16952.93082,NGC3998,ETG,,,,
0.36556,,,,,,2332.35359,14526.57716,NGC3998,ETG,,,,
0.40273,,,,,,2273.55791,12288.74387,NGC3998,ETG,,,,
0.44266,,,,,,2212.05688,10308.68397,NGC3998,ETG,,,,
0.48672,,,,,,2146.12256,8779.09331,NGC3998,ETG,,,,
0.5356,,,,,,2075.27362,7155.3284,NGC3998,ETG,,,,
0.5893,,,,,,2000.1328,5670.4794,NGC3998,ETG,,,,
0.64851,,,,,,1920.43484,4337.48544,NGC3998,ETG,,,,
0.71322,,,,,,1836.95112,3306.20878,NGC3998,ETG,,,,
0.78413,,,,,,1749.63542,2446.3119,NGC3998,ETG,,,,
0.86261,,,,,,1657.82537,1771.66847,NGC3998,ETG,,,,
0.94866,,,,,,1562.68433,1258.49067,NGC3998,ETG,,,,
1.04367,,,,,,1463.9772,848.24745,NGC3998,ETG,,,,
1.14831,,,,,,1362.45638,534.38069,NGC3998,ETG,,,,
1.26328,,,,,,1259.01468,317.2532,NGC3998,ETG,,,,
1.38926,,,,,,1154.65846,163.68942,NGC3998,ETG,,,,
1.52833,,,,,,1049.48159,74.68332,NGC3998,ETG,,,,
1.68116,,,,,,942.18377,31.52712,NGC3998,ETG,,,,
1.84914,,,,,,850.81942,12.2188,NGC3998,ETG,,,,
2.03433,,,,,,775.58674,4.29729,NGC3998,ETG,,,,
2.23742,,,,,,700.78406,1.36614,NGC3998,ETG,,,,
2.46116,,,,,,606.11238,0.38653,NGC3998,ETG,,,,
2.70762,,,,,,510.91453,0.0962,NGC3998,ETG,,,,
2.97817,,,,,,406.26339,0.0209,NGC3998,ETG,,,,
3.27626,,,,,,313.92409,0.00389,NGC3998,ETG,,,,
3.60396,,,,,,240.56305,0.00061,NGC3998,ETG,,,,
3.96401,,,,,,181.64767,8e-05,NGC3998,ETG,,,,
4.36055,,,,,,134.16215,1e-05,NGC3998,ETG,,,,
4.79702,,,,,,99.27274,0.0,NGC3998,ETG,,,,
5.27617,,,,,,70.66918,0.0,NGC3998,ETG,,,,
5.8042,,,,,,48.30922,0.0,NGC3998,ETG,,,,
6.38455,,,,,,33.26826,0.0,NGC3998,ETG,,,,
7.02273,,,,,,21.2046,0.0,NGC3998,ETG,,,,
7.72493,,,,,,14.40224,0.0,NGC3998,ETG,,,,
8.49736,,,,,,9.91814,0.0,NGC3998,ETG,,,,
9.34758,,,,,,6.26946,0.0,NGC3998,ETG,,,,
10.28247,,,,,,3.45804,0.0,NGC3998,ETG,,,,
11.21737,,,,,,1.35213,0.0,NGC3998,ETG,,,,
12.15226,,,,,,0.71148,0.0,NGC3998,ETG,,,,
13.08716,,,,,,0.37438,0.0,NGC3998,ETG,,,,
14.02205,,,,,,0.197,0.0,NGC3998,ETG,,,,
0.0,,,,,,2093.29303,92416.53481,NGC4203,ETG,,,,
0.04821,,,,,,2039.56885,92416.53481,NGC4203,ETG,,,,
0.05341,,,,,,2033.86604,90869.19567,NGC4203,ETG,,,,
0.0586,,,,,,2028.17918,88760.15066,NGC4203,ETG,,,,
0.06453,,,,,,2021.69938,86211.09358,NGC4203,ETG,,,,
0.07121,,,,,,2014.43435,83105.25439,NGC4203,ETG,,,,
0.07789,,,,,,2007.19543,79206.64108,NGC4203,ETG,,,,
0.08604,,,,,,1998.38317,73934.52387,NGC4203,ETG,,,,
0.0942,,,,,,1989.6096,67838.45851,NGC4203,ETG,,,,
0.10385,,,,,,1979.29048,60312.38707,NGC4203,ETG,,,,
0.11423,,,,,,1968.23743,54425.38949,NGC4203,ETG,,,,
0.12536,,,,,,1956.46336,47478.02309,NGC4203,ETG,,,,
0.13797,,,,,,1943.20454,42522.99646,NGC4203,ETG,,,,
0.15206,,,,,,1928.49217,38625.16513,NGC4203,ETG,,,,
0.1669,,,,,,1913.12578,35140.44162,NGC4203,ETG,,,,
0.18396,,,,,,1895.60574,31250.31037,NGC4203,ETG,,,,
0.2025,,,,,,1876.74414,26885.98071,NGC4203,ETG,,,,
0.22253,,,,,,1856.58437,22556.91457,NGC4203,ETG,,,,
0.24478,,,,,,1834.43849,19526.97697,NGC4203,ETG,,,,
0.26926,,,,,,1810.38302,17743.36556,NGC4203,ETG,,,,
0.29596,,,,,,1784.50031,15152.24773,NGC4203,ETG,,,,
0.32563,,,,,,1756.17551,12672.61829,NGC4203,ETG,,,,
0.35827,,,,,,1725.53723,10876.18861,NGC4203,ETG,,,,
0.39388,,,,,,1692.72294,9202.34711,NGC4203,ETG,,,,
0.43393,,,,,,1656.55217,7506.28622,NGC4203,ETG,,,,
0.47695,,,,,,1618.56254,6413.55447,NGC4203,ETG,,,,
0.52443,,,,,,1577.65322,5334.76533,NGC4203,ETG,,,,
0.57709,,,,,,1533.47812,4498.08708,NGC4203,ETG,,,,
0.63495,,,,,,1486.37228,3830.17924,NGC4203,ETG,,,,
0.69874,,,,,,1436.11053,3190.14936,NGC4203,ETG,,,,
0.76847,,,,,,1383.11533,2747.64528,NGC4203,ETG,,,,
0.84487,,,,,,1327.2889,2270.45319,NGC4203,ETG,,,,
0.92943,,,,,,1268.12374,1862.49389,NGC4203,ETG,,,,
1.02215,,,,,,1206.27661,1436.31484,NGC4203,ETG,,,,
1.12452,,,,,,1141.49458,1032.35769,NGC4203,ETG,,,,
1.23726,,,,,,1074.15944,684.69552,NGC4203,ETG,,,,
1.36114,,,,,,1004.74968,409.18721,NGC4203,ETG,,,,
1.49688,,,,,,933.82935,227.16478,NGC4203,ETG,,,,
1.64672,,,,,,861.34379,92.83559,NGC4203,ETG,,,,
1.81139,,,,,,757.46879,34.72243,NGC4203,ETG,,,,
1.99238,,,,,,661.86241,11.78094,NGC4203,ETG,,,,
2.19192,,,,,,579.90734,3.5781,NGC4203,ETG,,,,
2.41074,,,,,,512.40095,0.96851,NGC4203,ETG,,,,
2.65181,,,,,,454.37109,0.22953,NGC4203,ETG,,,,
2.91736,,,,,,404.37058,0.047,NGC4203,ETG,,,,
3.20888,,,,,,356.13936,0.00824,NGC4203,ETG,,,,
3.53006,,,,,,309.90482,0.00121,NGC4203,ETG,,,,
3.88314,,,,,,276.71315,0.00015,NGC4203,ETG,,,,
4.27108,,,,,,242.34273,1e-05,NGC4203,ETG,,,,
4.69834,,,,,,194.81842,0.0,NGC4203,ETG,,,,
5.16862,,,,,,153.04883,0.0,NGC4203,ETG,,,,
5.68489,,,,,,115.88575,0.0,NGC4203,ETG,,,,
6.25382,,,,,,78.06027,0.0,NGC4203,ETG,,,,
6.87913,,,,,,52.24323,0.0,NGC4203,ETG,,,,
7.56674,,,,,,33.98052,0.0,NGC4203,ETG,,,,
8.32334,,,,,,20.77926,0.0,NGC4203,ETG,,,,
9.1556,,,,,,13.59033,0.0,NGC4203,ETG,,,,
10.07168,,,,,,8.69421,0.0,NGC4203,ETG,,,,
11.079,,,,,,5.26296,0.0,NGC4203,ETG,,,,
12.18646,,,,,,3.96671,0.0,NGC4203,ETG,,,,
13.40518,,,,,,3.00075,0.0,NGC4203,ETG,,,,
14.6239,,,,,,0.7966,0.0,NGC4203,ETG,,,,
0.0,,,,,,2539.97842,63054.2163,NGC4262,ETG,,,,
0.05231,,,,,,2413.92737,63054.2163,NGC4262,ETG,,,,
0.05794,,,,,,2400.7314,62347.81558,NGC4262,ETG,,,,
0.06358,,,,,,2387.60756,60945.38754,NGC4262,ETG,,,,
0.07002,,,,,,2372.69671,59518.66342,NGC4262,ETG,,,,
0.07726,,,,,,2356.03328,58182.23963,NGC4262,ETG,,,,
0.0845,,,,,,2339.48688,56386.45985,NGC4262,ETG,,,,
0.09336,,,,,,2319.42123,54074.20569,NGC4262,ETG,,,,
0.10221,,,,,,2299.52768,50964.01229,NGC4262,ETG,,,,
0.11267,,,,,,2276.23699,47021.84546,NGC4262,ETG,,,,
0.12394,,,,,,2251.41845,43756.22902,NGC4262,ETG,,,,
0.13601,,,,,,2225.12737,40632.68773,NGC4262,ETG,,,,
0.14969,,,,,,2195.70177,36963.15704,NGC4262,ETG,,,,
0.16498,,,,,,2163.27459,33320.51758,NGC4262,ETG,,,,
0.18108,,,,,,2129.65795,29964.79864,NGC4262,ETG,,,,
0.19959,,,,,,2091.64412,26724.11246,NGC4262,ETG,,,,
0.21971,,,,,,2051.09395,23139.0139,NGC4262,ETG,,,,
0.24144,,,,,,2008.18229,19971.93608,NGC4262,ETG,,,,
0.26558,,,,,,1961.55479,17164.70396,NGC4262,ETG,,,,
0.29214,,,,,,1911.514,14885.42042,NGC4262,ETG,,,,
0.32111,,,,,,1858.37886,12074.15242,NGC4262,ETG,,,,
0.3533,,,,,,1801.07033,9649.57668,NGC4262,ETG,,,,
0.38871,,,,,,1740.07003,7881.14735,NGC4262,ETG,,,,
0.42734,,,,,,1675.87809,6180.63841,NGC4262,ETG,,,,
0.4708,,,,,,1606.48836,4820.83318,NGC4262,ETG,,,,
0.51748,,,,,,1535.15553,3835.53374,NGC4262,ETG,,,,
0.56899,,,,,,1460.1136,2970.15469,NGC4262,ETG,,,,
0.62613,,,,,,1381.14819,2344.74179,NGC4262,ETG,,,,
0.6889,,,,,,1299.31151,1883.64003,NGC4262,ETG,,,,
0.75811,,,,,,1214.69034,1501.93675,NGC4262,ETG,,,,
0.83376,,,,,,1128.48853,1224.55535,NGC4262,ETG,,,,
0.91666,,,,,,1041.0412,993.3292,NGC4262,ETG,,,,
1.0084,,,,,,952.13317,695.38429,NGC4262,ETG,,,,
1.109,,,,,,863.3492,446.52632,NGC4262,ETG,,,,
1.22006,,,,,,719.82422,273.81798,NGC4262,ETG,,,,
1.34239,,,,,,607.98504,159.78299,NGC4262,ETG,,,,
1.47679,,,,,,532.21356,88.41253,NGC4262,ETG,,,,
1.62407,,,,,,483.96361,46.22455,NGC4262,ETG,,,,
1.78664,,,,,,427.83897,22.59385,NGC4262,ETG,,,,
1.9653,,,,,,363.67629,10.28791,NGC4262,ETG,,,,
2.16167,,,,,,296.57226,4.33317,NGC4262,ETG,,,,
2.37816,,,,,,227.43225,1.67035,NGC4262,ETG,,,,
2.61557,,,,,,173.20488,0.58721,NGC4262,ETG,,,,
2.87713,,,,,,134.96873,0.18562,NGC4262,ETG,,,,
3.16524,,,,,,105.92929,0.0522,NGC4262,ETG,,,,
3.48152,,,,,,84.63763,0.01297,NGC4262,ETG,,,,
3.83,,,,,,59.98046,0.0028,NGC4262,ETG,,,,
4.21308,,,,,,41.42138,0.00052,NGC4262,ETG,,,,
4.63398,,,,,,26.99161,8e-05,NGC4262,ETG,,,,
5.09754,,,,,,17.21987,1e-05,NGC4262,ETG,,,,
5.60778,,,,,,11.01615,0.0,NGC4262,ETG,,,,
6.16792,,,,,,7.77732,0.0,NGC4262,ETG,,,,
6.78519,,,,,,5.1669,0.0,NGC4262,ETG,,,,
7.46363,,,,,,3.34834,0.0,NGC4262,ETG,,,,
8.20967,,,,,,2.50744,0.0,NGC4262,ETG,,,,
9.03056,,,,,,1.9844,0.0,NGC4262,ETG,,,,
9.93353,,,,,,1.44155,0.0,NGC4262,ETG,,,,
10.92745,,,,,,0.99547,0.0,NGC4262,ETG,,,,
12.02035,,,,,,0.38444,0.0,NGC4262,ETG,,,,
0.0,,,,,,992.72744,71674.91363,NGC4278,ETG,,,,
0.04853,,,,,,974.15097,71674.91363,NGC4278,ETG,,,,
0.05376,,,,,,972.17127,70680.11079,NGC4278,ETG,,,,
0.05898,,,,,,970.1956,69568.92268,NGC4278,ETG,,,,
0.06496,,,,,,967.94261,68092.60645,NGC4278,ETG,,,,
0.07167,,,,,,965.41425,66274.94527,NGC4278,ETG,,,,
0.07839,,,,,,962.89249,64384.76542,NGC4278,ETG,,,,
0.08661,,,,,,959.81928,62606.93353,NGC4278,ETG,,,,
0.09482,,,,,,956.75588,60536.85945,NGC4278,ETG,,,,
0.10453,,,,,,953.1481,58261.61918,NGC4278,ETG,,,,
0.11498,,,,,,949.27802,55600.38572,NGC4278,ETG,,,,
0.12618,,,,,,945.14893,52712.30073,NGC4278,ETG,,,,
0.13887,,,,,,940.49101,49413.05116,NGC4278,ETG,,,,
0.15306,,,,,,935.31226,45927.68124,NGC4278,ETG,,,,
0.16799,,,,,,929.89175,42006.94312,NGC4278,ETG,,,,
0.18516,,,,,,923.69698,38127.11125,NGC4278,ETG,,,,
0.20383,,,,,,917.01034,34664.96275,NGC4278,ETG,,,,
0.22398,,,,,,909.84312,31661.07696,NGC4278,ETG,,,,
0.24638,,,,,,901.94523,28314.67846,NGC4278,ETG,,,,
0.27102,,,,,,893.3367,24859.79369,NGC4278,ETG,,,,
0.2979,,,,,,884.03927,22089.61213,NGC4278,ETG,,,,
0.32776,,,,,,873.82223,19714.92998,NGC4278,ETG,,,,
0.36061,,,,,,862.71981,17352.31589,NGC4278,ETG,,,,
0.39645,,,,,,850.76891,15234.56301,NGC4278,ETG,,,,
0.43677,,,,,,837.52191,13458.98791,NGC4278,ETG,,,,
0.48007,,,,,,823.52332,11801.43715,NGC4278,ETG,,,,
0.52786,,,,,,808.34797,10289.27656,NGC4278,ETG,,,,
0.58086,,,,,,791.83979,8936.30503,NGC4278,ETG,,,,
0.6391,,,,,,774.0924,7659.83827,NGC4278,ETG,,,,
0.70331,,,,,,754.98548,6476.54177,NGC4278,ETG,,,,
0.77349,,,,,,734.64022,5488.79291,NGC4278,ETG,,,,
0.85039,,,,,,712.97597,4525.80241,NGC4278,ETG,,,,
0.93551,,,,,,689.74214,3695.86805,NGC4278,ETG,,,,
1.02883,,,,,,665.13576,3016.40851,NGC4278,ETG,,,,
1.13187,,,,,,638.98856,2426.00825,NGC4278,ETG,,,,
1.24535,,,,,,611.37672,1926.26337,NGC4278,ETG,,,,
1.37003,,,,,,582.41365,1514.73892,NGC4278,ETG,,,,
1.50667,,,,,,552.24883,1172.91374,NGC4278,ETG,,,,
1.65748,,,,,,520.7629,885.38184,NGC4278,ETG,,,,
1.82323,,,,,,488.22615,654.7312,NGC4278,ETG,,,,
2.0054,,,,,,454.80516,483.68566,NGC4278,ETG,,,,
2.20624,,,,,,420.605,364.32337,NGC4278,ETG,,,,
2.42649,,,,,,386.0486,277.74036,NGC4278,ETG,,,,
2.66914,,,,,,351.25553,209.0566,NGC4278,ETG,,,,
2.93643,,,,,,316.54786,153.81175,NGC4278,ETG,,,,
3.22985,,,,,,282.38276,111.01331,NGC4278,ETG,,,,
3.55313,,,,,,248.99379,75.81669,NGC4278,ETG,,,,
3.90852,,,,,,210.53849,49.85494,NGC4278,ETG,,,,
4.299,,,,,,174.81316,31.45397,NGC4278,ETG,,,,
