r_kpc,v_obs,v_obs_err,v_gas,v_disk,v_bulge,sb_disk,sb_bulge,galaxy,source_type,dist,inc,lum,type
,666.1,,,,,,,NGC 3351,EXTRA,,,,
,660.9,,,,,,,NGC 3351,EXTRA,,,,
,655.7,,,,,,,NGC 3351,EXTRA,,,,
,650.5,,,,,,,NGC 3351,EXTRA,,,,
,645.4,,,,,,,NGC 3351,EXTRA,,,,
,640.2,,,,,,,NGC 3351,EXTRA,,,,
,635.0,,,,,,,NGC 3351,EXTRA,,,,
,629.8,,,,,,,NGC 3351,EXTRA,,,,
,624.6,,,,,,,NGC 3351,EXTRA,,,,
,619.4,,,,,,,NGC 3351,EXTRA,,,,
,614.2,,,,,,,NGC 3351,EXTRA,,,,
,609.1,,,,,,,NGC 3351,EXTRA,,,,
,1085.7,,,,,,,NGC 3521,EXTRA,,,,
,1079.9,,,,,,,NGC 3521,EXTRA,,,,
,1074.7,,,,,,,NGC 3521,EXTRA,,,,
,1069.5,,,,,,,NGC 3521,EXTRA,,,,
,1064.3,,,,,,,NGC 3521,EXTRA,,,,
,1059.1,,,,,,,NGC 3521,EXTRA,,,,
,1053.9,,,,,,,NGC 3521,EXTRA,,,,
,1048.7,,,,,,,NGC 3521,EXTRA,,,,
,1043.5,,,,,,,NGC 3521,EXTRA,,,,
,1038.3,,,,,,,NGC 3521,EXTRA,,,,
,1033.1,,,,,,,NGC 3521,EXTRA,,,,
,1027.9,,,,,,,NGC 3521,EXTRA,,,,
,1022.7,,,,,,,NGC 3521,EXTRA,,,,
,1017.5,,,,,,,NGC 3521,EXTRA,,,,
,1012.4,,,,,,,NGC 3521,EXTRA,,,,
,1007.2,,,,,,,NGC 3521,EXTRA,,,,
,1002.0,,,,,,,NGC 3521,EXTRA,,,,
,996.8,,,,,,,NGC 3521,EXTRA,,,,
,991.6,,,,,,,NGC 3521,EXTRA,,,,
,986.4,,,,,,,NGC 3521,EXTRA,,,,
,981.2,,,,,,,NGC 3521,EXTRA,,,,
,976.0,,,,,,,NGC 3521,EXTRA,,,,
,970.9,,,,,,,NGC 3521,EXTRA,,,,
,965.7,,,,,,,NGC 3521,EXTRA,,,,
,960.5,,,,,,,NGC 3521,EXTRA,,,,
,955.3,,,,,,,NGC 3521,EXTRA,,,,
,950.1,,,,,,,NGC 3521,EXTRA,,,,
,944.9,,,,,,,NGC 3521,EXTRA,,,,
,939.7,,,,,,,NGC 3521,EXTRA,,,,
,934.6,,,,,,,NGC 3521,EXTRA,,,,
,929.4,,,,,,,NGC 3521,EXTRA,,,,
,924.2,,,,,,,NGC 3521,EXTRA,,,,
,919.0,,,,,,,NGC 3521,EXTRA,,,,
,913.8,,,,,,,NGC 3521,EXTRA,,,,
,908.6,,,,,,,NGC 3521,EXTRA,,,,
,903.5,,,,,,,NGC 3521,EXTRA,,,,
,898.3,,,,,,,NGC 3521,EXTRA,,,,
,893.1,,,,,,,NGC 3521,EXTRA,,,,
,887.9,,,,,,,NGC 3521,EXTRA,,,,
,882.7,,,,,,,NGC 3521,EXTRA,,,,
,877.5,,,,,,,NGC 3521,EXTRA,,,,
,872.4,,,,,,,NGC 3521,EXTRA,,,,
,867.2,,,,,,,NGC 3521,EXTRA,,,,
,862.0,,,,,,,NGC 3521,EXTRA,,,,
,856.8,,,,,,,NGC 3521,EXTRA,,,,
,851.6,,,,,,,NGC 3521,EXTRA,,,,
,846.4,,,,,,,NGC 3521,EXTRA,,,,
,841.3,,,,,,,NGC 3521,EXTRA,,,,
,836.1,,,,,,,NGC 3521,EXTRA,,,,
,830.9,,,,,,,NGC 3521,EXTRA,,,,
,825.7,,,,,,,NGC 3521,EXTRA,,,,
,820.5,,,,,,,NGC 3521,EXTRA,,,,
,815.3,,,,,,,NGC 3521,EXTRA,,,,
,810.2,,,,,,,NGC 3521,EXTRA,,,,
,805.0,,,,,,,NGC 3521,EXTRA,,,,
,799.8,,,,,,,NGC 3521,EXTRA,,,,
,794.6,,,,,,,NGC 3521,EXTRA,,,,
,789.4,,,,,,,NGC 3521,EXTRA,,,,
,784.3,,,,,,,NGC 3521,EXTRA,,,,
,779.1,,,,,,,NGC 3521,EXTRA,,,,
,773.9,,,,,,,NGC 3521,EXTRA,,,,
,768.7,,,,,,,NGC 3521,EXTRA,,,,
,763.5,,,,,,,NGC 3521,EXTRA,,,,
,758.4,,,,,,,NGC 3521,EXTRA,,,,
,753.2,,,,,,,NGC 3521,EXTRA,,,,
,748.0,,,,,,,NGC 3521,EXTRA,,,,
,742.8,,,,,,,NGC 3521,EXTRA,,,,
,737.7,,,,,,,NGC 3521,EXTRA,,,,
,732.5,,,,,,,NGC 3521,EXTRA,,,,
,727.3,,,,,,,NGC 3521,EXTRA,,,,
,722.1,,,,,,,NGC 3521,EXTRA,,,,
,716.9,,,,,,,NGC 3521,EXTRA,,,,
,711.8,,,,,,,NGC 3521,EXTRA,,,,
,706.6,,,,,,,NGC 3521,EXTRA,,,,
,701.4,,,,,,,NGC 3521,EXTRA,,,,
,696.2,,,,,,,NGC 3521,EXTRA,,,,
,691.1,,,,,,,NGC 3521,EXTRA,,,,
,685.9,,,,,,,NGC 3521,EXTRA,,,,
,680.7,,,,,,,NGC 3521,EXTRA,,,,
,675.5,,,,,,,NGC 3521,EXTRA,,,,
,670.3,,,,,,,NGC 3521,EXTRA,,,,
,665.2,,,,,,,NGC 3521,EXTRA,,,,
,660.0,,,,,,,NGC 3521,EXTRA,,,,
,654.8,,,,,,,NGC 3521,EXTRA,,,,
,649.6,,,,,,,NGC 3521,EXTRA,,,,
,644.5,,,,,,,NGC 3521,EXTRA,,,,
,639.3,,,,,,,NGC 3521,EXTRA,,,,
,634.1,,,,,,,NGC 3521,EXTRA,,,,
,628.9,,,,,,,NGC 3521,EXTRA,,,,
,623.8,,,,,,,NGC 3521,EXTRA,,,,
,618.6,,,,,,,NGC 3521,EXTRA,,,,
,613.4,,,,,,,NGC 3521,EXTRA,,,,
,608.2,,,,,,,NGC 3521,EXTRA,,,,
,603.1,,,,,,,NGC 3521,EXTRA,,,,
,597.9,,,,,,,NGC 3521,EXTRA,,,,
,592.7,,,,,,,NGC 3521,EXTRA,,,,
,587.6,,,,,,,NGC 3521,EXTRA,,,,
,582.4,,,,,,,NGC 3521,EXTRA,,,,
,577.2,,,,,,,NGC 3521,EXTRA,,,,
,572.0,,,,,,,NGC 3521,EXTRA,,,,
,566.9,,,,,,,NGC 3521,EXTRA,,,,
,561.7,,,,,,,NGC 3521,EXTRA,,,,
,556.5,,,,,,,NGC 3521,EXTRA,,,,
,551.3,,,,,,,NGC 3521,EXTRA,,,,
,546.2,,,,,,,NGC 3521,EXTRA,,,,
,541.0,,,,,,,NGC 3521,EXTRA,,,,
,535.8,,,,,,,NGC 3521,EXTRA,,,,
,530.6,,,,,,,NGC 3521,EXTRA,,,,
,525.4,,,,,,,NGC 3521,EXTRA,,,,
,923.1,,,,,,,NGC 3621,EXTRA,,,,
,917.9,,,,,,,NGC 3621,EXTRA,,,,
,912.7,,,,,,,NGC 3621,EXTRA,,,,
,907.6,,,,,,,NGC 3621,EXTRA,,,,
,902.4,,,,,,,NGC 3621,EXTRA,,,,
,897.2,,,,,,,NGC 3621,EXTRA,,,,
,892.0,,,,,,,NGC 3621,EXTRA,,,,
,886.8,,,,,,,NGC 3621,EXTRA,,,,
,881.6,,,,,,,NGC 3621,EXTRA,,,,
,876.4,,,,,,,NGC 3621,EXTRA,,,,
,871.3,,,,,,,NGC 3621,EXTRA,,,,
,866.1,,,,,,,NGC 3621,EXTRA,,,,
,860.9,,,,,,,NGC 3621,EXTRA,,,,
,855.7,,,,,,,NGC 3621,EXTRA,,,,
,850.5,,,,,,,NGC 3621,EXTRA,,,,
,845.4,,,,,,,NGC 3621,EXTRA,,,,
,840.2,,,,,,,NGC 3621,EXTRA,,,,
,835.0,,,,,,,NGC 3621,EXTRA,,,,
,829.8,,,,,,,NGC 3621,EXTRA,,,,
,824.6,,,,,,,NGC 3621,EXTRA,,,,
,819.5,,,,,,,NGC 3621,EXTRA,,,,
,814.3,,,,,,,NGC 3621,EXTRA,,,,
,809.1,,,,,,,NGC 3621,EXTRA,,,,
,803.9,,,,,,,NGC 3621,EXTRA,,,,
,798.7,,,,,,,NGC 3621,EXTRA,,,,
,793.5,,,,,,,NGC 3621,EXTRA,,,,
,788.4,,,,,,,NGC 3621,EXTRA,,,,
,783.2,,,,,,,NGC 3621,EXTRA,,,,
,778.0,,,,,,,NGC 3621,EXTRA,,,,
,772.8,,,,,,,NGC 3621,EXTRA,,,,
,767.7,,,,,,,NGC 3621,EXTRA,,,,
,762.5,,,,,,,NGC 3621,EXTRA,,,,
,757.3,,,,,,,NGC 3621,EXTRA,,,,
,752.1,,,,,,,NGC 3621,EXTRA,,,,
,746.9,,,,,,,NGC 3621,EXTRA,,,,
,741.8,,,,,,,NGC 3621,EXTRA,,,,
,736.6,,,,,,,NGC 3621,EXTRA,,,,
,731.4,,,,,,,NGC 3621,EXTRA,,,,
,726.2,,,,,,,NGC 3621,EXTRA,,,,
,721.0,,,,,,,NGC 3621,EXTRA,,,,
,715.9,,,,,,,NGC 3621,EXTRA,,,,
,710.7,,,,,,,NGC 3621,EXTRA,,,,
,705.5,,,,,,,NGC 3621,EXTRA,,,,
,700.3,,,,,,,NGC 3621,EXTRA,,,,
,695.2,,,,,,,NGC 3621,EXTRA,,,,
,690.0,,,,,,,NGC 3621,EXTRA,,,,
,684.8,,,,,,,NGC 3621,EXTRA,,,,
,679.6,,,,,,,NGC 3621,EXTRA,,,,
,674.5,,,,,,,NGC 3621,EXTRA,,,,
,669.3,,,,,,,NGC 3621,EXTRA,,,,
,664.1,,,,,,,NGC 3621,EXTRA,,,,
,658.9,,,,,,,NGC 3621,EXTRA,,,,
,653.8,,,,,,,NGC 3621,EXTRA,,,,
,648.6,,,,,,,NGC 3621,EXTRA,,,,
,643.4,,,,,,,NGC 3621,EXTRA,,,,
,638.2,,,,,,,NGC 3621,EXTRA,,,,
,633.1,,,,,,,NGC 3621,EXTRA,,,,
,627.9,,,,,,,NGC 3621,EXTRA,,,,
,622.7,,,,,,,NGC 3621,EXTRA,,,,
,617.5,,,,,,,NGC 3621,EXTRA,,,,
,612.4,,,,,,,NGC 3621,EXTRA,,,,
,607.2,,,,,,,NGC 3621,EXTRA,,,,
,602.0,,,,,,,NGC 3621,EXTRA,,,,
,596.8,,,,,,,NGC 3621,EXTRA,,,,
,591.7,,,,,,,NGC 3621,EXTRA,,,,
,586.5,,,,,,,NGC 3621,EXTRA,,,,
,581.3,,,,,,,NGC 3621,EXTRA,,,,
,576.2,,,,,,,NGC 3621,EXTRA,,,,
,571.0,,,,,,,NGC 3621,EXTRA,,,,
,565.8,,,,,,,NGC 3621,EXTRA,,,,
,560.7,,,,,,,NGC 3621,EXTRA,,,,
,555.5,,,,,,,NGC 3621,EXTRA,,,,
,947.8,,,,,,,NGC 3627,EXTRA,,,,
,942.6,,,,,,,NGC 3627,EXTRA,,,,
,937.4,,,,,,,NGC 3627,EXTRA,,,,
,932.2,,,,,,,NGC 3627,EXTRA,,,,
,927.0,,,,,,,NGC 3627,EXTRA,,,,
,921.8,,,,,,,NGC 3627,EXTRA,,,,
,916.6,,,,,,,NGC 3627,EXTRA,,,,
,911.5,,,,,,,NGC 3627,EXTRA,,,,
,906.3,,,,,,,NGC 3627,EXTRA,,,,
,901.1,,,,,,,NGC 3627,EXTRA,,,,
,895.9,,,,,,,NGC 3627,EXTRA,,,,
,890.7,,,,,,,NGC 3627,EXTRA,,,,
,885.5,,,,,,,NGC 3627,EXTRA,,,,
,880.4,,,,,,,NGC 3627,EXTRA,,,,
,875.2,,,,,,,NGC 3627,EXTRA,,,,
,870.0,,,,,,,NGC 3627,EXTRA,,,,
,864.8,,,,,,,NGC 3627,EXTRA,,,,
,859.6,,,,,,,NGC 3627,EXTRA,,,,
,854.4,,,,,,,NGC 3627,EXTRA,,,,
,849.3,,,,,,,NGC 3627,EXTRA,,,,
,844.1,,,,,,,NGC 3627,EXTRA,,,,
,838.9,,,,,,,NGC 3627,EXTRA,,,,
,833.7,,,,,,,NGC 3627,EXTRA,,,,
,828.5,,,,,,,NGC 3627,EXTRA,,,,
,823.3,,,,,,,NGC 3627,EXTRA,,,,
,818.2,,,,,,,NGC 3627,EXTRA,,,,
,813.0,,,,,,,NGC 3627,EXTRA,,,,
,807.8,,,,,,,NGC 3627,EXTRA,,,,
,802.6,,,,,,,NGC 3627,EXTRA,,,,
,797.4,,,,,,,NGC 3627,EXTRA,,,,
,792.3,,,,,,,NGC 3627,EXTRA,,,,
,787.1,,,,,,,NGC 3627,EXTRA,,,,
,781.9,,,,,,,NGC 3627,EXTRA,,,,
,776.7,,,,,,,NGC 3627,EXTRA,,,,
,771.5,,,,,,,NGC 3627,EXTRA,,,,
,766.4,,,,,,,NGC 3627,EXTRA,,,,
,761.2,,,,,,,NGC 3627,EXTRA,,,,
,756.0,,,,,,,NGC 3627,EXTRA,,,,
,750.8,,,,,,,NGC 3627,EXTRA,,,,
,745.7,,,,,,,NGC 3627,EXTRA,,,,
,740.5,,,,,,,NGC 3627,EXTRA,,,,
,735.3,,,,,,,NGC 3627,EXTRA,,,,
,730.1,,,,,,,NGC 3627,EXTRA,,,,
,724.9,,,,,,,NGC 3627,EXTRA,,,,
,719.8,,,,,,,NGC 3627,EXTRA,,,,
,714.6,,,,,,,NGC 3627,EXTRA,,,,
,709.4,,,,,,,NGC 3627,EXTRA,,,,
,704.2,,,,,,,NGC 3627,EXTRA,,,,
,699.1,,,,,,,NGC 3627,EXTRA,,,,
,693.9,,,,,,,NGC 3627,EXTRA,,,,
,688.7,,,,,,,NGC 3627,EXTRA,,,,
,683.5,,,,,,,NGC 3627,EXTRA,,,,
,678.3,,,,,,,NGC 3627,EXTRA,,,,
,673.2,,,,,,,NGC 3627,EXTRA,,,,
,668.0,,,,,,,NGC 3627,EXTRA,,,,
,662.8,,,,,,,NGC 3627,EXTRA,,,,
,657.6,,,,,,,NGC 3627,EXTRA,,,,
,652.5,,,,,,,NGC 3627,EXTRA,,,,
,647.3,,,,,,,NGC 3627,EXTRA,,,,
,642.1,,,,,,,NGC 3627,EXTRA,,,,
,636.9,,,,,,,NGC 3627,EXTRA,,,,
,631.8,,,,,,,NGC 3627,EXTRA,,,,
,626.6,,,,,,,NGC 3627,EXTRA,,,,
,621.4,,,,,,,NGC 3627,EXTRA,,,,
,616.2,,,,,,,NGC 3627,EXTRA,,,,
,611.1,,,,,,,NGC 3627,EXTRA,,,,
,605.9,,,,,,,NGC 3627,EXTRA,,,,
,600.7,,,,,,,NGC 3627,EXTRA,,,,
,595.5,,,,,,,NGC 3627,EXTRA,,,,
,590.4,,,,,,,NGC 3627,EXTRA,,,,
,585.2,,,,,,,NGC 3627,EXTRA,,,,
,580.0,,,,,,,NGC 3627,EXTRA,,,,
,574.9,,,,,,,NGC 3627,EXTRA,,,,
,569.7,,,,,,,NGC 3627,EXTRA,,,,
,564.5,,,,,,,NGC 3627,EXTRA,,,,
,559.3,,,,,,,NGC 3627,EXTRA,,,,
,554.2,,,,,,,NGC 3627,EXTRA,,,,
,549.0,,,,,,,NGC 3627,EXTRA,,,,
,543.8,,,,,,,NGC 3627,EXTRA,,,,
,538.7,,,,,,,NGC 3627,EXTRA,,,,
,533.5,,,,,,,NGC 3627,EXTRA,,,,
,528.3,,,,,,,NGC 3627,EXTRA,,,,
,523.1,,,,,,,NGC 3627,EXTRA,,,,
,518.0,,,,,,,NGC 3627,EXTRA,,,,
,512.8,,,,,,,NGC 3627,EXTRA,,,,
,507.6,,,,,,,NGC 3627,EXTRA,,,,
,502.5,,,,,,,NGC 3627,EXTRA,,,,
,497.3,,,,,,,NGC 3627,EXTRA,,,,
,355.5,,,,,,,NGC 4214,EXTRA,,,,
,354.3,,,,,,,NGC 4214,EXTRA,,,,
,353.0,,,,,,,NGC 4214,EXTRA,,,,
,351.7,,,,,,,NGC 4214,EXTRA,,,,
,350.4,,,,,,,NGC 4214,EXTRA,,,,
,349.1,,,,,,,NGC 4214,EXTRA,,,,
,347.8,,,,,,,NGC 4214,EXTRA,,,,
,346.5,,,,,,,NGC 4214,EXTRA,,,,
,345.2,,,,,,,NGC 4214,EXTRA,,,,
,343.9,,,,,,,NGC 4214,EXTRA,,,,
,342.6,,,,,,,NGC 4214,EXTRA,,,,
,341.3,,,,,,,NGC 4214,EXTRA,,,,
,340.1,,,,,,,NGC 4214,EXTRA,,,,
,338.8,,,,,,,NGC 4214,EXTRA,,,,
,337.5,,,,,,,NGC 4214,EXTRA,,,,
,336.2,,,,,,,NGC 4214,EXTRA,,,,
,334.9,,,,,,,NGC 4214,EXTRA,,,,
,333.6,,,,,,,NGC 4214,EXTRA,,,,
,332.3,,,,,,,NGC 4214,EXTRA,,,,
,331.0,,,,,,,NGC 4214,EXTRA,,,,
,329.7,,,,,,,NGC 4214,EXTRA,,,,
,328.4,,,,,,,NGC 4214,EXTRA,,,,
,327.1,,,,,,,NGC 4214,EXTRA,,,,
,325.9,,,,,,,NGC 4214,EXTRA,,,,
,324.6,,,,,,,NGC 4214,EXTRA,,,,
,323.3,,,,,,,NGC 4214,EXTRA,,,,
,322.0,,,,,,,NGC 4214,EXTRA,,,,
,320.7,,,,,,,NGC 4214,EXTRA,,,,
,319.4,,,,,,,NGC 4214,EXTRA,,,,
,318.1,,,,,,,NGC 4214,EXTRA,,,,
,316.8,,,,,,,NGC 4214,EXTRA,,,,
,315.5,,,,,,,NGC 4214,EXTRA,,,,
,314.2,,,,,,,NGC 4214,EXTRA,,,,
,312.9,,,,,,,NGC 4214,EXTRA,,,,
,311.7,,,,,,,NGC 4214,EXTRA,,,,
,310.4,,,,,,,NGC 4214,EXTRA,,,,
,309.1,,,,,,,NGC 4214,EXTRA,,,,
,307.8,,,,,,,NGC 4214,EXTRA,,,,
,306.5,,,,,,,NGC 4214,EXTRA,,,,
,305.2,,,,,,,NGC 4214,EXTRA,,,,
,303.9,,,,,,,NGC 4214,EXTRA,,,,
,302.6,,,,,,,NGC 4214,EXTRA,,,,
,301.3,,,,,,,NGC 4214,EXTRA,,,,
,300.0,,,,,,,NGC 4214,EXTRA,,,,
,298.7,,,,,,,NGC 4214,EXTRA,,,,
,297.5,,,,,,,NGC 4214,EXTRA,,,,
,296.2,,,,,,,NGC 4214,EXTRA,,,,
,294.9,,,,,,,NGC 4214,EXTRA,,,,
,293.6,,,,,,,NGC 4214,EXTRA,,,,
,292.3,,,,,,,NGC 4214,EXTRA,,,,
,291.0,,,,,,,NGC 4214,EXTRA,,,,
,289.7,,,,,,,NGC 4214,EXTRA,,,,
,288.4,,,,,,,NGC 4214,EXTRA,,,,
,287.1,,,,,,,NGC 4214,EXTRA,,,,
,285.8,,,,,,,NGC 4214,EXTRA,,,,
,284.5,,,,,,,NGC 4214,EXTRA,,,,
,283.3,,,,,,,NGC 4214,EXTRA,,,,
,282.0,,,,,,,NGC 4214,EXTRA,,,,
,280.7,,,,,,,NGC 4214,EXTRA,,,,
,279.4,,,,,,,NGC 4214,EXTRA,,,,
,278.1,,,,,,,NGC 4214,EXTRA,,,,
,276.8,,,,,,,NGC 4214,EXTRA,,,,
,275.5,,,,,,,NGC 4214,EXTRA,,,,
,274.2,,,,,,,NGC 4214,EXTRA,,,,
,272.9,,,,,,,NGC 4214,EXTRA,,,,
,271.6,,,,,,,NGC 4214,EXTRA,,,,
,270.4,,,,,,,NGC 4214,EXTRA,,,,
,269.1,,,,,,,NGC 4214,EXTRA,,,,
,267.8,,,,,,,NGC 4214,EXTRA,,,,
,266.5,,,,,,,NGC 4214,EXTRA,,,,
,265.2,,,,,,,NGC 4214,EXTRA,,,,
,263.9,,,,,,,NGC 4214,EXTRA,,,,
,262.6,,,,,,,NGC 4214,EXTRA,,,,
,261.3,,,,,,,NGC 4214,EXTRA,,,,
,260.0,,,,,,,NGC 4214,EXTRA,,,,
,258.7,,,,,,,NGC 4214,EXTRA,,,,
,257.4,,,,,,,NGC 4214,EXTRA,,,,
,256.2,,,,,,,NGC 4214,EXTRA,,,,
,254.9,,,,,,,NGC 4214,EXTRA,,,,
,253.6,,,,,,,NGC 4214,EXTRA,,,,
,252.3,,,,,,,NGC 4214,EXTRA,,,,
,251.0,,,,,,,NGC 4214,EXTRA,,,,
,249.7,,,,,,,NGC 4214,EXTRA,,,,
,248.4,,,,,,,NGC 4214,EXTRA,,,,
,247.1,,,,,,,NGC 4214,EXTRA,,,,
,245.8,,,,,,,NGC 4214,EXTRA,,,,
,244.5,,,,,,,NGC 4214,EXTRA,,,,
,243.3,,,,,,,NGC 4214,EXTRA,,,,
,242.0,,,,,,,NGC 4214,EXTRA,,,,
,240.7,,,,,,,NGC 4214,EXTRA,,,,
,239.4,,,,,,,NGC 4214,EXTRA,,,,
,238.1,,,,,,,NGC 4214,EXTRA,,,,
,236.8,,,,,,,NGC 4214,EXTRA,,,,
,235.5,,,,,,,NGC 4214,EXTRA,,,,
,234.2,,,,,,,NGC 4214,EXTRA,,,,
,232.9,,,,,,,NGC 4214,EXTRA,,,,
,231.6,,,,,,,NGC 4214,EXTRA,,,,
,230.3,,,,,,,NGC 4214,EXTRA,,,,
,319.3,,,,,,,NGC 4449,EXTRA,,,,
,314.2,,,,,,,NGC 4449,EXTRA,,,,
,309.2,,,,,,,NGC 4449,EXTRA,,,,
,304.1,,,,,,,NGC 4449,EXTRA,,,,
,298.9,,,,,,,NGC 4449,EXTRA,,,,
,293.7,,,,,,,NGC 4449,EXTRA,,,,
,288.6,,,,,,,NGC 4449,EXTRA,,,,
,283.4,,,,,,,NGC 4449,EXTRA,,,,
,278.3,,,,,,,NGC 4449,EXTRA,,,,
,273.1,,,,,,,NGC 4449,EXTRA,,,,
,267.9,,,,,,,NGC 4449,EXTRA,,,,
,262.8,,,,,,,NGC 4449,EXTRA,,,,
,257.6,,,,,,,NGC 4449,EXTRA,,,,
,252.4,,,,,,,NGC 4449,EXTRA,,,,
,247.3,,,,,,,NGC 4449,EXTRA,,,,
,242.1,,,,,,,NGC 4449,EXTRA,,,,
,237.0,,,,,,,NGC 4449,EXTRA,,,,
,231.8,,,,,,,NGC 4449,EXTRA,,,,
,226.6,,,,,,,NGC 4449,EXTRA,,,,
,221.5,,,,,,,NGC 4449,EXTRA,,,,
,216.3,,,,,,,NGC 4449,EXTRA,,,,
,211.2,,,,,,,NGC 4449,EXTRA,,,,
,206.0,,,,,,,NGC 4449,EXTRA,,,,
,200.8,,,,,,,NGC 4449,EXTRA,,,,
,195.7,,,,,,,NGC 4449,EXTRA,,,,
,190.5,,,,,,,NGC 4449,EXTRA,,,,
,185.4,,,,,,,NGC 4449,EXTRA,,,,
,180.2,,,,,,,NGC 4449,EXTRA,,,,
,175.0,,,,,,,NGC 4449,EXTRA,,,,
,169.9,,,,,,,NGC 4449,EXTRA,,,,
,164.7,,,,,,,NGC 4449,EXTRA,,,,
,159.6,,,,,,,NGC 4449,EXTRA,,,,
,154.4,,,,,,,NGC 4449,EXTRA,,,,
,149.3,,,,,,,NGC 4449,EXTRA,,,,
,144.1,,,,,,,NGC 4449,EXTRA,,,,
,138.9,,,,,,,NGC 4449,EXTRA,,,,
,133.8,,,,,,,NGC 4449,EXTRA,,,,
,128.6,,,,,,,NGC 4449,EXTRA,,,,
,123.5,,,,,,,NGC 4449,EXTRA,,,,
,118.3,,,,,,,NGC 4449,EXTRA,,,,
,113.2,,,,,,,NGC 4449,EXTRA,,,,
,108.0,,,,,,,NGC 4449,EXTRA,,,,
,102.8,,,,,,,NGC 4449,EXTRA,,,,
,97.6,,,,,,,NGC 4449,EXTRA,,,,
,92.5,,,,,,,NGC 4449,EXTRA,,,,
,489.7,,,,,,,NGC 4736,EXTRA,,,,
,484.5,,,,,,,NGC 4736,EXTRA,,,,
,479.4,,,,,,,NGC 4736,EXTRA,,,,
,474.2,,,,,,,NGC 4736,EXTRA,,,,
,469.0,,,,,,,NGC 4736,EXTRA,,,,
,463.9,,,,,,,NGC 4736,EXTRA,,,,
,458.7,,,,,,,NGC 4736,EXTRA,,,,
,453.6,,,,,,,NGC 4736,EXTRA,,,,
,448.4,,,,,,,NGC 4736,EXTRA,,,,
,443.2,,,,,,,NGC 4736,EXTRA,,,,
,438.1,,,,,,,NGC 4736,EXTRA,,,,
,432.9,,,,,,,NGC 4736,EXTRA,,,,
,427.7,,,,,,,NGC 4736,EXTRA,,,,
,422.6,,,,,,,NGC 4736,EXTRA,,,,
,417.4,,,,,,,NGC 4736,EXTRA,,,,
,412.2,,,,,,,NGC 4736,EXTRA,,,,
,407.1,,,,,,,NGC 4736,EXTRA,,,,
,401.9,,,,,,,NGC 4736,EXTRA,,,,
,396.7,,,,,,,NGC 4736,EXTRA,,,,
,391.6,,,,,,,NGC 4736,EXTRA,,,,
,386.4,,,,,,,NGC 4736,EXTRA,,,,
,381.2,,,,,,,NGC 4736,EXTRA,,,,
,376.1,,,,,,,NGC 4736,EXTRA,,,,
,370.9,,,,,,,NGC 4736,EXTRA,,,,
,365.7,,,,,,,NGC 4736,EXTRA,,,,
,360.6,,,,,,,NGC 4736,EXTRA,,,,
,355.4,,,,,,,NGC 4736,EXTRA,,,,
,350.2,,,,,,,NGC 4736,EXTRA,,,,
,345.1,,,,,,,NGC 4736,EXTRA,,,,
,339.9,,,,,,,NGC 4736,EXTRA,,,,
,334.7,,,,,,,NGC 4736,EXTRA,,,,
,329.6,,,,,,,NGC 4736,EXTRA,,,,
,324.4,,,,,,,NGC 4736,EXTRA,,,,
,319.2,,,,,,,NGC 4736,EXTRA,,,,
,314.1,,,,,,,NGC 4736,EXTRA,,,,
,308.9,,,,,,,NGC 4736,EXTRA,,,,
,303.7,,,,,,,NGC 4736,EXTRA,,,,
,298.6,,,,,,,NGC 4736,EXTRA,,,,
,293.4,,,,,,,NGC 4736,EXTRA,,,,
,288.3,,,,,,,NGC 4736,EXTRA,,,,
,283.1,,,,,,,NGC 4736,EXTRA,,,,
,277.9,,,,,,,NGC 4736,EXTRA,,,,
,272.8,,,,,,,NGC 4736,EXTRA,,,,
,267.6,,,,,,,NGC 4736,EXTRA,,,,
,262.4,,,,,,,NGC 4736,EXTRA,,,,
,257.3,,,,,,,NGC 4736,EXTRA,,,,
,252.1,,,,,,,NGC 4736,EXTRA,,,,
,247.0,,,,,,,NGC 4736,EXTRA,,,,
,241.8,,,,,,,NGC 4736,EXTRA,,,,
,236.6,,,,,,,NGC 4736,EXTRA,,,,
,231.5,,,,,,,NGC 4736,EXTRA,,,,
,226.3,,,,,,,NGC 4736,EXTRA,,,,
,221.2,,,,,,,NGC 4736,EXTRA,,,,
,216.0,,,,,,,NGC 4736,EXTRA,,,,
,210.8,,,,,,,NGC 4736,EXTRA,,,,
,205.7,,,,,,,NGC 4736,EXTRA,,,,
,200.5,,,,,,,NGC 4736,EXTRA,,,,
,195.4,,,,,,,NGC 4736,EXTRA,,,,
,190.2,,,,,,,NGC 4736,EXTRA,,,,
,185.0,,,,,,,NGC 4736,EXTRA,,,,
,179.9,,,,,,,NGC 4736,EXTRA,,,,
,174.7,,,,,,,NGC 4736,EXTRA,,,,
,169.6,,,,,,,NGC 4736,EXTRA,,,,
,164.4,,,,,,,NGC 4736,EXTRA,,,,
,159.2,,,,,,,NGC 4736,EXTRA,,,,
,154.1,,,,,,,NGC 4736,EXTRA,,,,
,148.9,,,,,,,NGC 4736,EXTRA,,,,
,143.7,,,,,,,NGC 4736,EXTRA,,,,
,603.6,,,,,,,NGC 4826,EXTRA,,,,
,598.4,,,,,,,NGC 4826,EXTRA,,,,
,593.2,,,,,,,NGC 4826,EXTRA,,,,
,588.0,,,,,,,NGC 4826,EXTRA,,,,
,582.9,,,,,,,NGC 4826,EXTRA,,,,
